Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,4,10637296,2,60,0.01067972183227539,33,48,15,40,37,40,3,40,0.25,False
2,96372106,4,10637297,2,60,0.0021355152130126953,19,36,17,29,24,34,10,29,0.25,False
3,96372106,4,10637298,2,60,0.36849284172058105,35,57,22,46,44,47,3,46,0.25,False
4,96372106,4,10637299,2,60,0.011549949645996094,30,48,18,39,35,39,4,39,0.25,False
5,96372106,4,10637300,2,60,2.690297842025757,42,60,18,51,45,56,11,51,0.25,False
6,96372106,4,10637301,2,60,0.03134465217590332,36,53,17,43,38,47,9,43,0.25,False
7,96372106,4,10637302,2,60,0.026638507843017578,42,68,26,55,50,56,6,55,0.25,False
8,96372106,4,10637303,2,60,0.0022978782653808594,23,41,18,31,26,41,15,31,0.25,False
9,96372106,4,10637304,2,60,0.011936187744140625,29,42,13,33,30,37,7,33,0.25,False
10,96372106,4,10637305,2,60,0.25153374671936035,34,52,18,39,39,39,0,39,0.25,False
11,96372106,4,10637306,2,60,0.0026810169219970703,22,40,18,32,31,32,1,32,0.25,False
12,96372106,4,10637307,2,60,0.0955967903137207,43,61,18,55,52,58,6,54,0.25,False
13,96372106,4,10637308,2,60,0.016114234924316406,32,54,22,43,41,45,4,43,0.25,False
14,96372106,4,10637309,2,60,0.05316972732543945,35,50,15,40,39,44,5,40,0.25,False
15,96372106,4,10637310,2,60,4.2266693115234375,49,73,24,60,58,63,5,60,0.25,False
16,96372106,4,10637311,2,60,0.002866983413696289,28,43,15,37,35,38,3,37,0.25,False
17,96372106,4,10637312,2,60,0.006084442138671875,26,48,22,37,34,42,8,37,0.25,False
18,96372106,4,10637313,2,60,0.6717603206634521,40,61,21,48,44,49,5,47,0.25,False
19,96372106,4,10637314,2,60,0.170914888381958,39,55,16,50,46,51,5,49,0.25,False
20,96372106,4,10637315,2,60,0.003171205520629883,28,51,23,35,33,45,12,35,0.25,False
21,96372106,4,10637316,2,60,0.03175473213195801,45,60,15,54,48,52,4,52,0.25,False
22,96372106,4,10637317,2,60,0.0032732486724853516,29,45,16,37,36,38,2,37,0.25,False
23,96372106,4,10637318,2,60,0.005756378173828125,24,41,17,33,29,38,9,33,0.25,False
24,96372106,4,10637319,2,60,0.027661561965942383,33,55,22,45,40,52,12,45,0.25,False
25,96372106,4,10637320,2,60,0.001972675323486328,19,32,13,27,27,27,0,27,0.25,False
26,96372106,4,10637321,2,60,0.0022039413452148438,24,41,17,31,29,35,6,31,0.25,False
27,96372106,4,10637322,2,60,0.003512859344482422,20,29,9,25,20,29,9,25,0.25,False
28,96372106,4,10637323,2,60,0.057344913482666016,34,56,22,43,43,44,1,43,0.25,False
29,96372106,4,10637324,2,60,0.008579015731811523,22,32,10,25,24,26,2,25,0.25,False
30,96372106,4,10637325,2,60,0.014066696166992188,23,36,13,30,25,32,7,30,0.25,False
31,96372106,4,10637326,2,60,0.3234131336212158,36,56,20,48,41,51,10,48,0.25,False
32,96372106,4,10637327,2,60,0.007783174514770508,32,43,11,34,34,36,2,34,0.25,False
33,96372106,4,10637328,2,60,0.01394200325012207,38,51,13,48,45,49,4,48,0.25,False
34,96372106,4,10637329,2,60,0.008528947830200195,28,41,13,33,30,39,9,33,0.25,False
35,96372106,4,10637330,2,60,0.0026733875274658203,21,32,11,26,24,30,6,26,0.25,False
36,96372106,4,10637331,2,60,0.0026290416717529297,23,40,17,35,32,37,5,35,0.25,False
37,96372106,4,10637332,2,60,0.0065402984619140625,25,36,11,32,25,32,7,30,0.25,False
38,96372106,4,10637333,2,60,0.016055583953857422,31,48,17,41,39,45,6,41,0.25,False
39,96372106,4,10637334,2,60,0.0071964263916015625,29,46,17,38,36,40,4,38,0.25,False
40,96372106,4,10637335,2,60,0.0011410713195800781,10,15,5,13,11,14,3,13,0.25,False
41,96372106,4,10637336,2,60,0.03528738021850586,44,67,23,53,49,58,9,53,0.25,False
42,96372106,4,10637337,2,60,0.021597623825073242,29,43,14,37,34,40,6,37,0.25,False
43,96372106,4,10637338,2,60,0.04912590980529785,39,54,15,45,42,48,6,45,0.25,False
44,96372106,4,10637339,2,60,0.028319120407104492,24,38,14,34,33,34,1,34,0.25,False
45,96372106,4,10637340,2,60,0.009580135345458984,32,51,19,37,37,44,7,37,0.25,False
46,96372106,4,10637341,2,60,0.0023565292358398438,20,34,14,29,28,31,3,29,0.25,False
47,96372106,4,10637342,2,60,0.009933710098266602,26,40,14,32,31,34,3,32,0.25,False
48,96372106,4,10637343,2,60,0.0024330615997314453,22,42,20,32,29,35,6,32,0.25,False
49,96372106,4,10637344,2,60,0.015848159790039062,27,45,18,37,35,41,6,37,0.25,False
50,96372106,4,10637345,2,60,0.012533187866210938,32,61,29,47,41,50,9,47,0.25,False
