Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,3,10637296,2,60,0.010659456253051758,29,44,15,38,38,38,0,38,0.75,False
2,96372106,3,10637297,2,60,0.0024695396423339844,17,34,17,25,25,26,1,25,0.75,False
3,96372106,3,10637298,2,60,0.3481791019439697,30,50,20,42,41,43,2,42,0.75,False
4,96372106,3,10637299,2,60,0.010468006134033203,28,44,16,36,36,36,0,36,0.75,False
5,96372106,3,10637300,2,60,0.007824420928955078,26,45,19,32,32,34,2,32,0.75,False
6,96372106,3,10637301,2,60,0.017330169677734375,31,47,16,36,36,36,0,36,0.75,False
7,96372106,3,10637302,2,60,0.016621112823486328,32,50,18,39,39,39,0,39,0.75,False
8,96372106,3,10637303,2,60,0.0021164417266845703,16,28,12,23,21,23,2,23,0.75,False
9,96372106,3,10637304,2,60,0.01161050796508789,26,39,13,36,36,36,0,36,0.75,False
10,96372106,3,10637305,2,60,0.029683828353881836,28,41,13,35,35,35,0,35,0.75,False
11,96372106,3,10637306,2,60,0.0015902519226074219,12,19,7,17,15,17,2,17,0.75,False
12,96372106,3,10637307,2,60,0.013635635375976562,26,41,15,34,33,35,2,34,0.75,False
13,96372106,3,10637308,2,60,0.005928993225097656,21,36,15,28,28,28,0,28,0.75,False
14,96372106,3,10637309,2,60,0.006348609924316406,22,37,15,31,30,32,2,31,0.75,False
15,96372106,3,10637310,2,60,0.004449605941772461,27,49,22,40,39,40,1,40,0.75,False
16,96372106,3,10637311,2,60,0.002296924591064453,21,30,9,26,26,26,0,26,0.75,False
17,96372106,3,10637312,2,60,0.004704952239990234,18,31,13,27,27,27,0,27,0.75,False
18,96372106,3,10637313,2,60,0.46738266944885254,30,51,21,43,42,43,1,43,0.75,False
19,96372106,3,10637314,2,60,0.017476320266723633,25,40,15,35,34,35,1,34,0.75,False
20,96372106,3,10637315,2,60,0.0020296573638916016,16,28,12,21,19,21,2,21,0.75,False
21,96372106,3,10637316,2,60,0.010490179061889648,26,41,15,34,34,34,0,34,0.75,False
22,96372106,3,10637317,2,60,0.0038406848907470703,26,42,16,31,31,31,0,31,0.75,False
23,96372106,3,10637318,2,60,0.0026879310607910156,17,33,16,26,26,26,0,26,0.75,False
24,96372106,3,10637319,2,60,0.0025818347930908203,19,38,19,32,31,33,2,32,0.75,False
25,96372106,3,10637320,2,60,0.0016252994537353516,13,22,9,15,15,15,0,15,0.75,False
26,96372106,3,10637321,2,60,0.0021698474884033203,20,33,13,27,26,29,3,27,0.75,False
27,96372106,3,10637322,2,60,0.0033037662506103516,15,22,7,18,18,18,0,18,0.75,False
28,96372106,3,10637323,2,60,0.017443418502807617,24,37,13,29,29,29,0,29,0.75,False
29,96372106,3,10637324,2,60,0.0022525787353515625,13,24,11,18,15,19,4,18,0.75,False
30,96372106,3,10637325,2,60,0.004289150238037109,16,26,10,21,21,21,0,21,0.75,False
31,96372106,3,10637326,2,60,0.1669158935546875,28,44,16,35,35,38,3,35,0.75,False
32,96372106,3,10637327,2,60,0.004834413528442383,23,35,12,26,26,26,0,26,0.75,False
33,96372106,3,10637328,2,60,0.008216619491577148,28,35,7,29,29,29,0,29,0.75,False
34,96372106,3,10637329,2,60,0.0033788681030273438,22,31,9,28,28,28,0,28,0.75,False
35,96372106,3,10637330,2,60,0.001043081283569336,10,16,6,12,12,13,1,12,0.75,False
36,96372106,3,10637331,2,60,0.0026082992553710938,21,36,15,32,31,34,3,32,0.75,False
37,96372106,3,10637332,2,60,0.0015306472778320312,13,22,9,16,16,16,0,16,0.75,False
38,96372106,3,10637333,2,60,0.011796951293945312,22,35,13,28,28,28,0,28,0.75,False
39,96372106,3,10637334,2,60,0.002465963363647461,21,32,11,29,29,29,0,29,0.75,False
40,96372106,3,10637335,2,60,0.0009975433349609375,6,10,4,8,7,10,3,8,0.75,False
41,96372106,3,10637336,2,60,0.01947307586669922,28,45,17,35,35,35,0,35,0.75,False
42,96372106,3,10637337,2,60,0.017119646072387695,24,35,11,27,26,29,3,27,0.75,False
43,96372106,3,10637338,2,60,0.012787103652954102,30,45,15,37,37,37,0,37,0.75,False
44,96372106,3,10637339,2,60,0.026996850967407227,19,31,12,27,27,27,0,27,0.75,False
45,96372106,3,10637340,2,60,0.004542112350463867,19,31,12,24,24,25,1,24,0.75,False
46,96372106,3,10637341,2,60,0.002371072769165039,17,30,13,23,23,23,0,23,0.75,False
47,96372106,3,10637342,2,60,0.008968591690063477,20,31,11,25,25,26,1,25,0.75,False
48,96372106,3,10637343,2,60,0.002150297164916992,16,29,13,22,22,22,0,22,0.75,False
49,96372106,3,10637344,2,60,0.004861116409301758,17,30,13,23,23,23,0,23,0.75,False
50,96372106,3,10637345,2,60,0.011311054229736328,27,51,24,39,39,39,0,39,0.75,False
