Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,11,10637296,0,60,0.10522723197937012,57,57,0,57,57,57,0,57,0.0,uniform,True
2,96372106,11,10637297,0,60,0.0454556941986084,61,61,0,61,61,61,0,61,0.0,uniform,True
3,96372106,11,10637298,0,60,0.025788068771362305,63,63,0,63,63,63,0,63,0.0,uniform,True
4,96372106,11,10637299,0,60,0.049892425537109375,64,64,0,64,64,64,0,64,0.0,uniform,True
5,96372106,11,10637300,0,60,0.2631258964538574,70,70,0,70,70,70,0,70,0.0,uniform,True
6,96372106,11,10637301,0,60,0.07094669342041016,60,60,0,60,60,60,0,60,0.0,uniform,True
7,96372106,11,10637302,0,60,0.025950193405151367,78,78,0,78,78,78,0,78,0.0,uniform,True
8,96372106,11,10637303,0,60,0.03502798080444336,55,55,0,55,55,55,0,55,0.0,uniform,True
9,96372106,11,10637304,0,60,0.02891826629638672,43,43,0,43,43,43,0,43,0.0,uniform,True
10,96372106,11,10637305,0,60,1.667754888534546,66,66,0,66,66,66,0,66,0.0,uniform,True
11,96372106,11,10637306,0,60,0.08397603034973145,65,65,0,65,65,65,0,65,0.0,uniform,True
12,96372106,11,10637307,0,60,0.05620908737182617,60,60,0,60,60,60,0,60,0.0,uniform,True
13,96372106,11,10637308,0,60,0.06416797637939453,65,65,0,65,65,65,0,65,0.0,uniform,True
14,96372106,11,10637309,0,60,0.058339595794677734,63,63,0,63,63,63,0,63,0.0,uniform,True
15,96372106,11,10637310,0,60,0.08272314071655273,65,65,0,65,65,65,0,65,0.0,uniform,True
16,96372106,11,10637311,0,60,0.03463315963745117,68,68,0,68,68,68,0,68,0.0,uniform,True
17,96372106,11,10637312,0,60,6.495342969894409,54,54,0,54,54,54,0,54,0.0,uniform,True
18,96372106,11,10637313,0,60,0.19239020347595215,66,66,0,66,66,66,0,66,0.0,uniform,True
19,96372106,11,10637314,0,60,5.993666410446167,63,63,0,63,63,63,0,63,0.0,uniform,True
20,96372106,11,10637315,0,60,0.24727463722229004,81,81,0,81,81,81,0,81,0.0,uniform,True
21,96372106,11,10637316,0,60,0.07262825965881348,64,64,0,64,64,64,0,64,0.0,uniform,True
22,96372106,11,10637317,0,60,0.04817318916320801,63,63,0,63,63,63,0,63,0.0,uniform,True
23,96372106,11,10637318,0,60,0.012077093124389648,53,53,0,53,53,53,0,53,0.0,uniform,True
24,96372106,11,10637319,0,60,0.33138418197631836,61,61,0,61,61,61,0,61,0.0,uniform,True
25,96372106,11,10637320,0,60,0.023915767669677734,55,55,0,55,55,55,0,55,0.0,uniform,True
26,96372106,11,10637321,0,60,0.11589527130126953,57,57,0,57,57,57,0,57,0.0,uniform,True
27,96372106,11,10637322,0,60,0.9241104125976562,63,63,0,63,63,63,0,63,0.0,uniform,True
28,96372106,11,10637323,0,60,28.522005319595337,70,70,0,70,70,70,0,70,0.0,uniform,True
29,96372106,11,10637324,0,60,0.026088953018188477,52,52,0,52,52,52,0,52,0.0,uniform,True
30,96372106,11,10637325,0,60,0.24953842163085938,51,51,0,51,51,51,0,51,0.0,uniform,True
31,96372106,11,10637326,0,60,0.04799652099609375,60,60,0,60,60,60,0,60,0.0,uniform,True
32,96372106,11,10637327,0,60,0.008974313735961914,56,56,0,56,56,56,0,56,0.0,uniform,True
33,96372106,11,10637328,0,60,2.520078659057617,63,63,0,63,63,63,0,63,0.0,uniform,True
34,96372106,11,10637329,0,60,0.06086277961730957,65,65,0,65,65,65,0,65,0.0,uniform,True
35,96372106,11,10637330,0,60,0.33787012100219727,68,68,0,68,68,68,0,68,0.0,uniform,True
36,96372106,11,10637331,0,60,0.02499222755432129,48,48,0,48,48,48,0,48,0.0,uniform,True
37,96372106,11,10637332,0,60,0.019134044647216797,46,46,0,46,46,46,0,46,0.0,uniform,True
38,96372106,11,10637333,0,60,0.026983261108398438,60,60,0,60,60,60,0,60,0.0,uniform,True
39,96372106,11,10637334,0,60,0.07403135299682617,64,64,0,64,64,64,0,64,0.0,uniform,True
40,96372106,11,10637335,0,60,0.012029170989990234,52,52,0,52,52,52,0,52,0.0,uniform,True
41,96372106,11,10637336,0,60,0.10545873641967773,79,79,0,79,79,79,0,79,0.0,uniform,True
42,96372106,11,10637337,0,60,0.03196144104003906,52,52,0,52,52,52,0,52,0.0,uniform,True
43,96372106,11,10637338,0,60,0.015069961547851562,65,65,0,65,65,65,0,65,0.0,uniform,True
44,96372106,11,10637339,0,60,0.056571006774902344,71,71,0,71,71,71,0,71,0.0,uniform,True
45,96372106,11,10637340,0,60,0.5093646049499512,64,64,0,64,64,64,0,64,0.0,uniform,True
46,96372106,11,10637341,0,60,0.14368963241577148,57,57,0,57,57,57,0,57,0.0,uniform,True
47,96372106,11,10637342,0,60,0.6155481338500977,61,61,0,61,61,61,0,61,0.0,uniform,True
48,96372106,11,10637343,0,60,0.030991792678833008,54,54,0,54,54,54,0,54,0.0,uniform,True
49,96372106,11,10637344,0,60,0.1429271697998047,59,59,0,59,59,59,0,59,0.0,uniform,True
50,96372106,11,10637345,0,60,0.05879855155944824,68,68,0,68,68,68,0,68,0.0,uniform,True
