Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,12,10637296,1,60,10.179478883743286,84,105,21,84,84,86,2,84,0.5,uniform,False
2,96372106,12,10637297,1,60,4.022142648696899,87,108,21,87,87,90,3,87,0.5,uniform,False
3,96372106,12,10637298,1,60,11.009284973144531,90,108,18,90,90,95,5,90,0.5,uniform,False
4,96372106,12,10637299,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
5,96372106,12,10637300,1,60,11.81292200088501,100,119,19,100,100,104,4,100,0.5,uniform,False
6,96372106,12,10637301,1,60,1.1656672954559326,76,96,20,76,76,80,4,76,0.5,uniform,False
7,96372106,12,10637302,1,60,30.996280431747437,106,127,21,106,106,109,3,106,0.5,uniform,False
8,96372106,12,10637303,1,60,0.768059253692627,74,97,23,74,74,80,6,74,0.5,uniform,False
9,96372106,12,10637304,1,60,0.15036392211914062,55,74,19,55,55,55,0,55,0.5,uniform,False
10,96372106,12,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
11,96372106,12,10637306,1,60,42.679126024246216,92,110,18,92,92,97,5,92,0.5,uniform,False
12,96372106,12,10637307,1,60,20.326968908309937,84,106,22,84,84,90,6,84,0.5,uniform,False
13,96372106,12,10637308,1,60,5.60734224319458,92,109,17,92,92,93,1,92,0.5,uniform,False
14,96372106,12,10637309,1,60,8.724018573760986,90,109,19,90,90,92,2,90,0.5,uniform,False
15,96372106,12,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
16,96372106,12,10637311,1,60,0.8779172897338867,87,109,22,87,87,92,5,87,0.5,uniform,False
17,96372106,12,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
18,96372106,12,10637313,1,60,1.4040930271148682,93,113,20,93,93,98,5,93,0.5,uniform,False
19,96372106,12,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
20,96372106,12,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
21,96372106,12,10637316,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
22,96372106,12,10637317,1,60,3.4850308895111084,80,101,21,80,80,84,4,80,0.5,uniform,False
23,96372106,12,10637318,1,60,0.8443343639373779,75,99,24,75,75,77,2,75,0.5,uniform,False
24,96372106,12,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
25,96372106,12,10637320,1,60,0.3157374858856201,71,86,15,71,71,72,1,71,0.5,uniform,False
26,96372106,12,10637321,1,60,1.043217658996582,80,103,23,80,80,81,1,80,0.5,uniform,False
27,96372106,12,10637322,1,60,11.988354921340942,84,104,20,84,84,88,4,84,0.5,uniform,False
28,96372106,12,10637323,1,60,33.10760760307312,86,103,17,86,86,89,3,86,0.5,uniform,False
29,96372106,12,10637324,1,60,7.771358489990234,73,84,11,73,73,76,3,73,0.5,uniform,False
30,96372106,12,10637325,1,60,23.177399396896362,72,94,22,72,72,77,5,72,0.5,uniform,False
31,96372106,12,10637326,1,60,3.955821990966797,84,104,20,84,84,86,2,84,0.5,uniform,False
32,96372106,12,10637327,1,60,4.065451383590698,75,91,16,75,75,79,4,75,0.5,uniform,False
33,96372106,12,10637328,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
34,96372106,12,10637329,1,60,6.772651433944702,92,119,27,92,92,99,7,92,0.5,uniform,False
35,96372106,12,10637330,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
36,96372106,12,10637331,1,60,1.6938035488128662,69,86,17,69,69,71,2,69,0.5,uniform,False
37,96372106,12,10637332,1,60,0.33080554008483887,58,69,11,58,58,62,4,58,0.5,uniform,False
38,96372106,12,10637333,1,60,1.003180980682373,81,102,21,81,81,85,4,81,0.5,uniform,False
39,96372106,12,10637334,1,60,2.319584608078003,86,107,21,86,86,89,3,86,0.5,uniform,False
40,96372106,12,10637335,1,60,0.5092544555664062,64,82,18,64,64,67,3,64,0.5,uniform,False
41,96372106,12,10637336,1,60,37.42221808433533,110,133,23,110,110,110,0,110,0.5,uniform,False
42,96372106,12,10637337,1,60,0.47579407691955566,65,84,19,65,65,69,4,65,0.5,uniform,False
43,96372106,12,10637338,1,60,4.791285991668701,78,98,20,78,78,83,5,78,0.5,uniform,False
44,96372106,12,10637339,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
45,96372106,12,10637340,1,60,33.46418571472168,91,110,19,91,91,93,2,91,0.5,uniform,False
46,96372106,12,10637341,1,60,1.0393273830413818,71,89,18,71,71,72,1,71,0.5,uniform,False
47,96372106,12,10637342,1,60,0.39107704162597656,79,97,18,79,79,85,6,79,0.5,uniform,False
48,96372106,12,10637343,1,60,1.2342376708984375,66,88,22,66,66,68,2,66,0.5,uniform,False
49,96372106,12,10637344,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
50,96372106,12,10637345,1,60,1.9063942432403564,93,113,20,93,93,95,2,93,0.5,uniform,False
