Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,4,10637296,2,60,0.012625455856323242,33,48,15,40,40,40,0,40,1.0,False
2,96372106,4,10637297,2,60,0.003096342086791992,19,36,17,29,29,29,0,29,1.0,False
3,96372106,4,10637298,2,60,0.3548405170440674,35,57,22,46,46,46,0,46,1.0,False
4,96372106,4,10637299,2,60,0.012163877487182617,30,48,18,39,39,39,0,39,1.0,False
5,96372106,4,10637300,2,60,2.6504669189453125,42,60,18,51,50,50,0,50,1.0,False
6,96372106,4,10637301,2,60,0.04297375679016113,36,53,17,43,43,43,0,43,1.0,False
7,96372106,4,10637302,2,60,0.028473615646362305,42,68,26,55,55,55,0,55,1.0,False
8,96372106,4,10637303,2,60,0.003335714340209961,23,41,18,31,31,31,0,31,1.0,False
9,96372106,4,10637304,2,60,0.01278066635131836,29,42,13,33,33,33,0,33,1.0,False
10,96372106,4,10637305,2,60,0.24306607246398926,34,52,18,39,39,39,0,39,1.0,False
11,96372106,4,10637306,2,60,0.003828287124633789,22,40,18,32,32,32,0,32,1.0,False
12,96372106,4,10637307,2,60,0.0975644588470459,43,61,18,55,54,54,0,54,1.0,False
13,96372106,4,10637308,2,60,0.027030229568481445,32,54,22,43,43,43,0,43,1.0,False
14,96372106,4,10637309,2,60,0.05696463584899902,35,50,15,40,40,40,0,40,1.0,False
15,96372106,4,10637310,2,60,4.210036993026733,49,73,24,60,59,59,0,59,1.0,False
16,96372106,4,10637311,2,60,0.0036084651947021484,28,43,15,37,37,37,0,37,1.0,False
17,96372106,4,10637312,2,60,0.007413625717163086,26,48,22,37,37,37,0,37,1.0,False
18,96372106,4,10637313,2,60,0.6638808250427246,40,61,21,48,46,46,0,46,1.0,False
19,96372106,4,10637314,2,60,0.173933744430542,39,55,16,50,49,49,0,49,1.0,False
20,96372106,4,10637315,2,60,0.005550861358642578,28,51,23,35,35,35,0,35,1.0,False
21,96372106,4,10637316,2,60,0.03463888168334961,45,60,15,54,51,51,0,51,1.0,False
22,96372106,4,10637317,2,60,0.004927873611450195,29,45,16,37,37,37,0,37,1.0,False
23,96372106,4,10637318,2,60,0.006891965866088867,24,41,17,33,33,33,0,33,1.0,False
24,96372106,4,10637319,2,60,0.030878067016601562,33,55,22,45,45,45,0,45,1.0,False
25,96372106,4,10637320,2,60,0.0024793148040771484,19,32,13,27,27,27,0,27,1.0,False
26,96372106,4,10637321,2,60,0.0031919479370117188,24,41,17,31,31,31,0,31,1.0,False
27,96372106,4,10637322,2,60,0.004335880279541016,20,29,9,25,25,25,0,25,1.0,False
28,96372106,4,10637323,2,60,0.06801176071166992,34,56,22,43,42,42,0,42,1.0,False
29,96372106,4,10637324,2,60,0.009696006774902344,22,32,10,25,25,25,0,25,1.0,False
30,96372106,4,10637325,2,60,0.015345335006713867,23,36,13,30,29,29,0,29,1.0,False
31,96372106,4,10637326,2,60,0.30747342109680176,36,56,20,48,48,48,0,48,1.0,False
32,96372106,4,10637327,2,60,0.009381294250488281,32,43,11,34,34,34,0,34,1.0,False
33,96372106,4,10637328,2,60,0.015368938446044922,38,51,13,48,48,48,0,48,1.0,False
34,96372106,4,10637329,2,60,0.010017633438110352,28,41,13,33,33,33,0,33,1.0,False
35,96372106,4,10637330,2,60,0.0032711029052734375,21,32,11,26,26,26,0,26,1.0,False
36,96372106,4,10637331,2,60,0.0034341812133789062,23,40,17,35,35,35,0,35,1.0,False
37,96372106,4,10637332,2,60,0.0076787471771240234,25,36,11,32,30,30,0,30,1.0,False
38,96372106,4,10637333,2,60,0.017190217971801758,31,48,17,41,41,41,0,41,1.0,False
39,96372106,4,10637334,2,60,0.00848388671875,29,46,17,38,38,38,0,38,1.0,False
40,96372106,4,10637335,2,60,0.0014896392822265625,10,15,5,13,13,13,0,13,1.0,False
41,96372106,4,10637336,2,60,0.03822445869445801,44,67,23,53,53,53,0,53,1.0,False
42,96372106,4,10637337,2,60,0.02233290672302246,29,43,14,37,37,37,0,37,1.0,False
43,96372106,4,10637338,2,60,0.051427364349365234,39,54,15,45,45,45,0,45,1.0,False
44,96372106,4,10637339,2,60,0.02924370765686035,24,38,14,34,34,34,0,34,1.0,False
45,96372106,4,10637340,2,60,0.011392831802368164,32,51,19,37,37,37,0,37,1.0,False
46,96372106,4,10637341,2,60,0.0033006668090820312,20,34,14,29,29,29,0,29,1.0,False
47,96372106,4,10637342,2,60,0.010786056518554688,26,40,14,32,32,32,0,32,1.0,False
48,96372106,4,10637343,2,60,0.0034453868865966797,22,42,20,32,32,32,0,32,1.0,False
49,96372106,4,10637344,2,60,0.017722129821777344,27,45,18,37,37,37,0,37,1.0,False
50,96372106,4,10637345,2,60,0.014153003692626953,32,61,29,47,47,47,0,47,1.0,False
