Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,5,10637296,2,60,0.023961305618286133,41,61,20,52,50,52,2,52,0.7,False
2,96372106,5,10637297,2,60,0.018949031829833984,28,46,18,38,38,38,0,38,0.7,False
3,96372106,5,10637298,2,60,0.7490012645721436,44,69,25,55,55,55,0,55,0.7,False
4,96372106,5,10637299,2,60,0.795891523361206,47,69,22,58,58,59,1,58,0.7,False
5,96372106,5,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7,False
6,96372106,5,10637301,2,60,0.0498654842376709,38,56,18,51,51,51,0,51,0.7,False
7,96372106,5,10637302,2,60,0.3470468521118164,59,91,32,83,79,84,5,83,0.7,False
8,96372106,5,10637303,2,60,0.005983829498291016,30,53,23,40,40,42,2,40,0.7,False
9,96372106,5,10637304,2,60,0.05289053916931152,37,52,15,45,44,45,1,45,0.7,False
10,96372106,5,10637305,2,60,0.3261291980743408,42,64,22,48,48,49,1,48,0.7,False
11,96372106,5,10637306,2,60,0.01296544075012207,36,66,30,49,49,50,1,49,0.7,False
12,96372106,5,10637307,2,60,0.15857815742492676,46,64,18,56,55,59,4,55,0.7,False
13,96372106,5,10637308,2,60,0.04792666435241699,38,61,23,48,42,48,6,48,0.7,False
14,96372106,5,10637309,2,60,0.11768674850463867,40,56,16,43,43,44,1,43,0.7,False
15,96372106,5,10637310,2,60,6.3024702072143555,54,82,28,72,66,73,7,70,0.7,False
16,96372106,5,10637311,2,60,0.005982637405395508,36,58,22,47,44,49,5,47,0.7,False
17,96372106,5,10637312,2,60,0.03684496879577637,29,49,20,39,37,39,2,39,0.7,False
18,96372106,5,10637313,2,60,1.2226943969726562,45,68,23,53,53,55,2,53,0.7,False
19,96372106,5,10637314,2,60,0.304152250289917,39,62,23,47,45,51,6,47,0.7,False
20,96372106,5,10637315,2,60,0.01795196533203125,40,72,32,47,47,50,3,47,0.7,False
21,96372106,5,10637316,2,60,0.06082606315612793,54,76,22,63,63,64,1,63,0.7,False
22,96372106,5,10637317,2,60,0.007978439331054688,35,52,17,42,42,42,0,42,0.7,False
23,96372106,5,10637318,2,60,0.014957666397094727,31,49,18,41,40,45,5,41,0.7,False
24,96372106,5,10637319,2,60,0.16352486610412598,42,73,31,62,60,62,2,62,0.7,False
25,96372106,5,10637320,2,60,0.03291177749633789,30,48,18,39,39,39,0,39,0.7,False
26,96372106,5,10637321,2,60,0.007964372634887695,30,50,20,44,42,44,2,44,0.7,False
27,96372106,5,10637322,2,60,0.346102237701416,32,53,21,41,41,41,0,41,0.7,False
28,96372106,5,10637323,2,60,0.09094643592834473,40,62,22,51,49,50,1,50,0.7,False
29,96372106,5,10637324,2,60,0.019959688186645508,30,43,13,38,37,38,1,38,0.7,False
30,96372106,5,10637325,2,60,0.022939205169677734,29,44,15,41,37,40,3,40,0.7,False
31,96372106,5,10637326,2,60,0.5239236354827881,43,65,22,56,52,56,4,56,0.7,False
32,96372106,5,10637327,2,60,0.026926040649414062,41,64,23,52,50,52,2,52,0.7,False
33,96372106,5,10637328,2,60,0.05387616157531738,50,70,20,60,60,60,0,60,0.7,False
34,96372106,5,10637329,2,60,0.042875051498413086,41,63,22,54,53,56,3,54,0.7,False
35,96372106,5,10637330,2,60,0.004948616027832031,27,46,19,42,40,42,2,42,0.7,False
36,96372106,5,10637331,2,60,0.16155648231506348,27,50,23,38,37,39,2,38,0.7,False
37,96372106,5,10637332,2,60,0.22044062614440918,34,51,17,43,42,42,0,42,0.7,False
38,96372106,5,10637333,2,60,0.20044374465942383,41,60,19,53,52,53,1,53,0.7,False
39,96372106,5,10637334,2,60,0.012953758239746094,39,61,22,49,49,50,1,49,0.7,False
40,96372106,5,10637335,2,60,0.0019953250885009766,17,23,6,23,22,23,1,23,0.7,False
41,96372106,5,10637336,2,60,0.10372209548950195,52,82,30,70,68,70,2,70,0.7,False
42,96372106,5,10637337,2,60,0.05783438682556152,34,50,16,45,45,45,0,45,0.7,False
43,96372106,5,10637338,2,60,0.0737919807434082,43,59,16,52,51,52,1,52,0.7,False
44,96372106,5,10637339,2,60,8.91112470626831,38,56,18,48,46,48,2,48,0.7,False
45,96372106,5,10637340,2,60,0.06383347511291504,35,60,25,48,46,48,2,48,0.7,False
46,96372106,5,10637341,2,60,0.009975910186767578,27,46,19,38,38,38,0,38,0.7,False
47,96372106,5,10637342,2,60,0.09574437141418457,35,52,17,46,44,47,3,46,0.7,False
48,96372106,5,10637343,2,60,0.00997304916381836,30,53,23,38,38,38,0,38,0.7,False
49,96372106,5,10637344,2,60,0.03391075134277344,33,52,19,44,44,44,0,44,0.7,False
50,96372106,5,10637345,2,60,0.06682276725769043,48,79,31,64,62,64,2,64,0.7,False
