Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,11,10637296,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
2,96372106,11,10637297,2,60,5.726266145706177,92,132,40,110,109,109,0,109,0.75,False
3,96372106,11,10637298,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
4,96372106,11,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
5,96372106,11,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
6,96372106,11,10637301,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
7,96372106,11,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
8,96372106,11,10637303,2,60,0.18421339988708496,75,114,39,93,92,94,2,92,0.75,False
9,96372106,11,10637304,2,60,0.07651162147521973,63,90,27,76,75,76,1,76,0.75,False
10,96372106,11,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
11,96372106,11,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
12,96372106,11,10637307,2,60,50.59196662902832,99,136,37,122,119,120,1,119,0.75,False
13,96372106,11,10637308,2,60,37.12369465827942,97,142,45,120,117,117,0,117,0.75,False
14,96372106,11,10637309,2,60,2.6599204540252686,104,133,29,115,112,113,1,113,0.75,False
15,96372106,11,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
16,96372106,11,10637311,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
17,96372106,11,10637312,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
18,96372106,11,10637313,2,60,19.215614318847656,101,134,33,114,110,112,2,112,0.75,False
19,96372106,11,10637314,2,60,45.47729206085205,99,136,37,118,112,121,9,115,0.75,False
20,96372106,11,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
21,96372106,11,10637316,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
22,96372106,11,10637317,2,60,5.154149293899536,90,132,42,113,113,114,1,113,0.75,False
23,96372106,11,10637318,2,60,0.05186152458190918,74,115,41,95,94,95,1,95,0.75,False
24,96372106,11,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
25,96372106,11,10637320,2,60,1.0083277225494385,80,118,38,99,95,99,4,97,0.75,False
26,96372106,11,10637321,2,60,21.4117488861084,84,122,38,108,105,106,1,106,0.75,False
27,96372106,11,10637322,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
28,96372106,11,10637323,2,60,7.420203447341919,95,131,36,115,109,113,4,113,0.75,False
29,96372106,11,10637324,2,60,9.517536878585815,85,112,27,98,95,97,2,97,0.75,False
30,96372106,11,10637325,2,60,53.77712607383728,84,114,30,100,98,100,2,99,0.75,False
31,96372106,11,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
32,96372106,11,10637327,2,60,0.3530550003051758,77,119,42,89,87,88,1,87,0.75,False
33,96372106,11,10637328,2,60,2.2399699687957764,93,129,36,113,112,115,3,112,0.75,False
34,96372106,11,10637329,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
35,96372106,11,10637330,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
36,96372106,11,10637331,2,60,4.558725595474243,76,106,30,89,88,89,1,89,0.75,False
37,96372106,11,10637332,2,60,1.1668424606323242,69,93,24,80,78,79,1,79,0.75,False
38,96372106,11,10637333,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
39,96372106,11,10637334,2,60,0.3590874671936035,95,134,39,112,111,112,1,111,0.75,False
40,96372106,11,10637335,2,60,11.892178773880005,85,117,32,106,105,107,2,106,0.75,False
41,96372106,11,10637336,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
42,96372106,11,10637337,2,60,0.9145183563232422,74,105,31,88,88,90,2,88,0.75,False
43,96372106,11,10637338,2,60,38.93916082382202,91,130,39,111,108,112,4,111,0.75,False
44,96372106,11,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
45,96372106,11,10637340,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
46,96372106,11,10637341,2,60,0.6582403182983398,78,110,32,98,96,98,2,98,0.75,False
47,96372106,11,10637342,2,60,16.301424026489258,90,134,44,112,107,109,2,107,0.75,False
48,96372106,11,10637343,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
49,96372106,11,10637344,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
50,96372106,11,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
