Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,14,10637296,0,60,0.3187272548675537,76,76,0,76,76,76,0,76,1.0,True
2,96372106,14,10637297,0,60,0.1632404327392578,78,78,0,78,78,78,0,78,1.0,True
3,96372106,14,10637298,0,60,1.1448147296905518,84,84,0,84,84,84,0,84,1.0,True
4,96372106,14,10637299,0,60,2.878232479095459,81,81,0,81,81,81,0,81,1.0,True
5,96372106,14,10637300,0,60,0.4736602306365967,91,91,0,91,91,91,0,91,1.0,True
6,96372106,14,10637301,0,60,0.2793149948120117,73,73,0,73,73,73,0,73,1.0,True
7,96372106,14,10637302,0,60,0.06777811050415039,94,94,0,94,94,94,0,94,1.0,True
8,96372106,14,10637303,0,60,0.06886100769042969,72,72,0,72,72,72,0,72,1.0,True
9,96372106,14,10637304,0,60,0.052025556564331055,62,62,0,62,62,62,0,62,1.0,True
10,96372106,14,10637305,0,60,1.9717226028442383,75,75,0,75,75,75,0,75,1.0,True
11,96372106,14,10637306,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
12,96372106,14,10637307,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
13,96372106,14,10637308,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
14,96372106,14,10637309,0,60,0.5762772560119629,85,85,0,85,85,85,0,85,1.0,True
15,96372106,14,10637310,0,60,0.9429283142089844,82,82,0,82,82,82,0,82,1.0,True
16,96372106,14,10637311,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
17,96372106,14,10637312,0,60,11.009270429611206,76,76,0,76,76,76,0,76,1.0,True
18,96372106,14,10637313,0,60,0.8195953369140625,82,82,0,82,82,82,0,82,1.0,True
19,96372106,14,10637314,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
20,96372106,14,10637315,0,60,0.7951436042785645,94,94,0,94,94,94,0,94,1.0,True
21,96372106,14,10637316,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
22,96372106,14,10637317,0,60,0.1681044101715088,75,75,0,75,75,75,0,75,1.0,True
23,96372106,14,10637318,0,60,0.17294979095458984,72,72,0,72,72,72,0,72,1.0,True
24,96372106,14,10637319,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
25,96372106,14,10637320,0,60,0.08056282997131348,68,68,0,68,68,68,0,68,1.0,True
26,96372106,14,10637321,0,60,0.25449681282043457,77,77,0,77,77,77,0,77,1.0,True
27,96372106,14,10637322,0,60,1.0654232501983643,78,78,0,78,79,79,0,79,1.0,True
28,96372106,14,10637323,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
29,96372106,14,10637324,0,60,0.1883385181427002,72,72,0,72,72,72,0,72,1.0,True
30,96372106,14,10637325,0,60,0.38581013679504395,69,69,0,69,69,69,0,69,1.0,True
31,96372106,14,10637326,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
32,96372106,14,10637327,0,60,0.7892847061157227,72,72,0,72,72,72,0,72,1.0,True
33,96372106,14,10637328,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
34,96372106,14,10637329,0,60,0.19110512733459473,86,86,0,86,86,86,0,86,1.0,True
35,96372106,14,10637330,0,60,0.45966506004333496,79,79,0,79,79,79,0,79,1.0,True
36,96372106,14,10637331,0,60,0.12830162048339844,69,69,0,69,69,69,0,69,1.0,True
37,96372106,14,10637332,0,60,0.04134058952331543,60,60,0,60,60,60,0,60,1.0,True
38,96372106,14,10637333,0,60,0.4935920238494873,78,78,0,78,78,78,0,78,1.0,True
39,96372106,14,10637334,0,60,0.24803495407104492,80,80,0,80,80,80,0,80,1.0,True
40,96372106,14,10637335,0,60,0.03888678550720215,65,65,0,65,65,65,0,65,1.0,True
41,96372106,14,10637336,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
42,96372106,14,10637337,0,60,0.09256625175476074,66,66,0,66,66,66,0,66,1.0,True
43,96372106,14,10637338,0,60,0.05507230758666992,84,84,0,84,84,84,0,84,1.0,True
44,96372106,14,10637339,0,60,16.91337561607361,91,91,0,91,91,91,0,91,1.0,True
45,96372106,14,10637340,0,60,2.558194160461426,86,86,0,86,87,87,0,87,1.0,True
46,96372106,14,10637341,0,60,0.8074204921722412,68,68,0,68,68,68,0,68,1.0,True
47,96372106,14,10637342,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
48,96372106,14,10637343,0,60,0.060930490493774414,68,68,0,68,68,68,0,68,1.0,True
49,96372106,14,10637344,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
50,96372106,14,10637345,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,True
