Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,6,10637296,4,60,0.09175467491149902,65,112,47,65,112,47,0.0,False
2,96372106,6,10637297,4,60,3.767895460128784,74,109,35,74,109,35,0.0,False
3,96372106,6,10637298,4,60,0.3151581287384033,62,118,56,62,118,56,0.0,False
4,96372106,6,10637299,4,60,11.213021755218506,86,144,58,86,144,58,0.0,False
5,96372106,6,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,0.0,False
6,96372106,6,10637301,4,60,0.1007542610168457,59,98,39,59,98,39,0.0,False
7,96372106,6,10637302,4,60,5.370630264282227,98,155,57,98,155,57,0.0,False
8,96372106,6,10637303,4,60,0.05485391616821289,58,99,41,58,99,41,0.0,False
9,96372106,6,10637304,4,60,0.32015275955200195,61,101,40,61,101,40,0.0,False
10,96372106,6,10637305,4,60,9.154508590698242,71,120,49,71,120,49,0.0,False
11,96372106,6,10637306,4,60,0.3361027240753174,62,118,56,62,118,56,0.0,False
12,96372106,6,10637307,4,60,2.0894081592559814,85,128,43,85,128,43,0.0,False
13,96372106,6,10637308,4,60,-1,-1,-1,-1,-1,-1,-1,0.0,False
14,96372106,6,10637309,4,60,9.908547639846802,54,104,50,54,104,50,0.0,False
15,96372106,6,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,0.0,False
16,96372106,6,10637311,4,60,0.09081339836120605,75,116,41,75,116,41,0.0,False
17,96372106,6,10637312,4,60,3.1475415229797363,54,98,44,54,98,44,0.0,False
18,96372106,6,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,0.0,False
19,96372106,6,10637314,4,60,20.045389890670776,80,127,47,80,127,47,0.0,False
20,96372106,6,10637315,4,60,1.174891710281372,89,148,59,89,148,59,0.0,False
21,96372106,6,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,0.0,False
22,96372106,6,10637317,4,60,0.06881427764892578,61,105,44,61,105,44,0.0,False
23,96372106,6,10637318,4,60,1.0073051452636719,53,89,36,53,89,36,0.0,False
24,96372106,6,10637319,4,60,12.652207136154175,94,147,53,94,147,53,0.0,False
25,96372106,6,10637320,4,60,0.02792525291442871,51,95,44,51,95,44,0.0,False
26,96372106,6,10637321,4,60,0.7879283428192139,52,92,40,52,92,40,0.0,False
27,96372106,6,10637322,4,60,0.8248486518859863,79,132,53,79,132,53,0.0,False
28,96372106,6,10637323,4,60,16.512823581695557,76,116,40,76,116,40,0.0,False
29,96372106,6,10637324,4,60,26.565982341766357,78,109,31,78,109,31,0.0,False
30,96372106,6,10637325,4,60,0.12765860557556152,57,96,39,57,96,39,0.0,False
31,96372106,6,10637326,4,60,0.3949453830718994,81,125,44,81,125,44,0.0,False
32,96372106,6,10637327,4,60,2.0994198322296143,67,120,53,67,120,53,0.0,False
33,96372106,6,10637328,4,60,0.11469316482543945,78,124,46,78,124,46,0.0,False
34,96372106,6,10637329,4,60,28.409030437469482,75,120,45,75,120,45,0.0,False
35,96372106,6,10637330,4,60,0.022938013076782227,55,103,48,55,103,48,0.0,False
36,96372106,6,10637331,4,60,0.018949508666992188,41,76,35,41,76,35,0.0,False
37,96372106,6,10637332,4,60,0.9025852680206299,55,101,46,55,101,46,0.0,False
38,96372106,6,10637333,4,60,11.292844772338867,71,109,38,71,109,38,0.0,False
39,96372106,6,10637334,4,60,0.15358877182006836,72,115,43,72,115,43,0.0,False
40,96372106,6,10637335,4,60,0.11170101165771484,36,66,30,36,66,30,0.0,False
41,96372106,6,10637336,4,60,-1,-1,-1,-1,-1,-1,-1,0.0,False
42,96372106,6,10637337,4,60,0.3750436305999756,46,87,41,46,87,41,0.0,False
43,96372106,6,10637338,4,60,2.750641345977783,69,121,52,69,121,52,0.0,False
44,96372106,6,10637339,4,60,48.909199476242065,75,127,52,75,127,52,0.0,False
45,96372106,6,10637340,4,60,0.3041872978210449,66,102,36,66,102,36,0.0,False
46,96372106,6,10637341,4,60,0.28822970390319824,67,129,62,67,129,62,0.0,False
47,96372106,6,10637342,4,60,0.25032997131347656,56,93,37,56,93,37,0.0,False
48,96372106,6,10637343,4,60,7.731351852416992,68,100,32,68,100,32,0.0,False
49,96372106,6,10637344,4,60,9.291200637817383,64,105,41,64,105,41,0.0,False
50,96372106,6,10637345,4,60,36.49738812446594,99,156,57,99,156,57,0.0,False
