Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,6,10637296,2,60,0.01414799690246582,44,65,21,56,53,56,3,56,0.5,False
2,96372106,6,10637297,2,60,0.9208145141601562,43,63,20,51,51,51,0,51,0.5,False
3,96372106,6,10637298,2,60,0.5977673530578613,50,72,22,57,57,57,0,57,0.5,False
4,96372106,6,10637299,2,60,0.42816662788391113,56,81,25,70,69,71,2,69,0.5,False
5,96372106,6,10637300,2,60,53.16129112243652,68,96,28,88,85,88,3,87,0.5,False
6,96372106,6,10637301,2,60,0.06972408294677734,41,62,21,48,47,49,2,48,0.5,False
7,96372106,6,10637302,2,60,0.38088274002075195,67,93,26,80,78,81,3,79,0.5,False
8,96372106,6,10637303,2,60,0.004269599914550781,33,59,26,51,50,52,2,51,0.5,False
9,96372106,6,10637304,2,60,0.047363996505737305,43,63,20,53,51,57,6,53,0.5,False
10,96372106,6,10637305,2,60,0.18693780899047852,50,71,21,63,62,64,2,63,0.5,False
11,96372106,6,10637306,2,60,0.28488612174987793,52,78,26,66,64,66,2,66,0.5,False
12,96372106,6,10637307,2,60,1.3926656246185303,61,88,27,76,70,76,6,74,0.5,False
13,96372106,6,10637308,2,60,0.5532310009002686,52,80,28,64,58,65,7,62,0.5,False
14,96372106,6,10637309,2,60,0.06213665008544922,45,61,16,54,51,54,3,54,0.5,False
15,96372106,6,10637310,2,60,5.4625465869903564,65,96,31,79,74,79,5,76,0.5,False
16,96372106,6,10637311,2,60,0.007994413375854492,47,75,28,61,59,64,5,61,0.5,False
17,96372106,6,10637312,2,60,0.044249773025512695,35,60,25,45,44,48,4,45,0.5,False
18,96372106,6,10637313,2,60,1.8792378902435303,52,78,26,67,66,69,3,67,0.5,False
19,96372106,6,10637314,2,60,1.1749839782714844,59,83,24,68,67,68,1,67,0.5,False
20,96372106,6,10637315,2,60,0.06631588935852051,53,91,38,67,61,71,10,67,0.5,False
21,96372106,6,10637316,2,60,2.114359140396118,65,92,27,75,74,76,2,75,0.5,False
22,96372106,6,10637317,2,60,0.015276193618774414,46,68,22,57,57,58,1,57,0.5,False
23,96372106,6,10637318,2,60,0.011733770370483398,33,51,18,42,41,43,2,42,0.5,False
24,96372106,6,10637319,2,60,5.054958343505859,59,93,34,75,73,76,3,74,0.5,False
25,96372106,6,10637320,2,60,0.02380514144897461,34,53,19,42,40,45,5,42,0.5,False
26,96372106,6,10637321,2,60,0.035349130630493164,39,58,19,49,43,49,6,48,0.5,False
27,96372106,6,10637322,2,60,0.10481142997741699,42,67,25,53,51,52,1,52,0.5,False
28,96372106,6,10637323,2,60,0.1876835823059082,44,70,26,59,57,59,2,59,0.5,False
29,96372106,6,10637324,2,60,0.06912636756896973,40,58,18,47,45,48,3,47,0.5,False
30,96372106,6,10637325,2,60,0.027744054794311523,41,63,22,50,50,52,2,50,0.5,False
31,96372106,6,10637326,2,60,0.6743545532226562,58,87,29,78,75,79,4,78,0.5,False
32,96372106,6,10637327,2,60,0.01939225196838379,47,75,28,60,54,61,7,59,0.5,False
33,96372106,6,10637328,2,60,0.051996469497680664,57,82,25,67,67,72,5,67,0.5,False
34,96372106,6,10637329,2,60,0.06755971908569336,54,76,22,67,61,69,8,67,0.5,False
35,96372106,6,10637330,2,60,0.014330863952636719,40,69,29,49,48,53,5,49,0.5,False
36,96372106,6,10637331,2,60,0.1542510986328125,33,53,20,37,36,43,7,37,0.5,False
37,96372106,6,10637332,2,60,0.15871953964233398,40,59,19,47,45,47,2,46,0.5,False
38,96372106,6,10637333,2,60,3.6289141178131104,52,69,17,61,59,62,3,61,0.5,False
39,96372106,6,10637334,2,60,0.015919208526611328,50,75,25,63,59,65,6,63,0.5,False
40,96372106,6,10637335,2,60,0.007180929183959961,27,39,12,31,31,32,1,31,0.5,False
41,96372106,6,10637336,2,60,0.12451720237731934,64,101,37,82,76,85,9,82,0.5,False
42,96372106,6,10637337,2,60,0.04063153266906738,38,55,17,44,42,47,5,44,0.5,False
43,96372106,6,10637338,2,60,0.22170090675354004,52,74,22,64,64,64,0,64,0.5,False
44,96372106,6,10637339,2,60,20.23996925354004,53,81,28,68,66,69,3,68,0.5,False
45,96372106,6,10637340,2,60,0.07069706916809082,41,68,27,53,52,55,3,53,0.5,False
46,96372106,6,10637341,2,60,0.016989469528198242,39,65,26,55,50,57,7,55,0.5,False
47,96372106,6,10637342,2,60,0.056243896484375,40,61,21,47,46,50,4,47,0.5,False
48,96372106,6,10637343,2,60,0.011889457702636719,36,57,21,43,43,46,3,43,0.5,False
49,96372106,6,10637344,2,60,0.5280313491821289,42,65,23,49,49,53,4,49,0.5,False
50,96372106,6,10637345,2,60,0.0907585620880127,59,95,36,76,76,77,1,76,0.5,False
