Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,4,10637296,4,60,0.057539939880371094,47,80,33,63,63,0,1.0,False
2,96372106,4,10637297,4,60,0.008980035781860352,34,51,17,42,42,0,1.0,False
3,96372106,4,10637298,4,60,0.28197264671325684,50,94,44,71,71,0,1.0,False
4,96372106,4,10637299,4,60,0.0319521427154541,41,86,45,67,67,0,1.0,False
5,96372106,4,10637300,4,60,2.1618399620056152,65,102,37,81,81,0,1.0,False
6,96372106,4,10637301,4,60,0.08276700973510742,51,84,33,67,67,0,1.0,False
7,96372106,4,10637302,4,60,2.2277753353118896,56,110,54,85,85,0,1.0,False
8,96372106,4,10637303,4,60,0.0069561004638671875,38,72,34,63,63,0,1.0,False
9,96372106,4,10637304,4,60,0.013978958129882812,34,65,31,43,43,0,1.0,False
10,96372106,4,10637305,4,60,1.526822566986084,52,90,38,67,67,0,1.0,False
11,96372106,4,10637306,4,60,0.022937297821044922,28,61,33,41,41,0,1.0,False
12,96372106,4,10637307,4,60,0.0799403190612793,55,99,44,80,80,0,1.0,False
13,96372106,4,10637308,4,60,0.3464505672454834,53,96,43,70,70,0,1.0,False
14,96372106,4,10637309,4,60,5.452103853225708,53,83,30,65,65,0,1.0,False
15,96372106,4,10637310,4,60,42.668829679489136,68,111,43,81,81,0,1.0,False
16,96372106,4,10637311,4,60,0.03713393211364746,39,82,43,64,64,0,1.0,False
17,96372106,4,10637312,4,60,0.01808333396911621,40,69,29,51,51,0,1.0,False
18,96372106,4,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
19,96372106,4,10637314,4,60,17.696101188659668,55,91,36,68,68,0,1.0,False
20,96372106,4,10637315,4,60,0.0539698600769043,46,84,38,70,70,0,1.0,False
21,96372106,4,10637316,4,60,5.78116774559021,51,89,38,72,72,0,1.0,False
22,96372106,4,10637317,4,60,0.042847633361816406,34,71,37,53,53,0,1.0,False
23,96372106,4,10637318,4,60,0.8598341941833496,46,89,43,57,57,0,1.0,False
24,96372106,4,10637319,4,60,0.8573002815246582,54,86,32,69,69,0,1.0,False
25,96372106,4,10637320,4,60,0.025996685028076172,32,60,28,43,43,0,1.0,False
26,96372106,4,10637321,4,60,0.004987955093383789,31,65,34,53,53,0,1.0,False
27,96372106,4,10637322,4,60,0.1912081241607666,34,70,36,49,49,0,1.0,False
28,96372106,4,10637323,4,60,0.8681309223175049,51,84,33,64,64,0,1.0,False
29,96372106,4,10637324,4,60,0.009975671768188477,35,67,32,52,52,0,1.0,False
30,96372106,4,10637325,4,60,0.1068873405456543,35,60,25,46,46,0,1.0,False
31,96372106,4,10637326,4,60,0.2960829734802246,56,88,32,75,75,0,1.0,False
32,96372106,4,10637327,4,60,0.18065524101257324,47,77,30,67,67,0,1.0,False
33,96372106,4,10637328,4,60,0.05095529556274414,50,96,46,75,75,0,1.0,False
34,96372106,4,10637329,4,60,0.007977962493896484,41,70,29,57,57,0,1.0,False
35,96372106,4,10637330,4,60,0.010017633438110352,31,58,27,40,40,0,1.0,False
36,96372106,4,10637331,4,60,0.01698923110961914,31,58,27,45,45,0,1.0,False
37,96372106,4,10637332,4,60,0.17502284049987793,29,58,29,41,41,0,1.0,False
38,96372106,4,10637333,4,60,0.01501607894897461,41,66,25,54,54,0,1.0,False
39,96372106,4,10637334,4,60,0.006035566329956055,33,71,38,48,48,0,1.0,False
40,96372106,4,10637335,4,60,0.0029892921447753906,19,33,14,28,28,0,1.0,False
41,96372106,4,10637336,4,60,3.1891729831695557,67,112,45,96,96,0,1.0,False
42,96372106,4,10637337,4,60,0.1629946231842041,35,64,29,49,49,0,1.0,False
43,96372106,4,10637338,4,60,0.05084729194641113,45,91,46,70,70,0,1.0,False
44,96372106,4,10637339,4,60,2.170464038848877,40,63,23,56,56,0,1.0,False
45,96372106,4,10637340,4,60,0.04098391532897949,44,82,38,64,64,0,1.0,False
46,96372106,4,10637341,4,60,0.004988193511962891,34,65,31,51,51,0,1.0,False
47,96372106,4,10637342,4,60,0.20992016792297363,35,62,27,52,52,0,1.0,False
48,96372106,4,10637343,4,60,0.013128042221069336,33,60,27,49,49,0,1.0,False
49,96372106,4,10637344,4,60,7.090474843978882,44,77,33,62,62,0,1.0,False
50,96372106,4,10637345,4,60,0.0753791332244873,55,100,45,81,81,0,1.0,False
