Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,10,10637296,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
2,96372106,10,10637297,2,60,3.9125678539276123,87,121,34,95,106,11,0.25,True
3,96372106,10,10637298,2,60,9.07973861694336,89,121,32,98,103,5,0.25,True
4,96372106,10,10637299,2,60,43.834763050079346,95,129,34,108,113,5,0.25,True
5,96372106,10,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
6,96372106,10,10637301,2,60,23.13311004638672,69,103,34,78,93,15,0.25,True
7,96372106,10,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
8,96372106,10,10637303,2,60,0.17952728271484375,67,104,37,78,93,15,0.25,True
9,96372106,10,10637304,2,60,0.13161730766296387,61,87,26,68,73,5,0.25,True
10,96372106,10,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
11,96372106,10,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
12,96372106,10,10637307,2,60,44.42617321014404,95,130,35,99,122,23,0.25,True
13,96372106,10,10637308,2,60,35.775294065475464,95,140,45,106,123,17,0.25,True
14,96372106,10,10637309,2,60,0.8776259422302246,95,126,31,101,108,7,0.25,True
15,96372106,10,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
16,96372106,10,10637311,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
17,96372106,10,10637312,2,60,7.072115659713745,67,95,28,78,87,9,0.25,True
18,96372106,10,10637313,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
19,96372106,10,10637314,2,60,43.0618200302124,94,130,36,102,120,18,0.25,True
20,96372106,10,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
21,96372106,10,10637316,2,60,28.673253774642944,91,127,36,95,114,19,0.25,True
22,96372106,10,10637317,2,60,0.3530910015106201,87,126,39,98,108,10,0.25,True
23,96372106,10,10637318,2,60,0.0957338809967041,68,106,38,87,100,13,0.25,True
24,96372106,10,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
25,96372106,10,10637320,2,60,0.9454660415649414,71,106,35,74,87,13,0.25,True
26,96372106,10,10637321,2,60,5.419518947601318,78,113,35,89,102,13,0.25,True
27,96372106,10,10637322,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
28,96372106,10,10637323,2,60,9.175477504730225,88,124,36,101,115,14,0.25,True
29,96372106,10,10637324,2,60,1.1838302612304688,71,95,24,82,88,6,0.25,True
30,96372106,10,10637325,2,60,10.654530048370361,78,112,34,88,101,13,0.25,True
31,96372106,10,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
32,96372106,10,10637327,2,60,0.24534201622009277,69,106,37,76,92,16,0.25,True
33,96372106,10,10637328,2,60,1.9448521137237549,82,112,30,93,106,13,0.25,True
34,96372106,10,10637329,2,60,0.291229248046875,80,117,37,92,111,19,0.25,True
35,96372106,10,10637330,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
36,96372106,10,10637331,2,60,3.9165568351745605,74,103,29,76,99,23,0.25,True
37,96372106,10,10637332,2,60,1.1579186916351318,66,89,23,68,79,11,0.25,True
38,96372106,10,10637333,2,60,14.866220712661743,82,116,34,89,105,16,0.25,True
39,96372106,10,10637334,2,60,0.3281257152557373,88,123,35,96,112,16,0.25,True
40,96372106,10,10637335,2,60,0.8527252674102783,75,106,31,87,98,11,0.25,True
41,96372106,10,10637336,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
42,96372106,10,10637337,2,60,0.29022932052612305,66,94,28,77,84,7,0.25,True
43,96372106,10,10637338,2,60,7.414158582687378,83,116,33,93,106,13,0.25,True
44,96372106,10,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
45,96372106,10,10637340,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
46,96372106,10,10637341,2,60,1.3953216075897217,68,99,31,77,93,16,0.25,True
47,96372106,10,10637342,2,60,0.9514334201812744,79,125,46,86,106,20,0.25,True
48,96372106,10,10637343,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
49,96372106,10,10637344,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
50,96372106,10,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,0.25,True
