Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,3,10637296,1,6000,0.01402735710144043,24,37,13,31,31,31,0,31,0.75,True
2,96372106,3,10637297,1,6000,0.005983591079711914,16,19,3,17,17,17,0,17,0.75,True
3,96372106,3,10637298,1,6000,0.017949581146240234,27,31,4,29,28,29,1,29,0.75,True
4,96372106,3,10637299,1,6000,0.030916929244995117,24,35,11,30,29,29,0,29,0.75,True
5,96372106,3,10637300,1,6000,0.014960289001464844,23,31,8,26,25,25,0,25,0.75,True
6,96372106,3,10637301,1,6000,0.026928186416625977,24,38,14,34,33,33,0,33,0.75,True
7,96372106,3,10637302,1,6000,0.02948760986328125,25,38,13,34,33,34,1,34,0.75,True
8,96372106,3,10637303,1,6000,0.003989219665527344,14,20,6,15,15,15,0,15,0.75,True
9,96372106,3,10637304,1,6000,0.026927471160888672,20,27,7,25,24,24,0,24,0.75,True
10,96372106,3,10637305,1,6000,0.02693629264831543,22,29,7,25,25,26,1,25,0.75,True
11,96372106,3,10637306,1,6000,0.003989219665527344,9,18,9,14,14,14,0,14,0.75,True
12,96372106,3,10637307,1,6000,0.014959573745727539,21,30,9,26,26,26,0,26,0.75,True
13,96372106,3,10637308,1,6000,0.01196742057800293,20,29,9,22,22,22,0,22,0.75,True
14,96372106,3,10637309,1,6000,0.021846532821655273,19,28,9,20,22,22,0,22,0.75,True
15,96372106,3,10637310,1,6000,0.01293182373046875,24,37,13,32,32,32,0,32,0.75,True
16,96372106,3,10637311,1,6000,0.0050203800201416016,18,23,5,22,21,22,1,22,0.75,True
17,96372106,3,10637312,1,6000,0.004986286163330078,16,21,5,18,18,18,0,18,0.75,True
18,96372106,3,10637313,1,6000,0.0516047477722168,26,33,7,31,30,31,1,30,0.75,True
19,96372106,3,10637314,1,6000,0.07567620277404785,24,28,4,27,23,24,1,24,0.75,True
20,96372106,3,10637315,1,6000,0.008975982666015625,15,21,6,17,17,17,0,17,0.75,True
21,96372106,3,10637316,1,6000,0.00997304916381836,21,33,12,25,24,25,1,25,0.75,True
22,96372106,3,10637317,1,6000,0.013962507247924805,22,31,9,28,28,28,0,28,0.75,True
23,96372106,3,10637318,1,6000,0.004987001419067383,15,22,7,19,19,19,0,19,0.75,True
24,96372106,3,10637319,1,6000,0.005983829498291016,19,27,8,24,24,25,1,24,0.75,True
25,96372106,3,10637320,1,6000,0.003989219665527344,12,16,4,14,14,15,1,14,0.75,True
26,96372106,3,10637321,1,6000,0.003996133804321289,17,21,4,20,20,20,0,20,0.75,True
27,96372106,3,10637322,1,6000,0.005984306335449219,14,18,4,15,15,15,0,15,0.75,True
28,96372106,3,10637323,1,6000,0.013965845108032227,21,28,7,24,24,24,0,24,0.75,True
29,96372106,3,10637324,1,6000,0.0039958953857421875,13,16,3,14,14,14,0,14,0.75,True
30,96372106,3,10637325,1,6000,0.008975982666015625,14,21,7,18,18,18,0,18,0.75,True
31,96372106,3,10637326,1,6000,0.09230828285217285,24,33,9,28,26,27,1,27,0.75,True
32,96372106,3,10637327,1,6000,0.01296544075012207,19,26,7,23,23,23,0,23,0.75,True
33,96372106,3,10637328,1,6000,0.008975982666015625,20,27,7,25,24,24,0,24,0.75,True
34,96372106,3,10637329,1,6000,0.005984306335449219,17,27,10,20,20,20,0,20,0.75,True
35,96372106,3,10637330,1,6000,0.0009975433349609375,10,11,1,10,10,10,0,10,0.75,True
36,96372106,3,10637331,1,6000,0.005984306335449219,18,26,8,20,20,20,0,20,0.75,True
37,96372106,3,10637332,1,6000,0.0029921531677246094,12,16,4,14,14,14,0,14,0.75,True
38,96372106,3,10637333,1,6000,0.007977724075317383,18,25,7,24,24,24,0,24,0.75,True
39,96372106,3,10637334,1,6000,0.004986763000488281,16,25,9,17,17,17,0,17,0.75,True
40,96372106,3,10637335,1,6000,0.002071380615234375,5,7,2,6,6,6,0,6,0.75,True
41,96372106,3,10637336,1,6000,0.010970830917358398,24,32,8,30,30,30,0,30,0.75,True
42,96372106,3,10637337,1,6000,0.015957355499267578,19,29,10,24,23,25,2,24,0.75,True
43,96372106,3,10637338,1,6000,0.021941184997558594,26,35,9,31,34,34,0,34,0.75,True
44,96372106,3,10637339,1,6000,0.05180549621582031,18,24,6,22,22,23,1,22,0.75,True
45,96372106,3,10637340,1,6000,0.00498652458190918,16,24,8,21,21,21,0,21,0.75,True
46,96372106,3,10637341,1,6000,0.004987001419067383,15,24,9,22,21,22,1,22,0.75,True
47,96372106,3,10637342,1,6000,0.008975744247436523,18,20,2,19,19,19,0,19,0.75,True
48,96372106,3,10637343,1,6000,0.003989219665527344,14,20,6,19,18,19,1,19,0.75,True
49,96372106,3,10637344,1,6000,0.016915321350097656,15,23,8,19,19,19,0,19,0.75,True
50,96372106,3,10637345,1,6000,0.011968612670898438,26,37,11,32,32,32,0,32,0.75,True
