Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,10,10637296,0,60,0.08429503440856934,53,53,0,53,53,0,0.0,True
2,96372106,10,10637297,0,60,0.04151272773742676,57,57,0,57,57,0,0.0,True
3,96372106,10,10637298,0,60,0.02541184425354004,57,57,0,57,57,0,0.0,True
4,96372106,10,10637299,0,60,0.025363683700561523,62,62,0,62,62,0,0.0,True
5,96372106,10,10637300,0,60,0.16854429244995117,66,66,0,66,66,0,0.0,True
6,96372106,10,10637301,0,60,0.06116151809692383,48,48,0,48,48,0,0.0,True
7,96372106,10,10637302,0,60,0.043230533599853516,71,71,0,71,71,0,0.0,True
8,96372106,10,10637303,0,60,0.03874540328979492,50,50,0,50,50,0,0.0,True
9,96372106,10,10637304,0,60,0.027910470962524414,41,41,0,41,41,0,0.0,True
10,96372106,10,10637305,0,60,0.08371496200561523,59,59,0,59,59,0,0.0,True
11,96372106,10,10637306,0,60,0.07380867004394531,58,58,0,58,58,0,0.0,True
12,96372106,10,10637307,0,60,0.05638480186462402,57,57,0,57,57,0,0.0,True
13,96372106,10,10637308,0,60,0.053460121154785156,64,64,0,64,64,0,0.0,True
14,96372106,10,10637309,0,60,0.03941178321838379,60,60,0,60,60,0,0.0,True
15,96372106,10,10637310,0,60,0.07198047637939453,63,63,0,63,63,0,0.0,True
16,96372106,10,10637311,0,60,0.03866171836853027,58,58,0,58,58,0,0.0,True
17,96372106,10,10637312,0,60,0.10763788223266602,46,46,0,46,46,0,0.0,True
18,96372106,10,10637313,0,60,0.14847707748413086,64,64,0,64,64,0,0.0,True
19,96372106,10,10637314,0,60,3.5564258098602295,60,60,0,60,60,0,0.0,True
20,96372106,10,10637315,0,60,0.17847347259521484,70,70,0,70,70,0,0.0,True
21,96372106,10,10637316,0,60,0.059660911560058594,59,59,0,59,59,0,0.0,True
22,96372106,10,10637317,0,60,0.04363560676574707,61,61,0,61,61,0,0.0,True
23,96372106,10,10637318,0,60,0.01856708526611328,49,49,0,49,49,0,0.0,True
24,96372106,10,10637319,0,60,0.2548673152923584,59,59,0,59,59,0,0.0,True
25,96372106,10,10637320,0,60,0.027657508850097656,49,49,0,49,49,0,0.0,True
26,96372106,10,10637321,0,60,0.07677960395812988,52,52,0,52,52,0,0.0,True
27,96372106,10,10637322,0,60,0.12463831901550293,58,58,0,58,58,0,0.0,True
28,96372106,10,10637323,0,60,9.043145656585693,67,67,0,67,67,0,0.0,True
29,96372106,10,10637324,0,60,0.029509305953979492,45,45,0,45,45,0,0.0,True
30,96372106,10,10637325,0,60,0.1796855926513672,49,49,0,49,49,0,0.0,True
31,96372106,10,10637326,0,60,0.04851889610290527,57,57,0,57,57,0,0.0,True
32,96372106,10,10637327,0,60,0.010789155960083008,51,51,0,51,51,0,0.0,True
33,96372106,10,10637328,0,60,2.6811437606811523,54,54,0,54,54,0,0.0,True
34,96372106,10,10637329,0,60,0.07150053977966309,55,55,0,55,55,0,0.0,True
35,96372106,10,10637330,0,60,0.38475537300109863,63,63,0,63,63,0,0.0,True
36,96372106,10,10637331,0,60,0.04186749458312988,47,47,0,47,47,0,0.0,True
37,96372106,10,10637332,0,60,0.031070947647094727,44,44,0,44,44,0,0.0,True
38,96372106,10,10637333,0,60,0.05053567886352539,53,53,0,53,53,0,0.0,True
39,96372106,10,10637334,0,60,0.09799504280090332,59,59,0,59,59,0,0.0,True
40,96372106,10,10637335,0,60,0.04957008361816406,48,48,0,48,48,0,0.0,True
41,96372106,10,10637336,0,60,0.08302426338195801,72,72,0,72,72,0,0.0,True
42,96372106,10,10637337,0,60,0.05011272430419922,47,47,0,47,47,0,0.0,True
43,96372106,10,10637338,0,60,0.03932666778564453,59,59,0,59,59,0,0.0,True
44,96372106,10,10637339,0,60,0.11829376220703125,67,67,0,67,67,0,0.0,True
45,96372106,10,10637340,0,60,0.5309150218963623,54,54,0,54,54,0,0.0,True
46,96372106,10,10637341,0,60,0.03988003730773926,50,50,0,50,50,0,0.0,True
47,96372106,10,10637342,0,60,0.6388475894927979,57,57,0,57,57,0,0.0,True
48,96372106,10,10637343,0,60,0.03424859046936035,52,52,0,52,52,0,0.0,True
49,96372106,10,10637344,0,60,0.10354065895080566,55,55,0,55,55,0,0.0,True
50,96372106,10,10637345,0,60,0.04133009910583496,66,66,0,66,66,0,0.0,True
