Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,9,10637296,4,60,7.223651885986328,99,144,45,123,118,123,5,120,0.75,False
2,96372106,9,10637297,4,60,40.422874212265015,112,183,71,150,142,142,0,142,0.75,False
3,96372106,9,10637298,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
4,96372106,9,10637299,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
5,96372106,9,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
6,96372106,9,10637301,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
7,96372106,9,10637302,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
8,96372106,9,10637303,4,60,1.269639015197754,96,153,57,119,118,120,2,119,0.75,False
9,96372106,9,10637304,4,60,0.41489148139953613,78,139,61,100,98,99,1,98,0.75,False
10,96372106,9,10637305,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
11,96372106,9,10637306,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
12,96372106,9,10637307,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
13,96372106,9,10637308,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
14,96372106,9,10637309,4,60,58.55632400512695,116,181,65,148,148,148,0,148,0.75,False
15,96372106,9,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
16,96372106,9,10637311,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
17,96372106,9,10637312,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
18,96372106,9,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
19,96372106,9,10637314,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
20,96372106,9,10637315,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
21,96372106,9,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
22,96372106,9,10637317,4,60,1.1259808540344238,107,183,76,145,142,147,5,144,0.75,False
23,96372106,9,10637318,4,60,4.706444978713989,97,145,48,116,115,118,3,116,0.75,False
24,96372106,9,10637319,4,60,48.626914739608765,123,189,66,154,152,157,5,154,0.75,False
25,96372106,9,10637320,4,60,15.529428720474243,96,154,58,120,114,120,6,118,0.75,False
26,96372106,9,10637321,4,60,10.873880863189697,95,159,64,125,122,127,5,125,0.75,False
27,96372106,9,10637322,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
28,96372106,9,10637323,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
29,96372106,9,10637324,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
30,96372106,9,10637325,4,60,24.590219497680664,101,162,61,122,121,121,0,121,0.75,False
31,96372106,9,10637326,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
32,96372106,9,10637327,4,60,3.4397969245910645,92,143,51,116,112,118,6,115,0.75,False
33,96372106,9,10637328,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
34,96372106,9,10637329,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
35,96372106,9,10637330,4,60,3.538569450378418,113,168,55,145,142,142,0,142,0.75,False
36,96372106,9,10637331,4,60,1.2366530895233154,83,137,54,106,103,110,7,106,0.75,False
37,96372106,9,10637332,4,60,52.89046049118042,88,140,52,114,111,111,0,111,0.75,False
38,96372106,9,10637333,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
39,96372106,9,10637334,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
40,96372106,9,10637335,4,60,21.645074605941772,96,156,60,123,123,123,0,123,0.75,False
41,96372106,9,10637336,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
42,96372106,9,10637337,4,60,2.1213598251342773,73,126,53,100,98,98,0,98,0.75,False
43,96372106,9,10637338,4,60,11.395477056503296,103,160,57,138,132,138,6,136,0.75,False
44,96372106,9,10637339,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
45,96372106,9,10637340,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
46,96372106,9,10637341,4,60,0.5644900798797607,93,167,74,130,126,130,4,129,0.75,False
47,96372106,9,10637342,4,60,13.420094013214111,113,176,63,142,139,140,1,140,0.75,False
48,96372106,9,10637343,4,60,48.732622146606445,97,150,53,120,115,115,0,115,0.75,False
49,96372106,9,10637344,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,False
50,96372106,9,10637345,4,60,53.00615406036377,140,212,72,184,178,182,4,179,0.75,False
