Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,9,10637296,2,60,35.423306941986084,60,95,35,83,80,80,0,80,0.75,True
2,96372106,9,10637297,2,60,3.637444257736206,80,110,30,96,93,93,0,93,0.75,True
3,96372106,9,10637298,2,60,10.915180206298828,77,104,27,91,86,88,2,88,0.75,True
4,96372106,9,10637299,2,60,6.740606784820557,85,114,29,97,95,95,0,95,0.75,True
5,96372106,9,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
6,96372106,9,10637301,2,60,45.8416051864624,61,90,29,72,71,71,0,71,0.75,True
7,96372106,9,10637302,2,60,20.690364122390747,92,128,36,112,109,112,3,109,0.75,True
8,96372106,9,10637303,2,60,0.11591672897338867,57,95,38,77,74,78,4,76,0.75,True
9,96372106,9,10637304,2,60,0.0875246524810791,57,80,23,66,65,65,0,65,0.75,True
10,96372106,9,10637305,2,60,18.531485557556152,84,117,33,100,99,99,0,99,0.75,True
11,96372106,9,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
12,96372106,9,10637307,2,60,35.36808514595032,85,119,34,102,102,102,0,102,0.75,True
13,96372106,9,10637308,2,60,34.48552632331848,88,127,39,109,103,103,0,103,0.75,True
14,96372106,9,10637309,2,60,0.4428863525390625,80,104,24,91,90,90,0,90,0.75,True
15,96372106,9,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
16,96372106,9,10637311,2,60,1.686267375946045,74,106,32,89,84,86,2,86,0.75,True
17,96372106,9,10637312,2,60,5.079632043838501,63,88,25,78,75,77,2,76,0.75,True
18,96372106,9,10637313,2,60,1.947145938873291,82,117,35,103,98,99,1,98,0.75,True
19,96372106,9,10637314,2,60,2.021789073944092,89,124,35,108,105,111,6,110,0.75,True
20,96372106,9,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
21,96372106,9,10637316,2,60,9.68219804763794,82,116,34,101,100,101,1,101,0.75,True
22,96372106,9,10637317,2,60,0.11807584762573242,76,111,35,96,99,102,3,100,0.75,True
23,96372106,9,10637318,2,60,0.04381966590881348,58,90,32,72,73,76,3,73,0.75,True
24,96372106,9,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
25,96372106,9,10637320,2,60,0.11136031150817871,57,88,31,68,66,68,2,67,0.75,True
26,96372106,9,10637321,2,60,0.6251707077026367,67,99,32,83,80,81,1,80,0.75,True
27,96372106,9,10637322,2,60,50.46708130836487,79,108,29,93,84,88,4,88,0.75,True
28,96372106,9,10637323,2,60,1.8577797412872314,85,112,27,101,96,99,3,97,0.75,True
29,96372106,9,10637324,2,60,0.9020044803619385,59,82,23,73,65,67,2,65,0.75,True
30,96372106,9,10637325,2,60,9.62215518951416,78,106,28,87,83,83,0,83,0.75,True
31,96372106,9,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
32,96372106,9,10637327,2,60,0.04105830192565918,58,94,36,74,70,70,0,70,0.75,True
33,96372106,9,10637328,2,60,0.3533494472503662,71,100,29,83,82,83,1,82,0.75,True
34,96372106,9,10637329,2,60,0.4644734859466553,77,112,35,94,92,96,4,94,0.75,True
35,96372106,9,10637330,2,60,0.5032382011413574,76,113,37,97,97,98,1,98,0.75,True
36,96372106,9,10637331,2,60,1.0112392902374268,62,92,30,79,80,82,2,81,0.75,True
37,96372106,9,10637332,2,60,0.3559846878051758,55,75,20,62,59,59,0,59,0.75,True
38,96372106,9,10637333,2,60,9.424352884292603,74,104,30,88,90,95,5,92,0.75,True
39,96372106,9,10637334,2,60,0.28445005416870117,75,103,28,92,91,94,3,92,0.75,True
40,96372106,9,10637335,2,60,1.143413782119751,68,100,32,81,81,82,1,82,0.75,True
41,96372106,9,10637336,2,60,50.24125909805298,103,137,34,120,118,118,0,118,0.75,True
42,96372106,9,10637337,2,60,0.19296026229858398,55,77,22,67,68,68,0,68,0.75,True
43,96372106,9,10637338,2,60,29.89788579940796,67,96,29,82,83,84,1,83,0.75,True
44,96372106,9,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
45,96372106,9,10637340,2,60,23.48304510116577,66,98,32,83,81,84,3,84,0.75,True
46,96372106,9,10637341,2,60,0.1766057014465332,60,93,33,75,73,76,3,75,0.75,True
47,96372106,9,10637342,2,60,0.7602181434631348,72,115,43,95,96,98,2,97,0.75,True
48,96372106,9,10637343,2,60,53.223262548446655,57,94,37,76,77,79,2,79,0.75,True
49,96372106,9,10637344,2,60,6.627669334411621,68,101,33,84,83,85,2,85,0.75,True
50,96372106,9,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,True
