Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,4,60,0.3881957530975342,61,106,45,75,73,78,5,75,0.25,uniform,False
2,96372106,5,10637297,4,60,0.032301902770996094,44,74,30,58,54,65,11,58,0.25,uniform,False
3,96372106,5,10637298,4,60,0.9511041641235352,59,114,55,87,84,92,8,87,0.25,uniform,False
4,96372106,5,10637299,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
5,96372106,5,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
6,96372106,5,10637301,4,60,0.23934268951416016,54,90,36,73,67,74,7,73,0.25,uniform,False
7,96372106,5,10637302,4,60,15.18954586982727,90,139,49,116,103,129,26,114,0.25,uniform,False
8,96372106,5,10637303,4,60,0.03951096534729004,50,90,40,69,59,84,25,69,0.25,uniform,False
9,96372106,5,10637304,4,60,0.9707903861999512,52,87,35,76,63,83,20,76,0.25,uniform,False
10,96372106,5,10637305,4,60,26.3947274684906,64,107,43,85,83,84,1,84,0.25,uniform,False
11,96372106,5,10637306,4,60,0.40109968185424805,47,99,52,72,66,73,7,72,0.25,uniform,False
12,96372106,5,10637307,4,60,0.26633119583129883,57,102,45,78,68,90,22,78,0.25,uniform,False
13,96372106,5,10637308,4,60,1.3747482299804688,62,110,48,83,65,98,33,83,0.25,uniform,False
14,96372106,5,10637309,4,60,39.447017431259155,63,99,36,74,68,89,21,74,0.25,uniform,False
15,96372106,5,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
16,96372106,5,10637311,4,60,0.25040459632873535,54,99,45,83,71,91,20,83,0.25,uniform,False
17,96372106,5,10637312,4,60,8.492711305618286,49,74,25,63,53,72,19,63,0.25,uniform,False
18,96372106,5,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
19,96372106,5,10637314,4,60,55.39500641822815,61,91,30,78,77,79,2,78,0.25,uniform,False
20,96372106,5,10637315,4,60,1.0584635734558105,67,110,43,92,80,103,23,91,0.25,uniform,False
21,96372106,5,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
22,96372106,5,10637317,4,60,0.2013096809387207,43,91,48,73,68,73,5,73,0.25,uniform,False
23,96372106,5,10637318,4,60,2.5972518920898438,51,101,50,75,55,89,34,72,0.25,uniform,False
24,96372106,5,10637319,4,60,25.06914758682251,72,112,40,94,84,101,17,94,0.25,uniform,False
25,96372106,5,10637320,4,60,0.08644914627075195,46,84,38,62,54,74,20,62,0.25,uniform,False
26,96372106,5,10637321,4,60,0.04646134376525879,38,80,42,55,50,67,17,55,0.25,uniform,False
27,96372106,5,10637322,4,60,2.525425910949707,62,97,35,80,70,82,12,79,0.25,uniform,False
28,96372106,5,10637323,4,60,38.04650139808655,64,103,39,82,77,88,11,82,0.25,uniform,False
29,96372106,5,10637324,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
30,96372106,5,10637325,4,60,0.3943164348602295,42,75,33,55,47,64,17,55,0.25,uniform,False
31,96372106,5,10637326,4,60,1.0017375946044922,65,98,33,84,70,93,23,84,0.25,uniform,False
32,96372106,5,10637327,4,60,3.833174705505371,59,100,41,84,78,87,9,84,0.25,uniform,False
33,96372106,5,10637328,4,60,0.36185669898986816,65,100,35,81,79,82,3,80,0.25,uniform,False
34,96372106,5,10637329,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
35,96372106,5,10637330,4,60,0.03214740753173828,40,80,40,67,52,72,20,67,0.25,uniform,False
36,96372106,5,10637331,4,60,0.05492687225341797,35,63,28,48,41,53,12,48,0.25,uniform,False
37,96372106,5,10637332,4,60,0.5468752384185791,42,80,38,53,46,72,26,53,0.25,uniform,False
38,96372106,5,10637333,4,60,1.202378749847412,52,91,39,70,54,76,22,69,0.25,uniform,False
39,96372106,5,10637334,4,60,0.0625615119934082,48,86,38,65,57,79,22,65,0.25,uniform,False
40,96372106,5,10637335,4,60,0.007366180419921875,23,45,22,38,28,43,15,38,0.25,uniform,False
41,96372106,5,10637336,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
42,96372106,5,10637337,4,60,1.1455078125,41,76,35,60,49,75,26,60,0.25,uniform,False
43,96372106,5,10637338,4,60,0.13946056365966797,50,103,53,86,67,94,27,86,0.25,uniform,False
44,96372106,5,10637339,4,60,27.256849765777588,62,89,27,78,74,80,6,76,0.25,uniform,False
45,96372106,5,10637340,4,60,0.6066243648529053,51,85,34,70,59,79,20,70,0.25,uniform,False
46,96372106,5,10637341,4,60,0.047695159912109375,51,95,44,81,70,82,12,81,0.25,uniform,False
47,96372106,5,10637342,4,60,0.7443258762359619,48,82,34,63,60,72,12,63,0.25,uniform,False
48,96372106,5,10637343,4,60,0.2841064929962158,52,91,39,74,71,79,8,73,0.25,uniform,False
49,96372106,5,10637344,4,60,30.69547748565674,53,91,38,76,71,77,6,76,0.25,uniform,False
50,96372106,5,10637345,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
