Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,2,60,0.046874284744262695,41,61,20,41,41,41,0,41,1.0,uniform,True
2,96372106,5,10637297,2,60,0.042885541915893555,28,46,18,28,28,28,0,28,1.0,uniform,True
3,96372106,5,10637298,2,60,1.0831019878387451,44,69,25,44,42,42,0,42,1.0,uniform,True
4,96372106,5,10637299,2,60,0.9783952236175537,47,69,22,47,45,45,0,45,1.0,uniform,True
5,96372106,5,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,True
6,96372106,5,10637301,2,60,0.15558195114135742,38,56,18,38,36,36,0,36,1.0,uniform,True
7,96372106,5,10637302,2,60,0.5286431312561035,59,91,32,59,58,58,0,58,1.0,uniform,True
8,96372106,5,10637303,2,60,0.011968135833740234,30,53,23,30,30,30,0,30,1.0,uniform,True
9,96372106,5,10637304,2,60,0.10870981216430664,37,52,15,37,35,35,0,35,1.0,uniform,True
10,96372106,5,10637305,2,60,0.47373318672180176,42,64,22,42,40,40,0,40,1.0,uniform,True
11,96372106,5,10637306,2,60,0.019944429397583008,36,66,30,36,36,36,0,36,1.0,uniform,True
12,96372106,5,10637307,2,60,0.5355677604675293,46,64,18,46,45,45,0,45,1.0,uniform,True
13,96372106,5,10637308,2,60,0.08377408981323242,38,61,23,38,39,39,0,39,1.0,uniform,True
14,96372106,5,10637309,2,60,0.14261794090270996,40,56,16,40,35,35,0,35,1.0,uniform,True
15,96372106,5,10637310,2,60,7.8330817222595215,54,82,28,54,49,49,0,49,1.0,uniform,True
16,96372106,5,10637311,2,60,0.011967897415161133,36,58,22,36,36,36,0,36,1.0,uniform,True
17,96372106,5,10637312,2,60,0.1486506462097168,29,49,20,29,30,30,0,30,1.0,uniform,True
18,96372106,5,10637313,2,60,1.6047072410583496,45,68,23,45,44,44,0,44,1.0,uniform,True
19,96372106,5,10637314,2,60,0.4966623783111572,39,62,23,39,37,37,0,37,1.0,uniform,True
20,96372106,5,10637315,2,60,0.20650291442871094,40,72,32,40,41,41,0,41,1.0,uniform,True
21,96372106,5,10637316,2,60,0.1925218105316162,54,76,22,54,54,54,0,54,1.0,uniform,True
22,96372106,5,10637317,2,60,0.019945859909057617,35,52,17,35,35,35,0,35,1.0,uniform,True
23,96372106,5,10637318,2,60,0.031914472579956055,31,49,18,31,30,30,0,30,1.0,uniform,True
24,96372106,5,10637319,2,60,0.4198763370513916,42,73,31,42,44,44,0,44,1.0,uniform,True
25,96372106,5,10637320,2,60,0.08580350875854492,30,48,18,30,30,30,0,30,1.0,uniform,True
26,96372106,5,10637321,2,60,0.013968467712402344,30,50,20,30,30,30,0,30,1.0,uniform,True
27,96372106,5,10637322,2,60,0.49366188049316406,32,53,21,32,30,30,0,30,1.0,uniform,True
28,96372106,5,10637323,2,60,0.3201432228088379,40,62,22,40,42,42,0,42,1.0,uniform,True
29,96372106,5,10637324,2,60,0.034906864166259766,30,43,13,30,30,30,0,30,1.0,uniform,True
30,96372106,5,10637325,2,60,0.05285835266113281,29,44,15,29,29,29,0,29,1.0,uniform,True
31,96372106,5,10637326,2,60,0.7769753932952881,43,65,22,43,43,43,0,43,1.0,uniform,True
32,96372106,5,10637327,2,60,0.09873461723327637,41,64,23,41,41,41,0,41,1.0,uniform,True
33,96372106,5,10637328,2,60,0.12067604064941406,50,70,20,50,50,50,0,50,1.0,uniform,True
34,96372106,5,10637329,2,60,0.09175467491149902,41,63,22,41,41,41,0,41,1.0,uniform,True
35,96372106,5,10637330,2,60,0.012965202331542969,27,46,19,27,27,27,0,27,1.0,uniform,True
36,96372106,5,10637331,2,60,0.29726076126098633,27,50,23,27,27,27,0,27,1.0,uniform,True
37,96372106,5,10637332,2,60,0.3560469150543213,34,51,17,34,33,33,0,33,1.0,uniform,True
38,96372106,5,10637333,2,60,0.7839395999908447,41,60,19,41,40,40,0,40,1.0,uniform,True
39,96372106,5,10637334,2,60,0.02794170379638672,39,61,22,39,38,38,0,38,1.0,uniform,True
40,96372106,5,10637335,2,60,0.005984067916870117,17,23,6,17,17,17,0,17,1.0,uniform,True
41,96372106,5,10637336,2,60,0.24638748168945312,52,82,30,52,49,49,0,49,1.0,uniform,True
42,96372106,5,10637337,2,60,0.10974454879760742,34,50,16,34,34,34,0,34,1.0,uniform,True
43,96372106,5,10637338,2,60,0.14960241317749023,43,59,16,43,42,42,0,42,1.0,uniform,True
44,96372106,5,10637339,2,60,10.661547899246216,38,56,18,38,39,39,0,39,1.0,uniform,True
45,96372106,5,10637340,2,60,0.13863158226013184,35,60,25,35,35,35,0,35,1.0,uniform,True
46,96372106,5,10637341,2,60,0.016954421997070312,27,46,19,27,26,26,0,26,1.0,uniform,True
47,96372106,5,10637342,2,60,0.1825120449066162,35,52,17,35,34,34,0,34,1.0,uniform,True
48,96372106,5,10637343,2,60,0.024934053421020508,30,53,23,30,29,29,0,29,1.0,uniform,True
49,96372106,5,10637344,2,60,0.05585002899169922,33,52,19,33,33,33,0,33,1.0,uniform,True
50,96372106,5,10637345,2,60,0.09674334526062012,48,79,31,48,45,45,0,45,1.0,uniform,True
