Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,3,10637296,2,60,0.009302139282226562,29,44,15,38,32,39,7,38,0.25,False
2,96372106,3,10637297,2,60,0.0017495155334472656,17,34,17,25,23,32,9,25,0.25,False
3,96372106,3,10637298,2,60,0.36290931701660156,30,50,20,42,37,44,7,42,0.25,False
4,96372106,3,10637299,2,60,0.009317874908447266,28,44,16,36,35,41,6,36,0.25,False
5,96372106,3,10637300,2,60,0.006849527359008789,26,45,19,32,28,38,10,32,0.25,False
6,96372106,3,10637301,2,60,0.008187055587768555,31,47,16,36,35,38,3,36,0.25,False
7,96372106,3,10637302,2,60,0.014960527420043945,32,50,18,39,38,44,6,39,0.25,False
8,96372106,3,10637303,2,60,0.001703023910522461,16,28,12,23,18,26,8,23,0.25,False
9,96372106,3,10637304,2,60,0.010914802551269531,26,39,13,36,33,36,3,36,0.25,False
10,96372106,3,10637305,2,60,0.029093027114868164,28,41,13,35,32,38,6,35,0.25,False
11,96372106,3,10637306,2,60,0.0011477470397949219,12,19,7,17,12,19,7,17,0.25,False
12,96372106,3,10637307,2,60,0.01299285888671875,26,41,15,34,31,35,4,34,0.25,False
13,96372106,3,10637308,2,60,0.005294084548950195,21,36,15,28,26,30,4,28,0.25,False
14,96372106,3,10637309,2,60,0.005505084991455078,22,37,15,31,28,32,4,31,0.25,False
15,96372106,3,10637310,2,60,0.0030965805053710938,27,49,22,40,32,48,16,40,0.25,False
16,96372106,3,10637311,2,60,0.0018324851989746094,21,30,9,26,24,26,2,26,0.25,False
17,96372106,3,10637312,2,60,0.004345417022705078,18,31,13,27,23,29,6,27,0.25,False
18,96372106,3,10637313,2,60,0.4600539207458496,30,51,21,43,36,45,9,43,0.25,False
19,96372106,3,10637314,2,60,0.016520261764526367,25,40,15,35,32,36,4,34,0.25,False
20,96372106,3,10637315,2,60,0.0013957023620605469,16,28,12,21,16,27,11,21,0.25,False
21,96372106,3,10637316,2,60,0.009689569473266602,26,41,15,34,34,36,2,34,0.25,False
22,96372106,3,10637317,2,60,0.0027065277099609375,26,42,16,31,27,36,9,31,0.25,False
23,96372106,3,10637318,2,60,0.002444744110107422,17,33,16,26,25,26,1,26,0.25,False
24,96372106,3,10637319,2,60,0.0018649101257324219,19,38,19,32,22,36,14,32,0.25,False
25,96372106,3,10637320,2,60,0.0014019012451171875,13,22,9,15,15,17,2,15,0.25,False
26,96372106,3,10637321,2,60,0.0016286373138427734,20,33,13,27,24,31,7,27,0.25,False
27,96372106,3,10637322,2,60,0.0029609203338623047,15,22,7,18,18,18,0,18,0.25,False
28,96372106,3,10637323,2,60,0.016053199768066406,24,37,13,29,29,32,3,29,0.25,False
29,96372106,3,10637324,2,60,0.0015575885772705078,13,24,11,18,13,21,8,18,0.25,False
30,96372106,3,10637325,2,60,0.003593921661376953,16,26,10,21,20,23,3,21,0.25,False
31,96372106,3,10637326,2,60,0.16280198097229004,28,44,16,35,30,40,10,35,0.25,False
32,96372106,3,10637327,2,60,0.004084587097167969,23,35,12,26,26,30,4,26,0.25,False
33,96372106,3,10637328,2,60,0.007588386535644531,28,35,7,29,28,35,7,29,0.25,False
34,96372106,3,10637329,2,60,0.002183198928833008,22,31,9,28,26,30,4,28,0.25,False
35,96372106,3,10637330,2,60,0.0008602142333984375,10,16,6,12,10,16,6,12,0.25,False
36,96372106,3,10637331,2,60,0.0020294189453125,21,36,15,32,24,35,11,32,0.25,False
37,96372106,3,10637332,2,60,0.001241922378540039,13,22,9,16,14,16,2,16,0.25,False
38,96372106,3,10637333,2,60,0.011211156845092773,22,35,13,28,25,34,9,28,0.25,False
39,96372106,3,10637334,2,60,0.0019366741180419922,21,32,11,29,25,31,6,29,0.25,False
40,96372106,3,10637335,2,60,0.000949859619140625,6,10,4,8,6,10,4,8,0.25,False
41,96372106,3,10637336,2,60,0.018504619598388672,28,45,17,35,32,37,5,35,0.25,False
42,96372106,3,10637337,2,60,0.016896963119506836,24,35,11,27,25,31,6,27,0.25,False
43,96372106,3,10637338,2,60,0.011034488677978516,30,45,15,37,35,39,4,37,0.25,False
44,96372106,3,10637339,2,60,0.026325464248657227,19,31,12,27,22,29,7,27,0.25,False
45,96372106,3,10637340,2,60,0.003975629806518555,19,31,12,24,22,28,6,24,0.25,False
46,96372106,3,10637341,2,60,0.0017910003662109375,17,30,13,23,21,23,2,23,0.25,False
47,96372106,3,10637342,2,60,0.008376836776733398,20,31,11,25,24,29,5,25,0.25,False
48,96372106,3,10637343,2,60,0.0016324520111083984,16,29,13,22,19,26,7,22,0.25,False
49,96372106,3,10637344,2,60,0.0041217803955078125,17,30,13,23,19,29,10,23,0.25,False
50,96372106,3,10637345,2,60,0.010329723358154297,27,51,24,39,36,44,8,39,0.25,False
