Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,11,10637296,0,60,0.07726550102233887,57,57,0,57,57,57,0,57,0.5,False
2,96372106,11,10637297,0,60,0.039369821548461914,61,61,0,61,61,61,0,61,0.5,False
3,96372106,11,10637298,0,60,0.02096724510192871,63,63,0,63,63,63,0,63,0.5,False
4,96372106,11,10637299,0,60,0.03534436225891113,64,64,0,64,64,64,0,64,0.5,False
5,96372106,11,10637300,0,60,0.18755650520324707,70,70,0,70,70,70,0,70,0.5,False
6,96372106,11,10637301,0,60,0.05649757385253906,60,60,0,60,60,60,0,60,0.5,False
7,96372106,11,10637302,0,60,0.026250839233398438,78,78,0,78,78,78,0,78,0.5,False
8,96372106,11,10637303,0,60,0.027550697326660156,55,55,0,55,55,55,0,55,0.5,False
9,96372106,11,10637304,0,60,0.023787975311279297,43,43,0,43,43,43,0,43,0.5,False
10,96372106,11,10637305,0,60,0.9439592361450195,66,66,0,66,66,66,0,66,0.5,False
11,96372106,11,10637306,0,60,0.06598186492919922,65,65,0,65,65,65,0,65,0.5,False
12,96372106,11,10637307,0,60,0.042586565017700195,60,60,0,60,60,60,0,60,0.5,False
13,96372106,11,10637308,0,60,0.049906015396118164,65,65,0,65,65,65,0,65,0.5,False
14,96372106,11,10637309,0,60,0.03307390213012695,63,63,0,63,63,63,0,63,0.5,False
15,96372106,11,10637310,0,60,0.06306982040405273,65,65,0,65,65,65,0,65,0.5,False
16,96372106,11,10637311,0,60,0.03047800064086914,68,68,0,68,68,68,0,68,0.5,False
17,96372106,11,10637312,0,60,3.833799362182617,54,54,0,54,54,54,0,54,0.5,False
18,96372106,11,10637313,0,60,0.14693808555603027,66,66,0,66,66,66,0,66,0.5,False
19,96372106,11,10637314,0,60,3.7601516246795654,63,63,0,63,63,63,0,63,0.5,False
20,96372106,11,10637315,0,60,0.1778702735900879,81,81,0,81,81,81,0,81,0.5,False
21,96372106,11,10637316,0,60,0.056256771087646484,64,64,0,64,64,64,0,64,0.5,False
22,96372106,11,10637317,0,60,0.039336442947387695,63,63,0,63,63,63,0,63,0.5,False
23,96372106,11,10637318,0,60,0.012694835662841797,53,53,0,53,53,53,0,53,0.5,False
24,96372106,11,10637319,0,60,0.24770855903625488,61,61,0,61,61,61,0,61,0.5,False
25,96372106,11,10637320,0,60,0.019333839416503906,55,55,0,55,55,55,0,55,0.5,False
26,96372106,11,10637321,0,60,0.07636857032775879,57,57,0,57,57,57,0,57,0.5,False
27,96372106,11,10637322,0,60,0.5199692249298096,63,63,0,63,63,63,0,63,0.5,False
28,96372106,11,10637323,0,60,21.645448446273804,70,70,0,70,70,70,0,70,0.5,False
29,96372106,11,10637324,0,60,0.02235865592956543,52,52,0,52,52,52,0,52,0.5,False
30,96372106,11,10637325,0,60,0.182570219039917,51,51,0,51,51,51,0,51,0.5,False
31,96372106,11,10637326,0,60,0.03875470161437988,60,60,0,60,60,60,0,60,0.5,False
32,96372106,11,10637327,0,60,0.009154319763183594,56,56,0,56,56,56,0,56,0.5,False
33,96372106,11,10637328,0,60,1.778398036956787,63,63,0,63,63,63,0,63,0.5,False
34,96372106,11,10637329,0,60,0.04860949516296387,65,65,0,65,65,65,0,65,0.5,False
35,96372106,11,10637330,0,60,0.25200438499450684,68,68,0,68,68,68,0,68,0.5,False
36,96372106,11,10637331,0,60,0.021576881408691406,48,48,0,48,48,48,0,48,0.5,False
37,96372106,11,10637332,0,60,0.016222476959228516,46,46,0,46,46,46,0,46,0.5,False
38,96372106,11,10637333,0,60,0.023905038833618164,60,60,0,60,60,60,0,60,0.5,False
39,96372106,11,10637334,0,60,0.05959963798522949,64,64,0,64,64,64,0,64,0.5,False
40,96372106,11,10637335,0,60,0.013224124908447266,52,52,0,52,52,52,0,52,0.5,False
41,96372106,11,10637336,0,60,0.06723403930664062,79,79,0,79,79,79,0,79,0.5,False
42,96372106,11,10637337,0,60,0.028921127319335938,52,52,0,52,52,52,0,52,0.5,False
43,96372106,11,10637338,0,60,0.016309261322021484,65,65,0,65,65,65,0,65,0.5,False
44,96372106,11,10637339,0,60,0.048204660415649414,71,71,0,71,71,71,0,71,0.5,False
45,96372106,11,10637340,0,60,0.38222193717956543,64,64,0,64,64,64,0,64,0.5,False
46,96372106,11,10637341,0,60,0.10892057418823242,57,57,0,57,57,57,0,57,0.5,False
47,96372106,11,10637342,0,60,0.4536857604980469,61,61,0,61,61,61,0,61,0.5,False
48,96372106,11,10637343,0,60,0.02445197105407715,54,54,0,54,54,54,0,54,0.5,False
49,96372106,11,10637344,0,60,0.10785269737243652,59,59,0,59,59,59,0,59,0.5,False
50,96372106,11,10637345,0,60,0.0471796989440918,68,68,0,68,68,68,0,68,0.5,False
