Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,2,60,0.04990077018737793,41,61,20,52,48,54,6,52,0.25,uniform,False
2,96372106,5,10637297,2,60,0.05286216735839844,28,46,18,38,35,40,5,38,0.25,uniform,False
3,96372106,5,10637298,2,60,2.1361868381500244,44,69,25,55,49,64,15,55,0.25,uniform,False
4,96372106,5,10637299,2,60,2.0430824756622314,47,69,22,58,56,62,6,58,0.25,uniform,False
5,96372106,5,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
6,96372106,5,10637301,2,60,0.17364716529846191,38,56,18,51,42,52,10,51,0.25,uniform,False
7,96372106,5,10637302,2,60,0.9857923984527588,59,91,32,83,75,86,11,83,0.25,uniform,False
8,96372106,5,10637303,2,60,0.010709285736083984,30,53,23,40,38,47,9,40,0.25,uniform,False
9,96372106,5,10637304,2,60,0.15918684005737305,37,52,15,45,42,47,5,45,0.25,uniform,False
10,96372106,5,10637305,2,60,0.7053735256195068,42,64,22,48,48,51,3,48,0.25,uniform,False
11,96372106,5,10637306,2,60,0.01786494255065918,36,66,30,49,48,52,4,49,0.25,uniform,False
12,96372106,5,10637307,2,60,0.43186378479003906,46,64,18,56,51,59,8,55,0.25,uniform,False
13,96372106,5,10637308,2,60,0.13721585273742676,38,61,23,48,41,54,13,48,0.25,uniform,False
14,96372106,5,10637309,2,60,0.24757957458496094,40,56,16,43,42,46,4,43,0.25,uniform,False
15,96372106,5,10637310,2,60,17.029236316680908,54,82,28,72,62,75,13,70,0.25,uniform,False
16,96372106,5,10637311,2,60,0.012949943542480469,36,58,22,47,42,51,9,47,0.25,uniform,False
17,96372106,5,10637312,2,60,0.11117243766784668,29,49,20,39,37,41,4,39,0.25,uniform,False
18,96372106,5,10637313,2,60,3.3527467250823975,45,68,23,53,49,58,9,53,0.25,uniform,False
19,96372106,5,10637314,2,60,0.8176100254058838,39,62,23,47,43,53,10,47,0.25,uniform,False
20,96372106,5,10637315,2,60,0.043654441833496094,40,72,32,47,43,54,11,47,0.25,uniform,False
21,96372106,5,10637316,2,60,0.19425368309020996,54,76,22,63,58,68,10,63,0.25,uniform,False
22,96372106,5,10637317,2,60,0.015943050384521484,35,52,17,42,42,44,2,42,0.25,uniform,False
23,96372106,5,10637318,2,60,0.040720462799072266,31,49,18,41,35,49,14,41,0.25,uniform,False
24,96372106,5,10637319,2,60,0.41198182106018066,42,73,31,62,50,70,20,62,0.25,uniform,False
25,96372106,5,10637320,2,60,0.1277024745941162,30,48,18,39,38,42,4,39,0.25,uniform,False
26,96372106,5,10637321,2,60,0.021264314651489258,30,50,20,44,36,44,8,44,0.25,uniform,False
27,96372106,5,10637322,2,60,0.9277868270874023,32,53,21,41,39,43,4,41,0.25,uniform,False
28,96372106,5,10637323,2,60,0.25157976150512695,40,62,22,51,47,52,5,51,0.25,uniform,False
29,96372106,5,10637324,2,60,0.041037797927856445,30,43,13,38,31,41,10,38,0.25,uniform,False
30,96372106,5,10637325,2,60,0.07481241226196289,29,44,15,41,33,43,10,41,0.25,uniform,False
31,96372106,5,10637326,2,60,1.359616756439209,43,65,22,56,47,58,11,56,0.25,uniform,False
32,96372106,5,10637327,2,60,0.0653076171875,41,64,23,52,50,55,5,52,0.25,uniform,False
33,96372106,5,10637328,2,60,0.17010760307312012,50,70,20,60,53,64,11,60,0.25,uniform,False
34,96372106,5,10637329,2,60,0.11077570915222168,41,63,22,54,50,58,8,54,0.25,uniform,False
35,96372106,5,10637330,2,60,0.014771223068237305,27,46,19,42,39,44,5,42,0.25,uniform,False
36,96372106,5,10637331,2,60,0.4784848690032959,27,50,23,38,33,45,12,38,0.25,uniform,False
37,96372106,5,10637332,2,60,0.5779118537902832,34,51,17,43,39,45,6,42,0.25,uniform,False
38,96372106,5,10637333,2,60,0.5364387035369873,41,60,19,53,47,54,7,53,0.25,uniform,False
39,96372106,5,10637334,2,60,0.03269791603088379,39,61,22,49,40,55,15,49,0.25,uniform,False
40,96372106,5,10637335,2,60,0.007165193557739258,17,23,6,23,19,23,4,23,0.25,uniform,False
41,96372106,5,10637336,2,60,0.278902530670166,52,82,30,70,60,72,12,70,0.25,uniform,False
42,96372106,5,10637337,2,60,0.19471526145935059,34,50,16,45,41,50,9,45,0.25,uniform,False
43,96372106,5,10637338,2,60,0.22922539710998535,43,59,16,52,49,53,4,52,0.25,uniform,False
44,96372106,5,10637339,2,60,22.54428768157959,38,56,18,48,44,52,8,48,0.25,uniform,False
45,96372106,5,10637340,2,60,0.19861078262329102,35,60,25,48,40,51,11,48,0.25,uniform,False
46,96372106,5,10637341,2,60,0.022311687469482422,27,46,19,38,35,39,4,38,0.25,uniform,False
47,96372106,5,10637342,2,60,0.22719621658325195,35,52,17,46,39,50,11,46,0.25,uniform,False
48,96372106,5,10637343,2,60,0.025410175323486328,30,53,23,38,33,49,16,38,0.25,uniform,False
49,96372106,5,10637344,2,60,0.0801703929901123,33,52,19,44,42,46,4,44,0.25,uniform,False
50,96372106,5,10637345,2,60,0.17827653884887695,48,79,31,64,60,64,4,64,0.25,uniform,False
