Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,13,10637296,0,60,0.18448090553283691,71,71,0,71,71,71,0,71,0.25,uniform,True
2,96372106,13,10637297,0,60,0.09171652793884277,72,72,0,72,72,72,0,72,0.25,uniform,True
3,96372106,13,10637298,0,60,0.7300829887390137,77,77,0,77,77,77,0,77,0.25,uniform,True
4,96372106,13,10637299,0,60,0.1725022792816162,74,74,0,74,74,74,0,74,0.25,uniform,True
5,96372106,13,10637300,0,60,0.4458131790161133,83,83,0,83,83,83,0,83,0.25,uniform,True
6,96372106,13,10637301,0,60,0.14757108688354492,67,67,0,67,67,67,0,67,0.25,uniform,True
7,96372106,13,10637302,0,60,0.0648345947265625,86,86,0,86,86,86,0,86,0.25,uniform,True
8,96372106,13,10637303,0,60,0.048860788345336914,68,68,0,68,68,68,0,68,0.25,uniform,True
9,96372106,13,10637304,0,60,0.056847572326660156,57,57,0,57,57,57,0,57,0.25,uniform,True
10,96372106,13,10637305,0,60,1.431133508682251,71,71,0,71,71,71,0,71,0.25,uniform,True
11,96372106,13,10637306,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,True
12,96372106,13,10637307,0,60,0.1037607192993164,71,71,0,71,71,71,0,71,0.25,uniform,True
13,96372106,13,10637308,0,60,0.6412842273712158,79,79,0,79,79,79,0,79,0.25,uniform,True
14,96372106,13,10637309,0,60,0.11768507957458496,79,79,0,79,79,79,0,79,0.25,uniform,True
15,96372106,13,10637310,0,60,0.281247615814209,73,73,0,73,73,73,0,73,0.25,uniform,True
16,96372106,13,10637311,0,60,0.15658092498779297,83,83,0,83,83,83,0,83,0.25,uniform,True
17,96372106,13,10637312,0,60,7.230686187744141,69,69,0,69,69,69,0,69,0.25,uniform,True
18,96372106,13,10637313,0,60,0.281247615814209,79,79,0,79,79,79,0,79,0.25,uniform,True
19,96372106,13,10637314,0,60,28.691240310668945,79,79,0,79,79,79,0,79,0.25,uniform,True
20,96372106,13,10637315,0,60,0.3999314308166504,92,92,0,92,92,92,0,92,0.25,uniform,True
21,96372106,13,10637316,0,60,0.15658092498779297,80,80,0,80,80,80,0,80,0.25,uniform,True
22,96372106,13,10637317,0,60,0.21442651748657227,66,66,0,66,66,66,0,66,0.25,uniform,True
23,96372106,13,10637318,0,60,0.14860272407531738,66,66,0,66,66,66,0,66,0.25,uniform,True
24,96372106,13,10637319,0,60,3.3999054431915283,72,72,0,72,71,71,0,71,0.25,uniform,True
25,96372106,13,10637320,0,60,0.04886913299560547,61,61,0,61,61,61,0,61,0.25,uniform,True
26,96372106,13,10637321,0,60,0.24534344673156738,75,75,0,75,75,75,0,75,0.25,uniform,True
27,96372106,13,10637322,0,60,0.7859532833099365,74,74,0,74,74,74,0,74,0.25,uniform,True
28,96372106,13,10637323,0,60,53.16077709197998,84,84,0,84,84,84,0,84,0.25,uniform,True
29,96372106,13,10637324,0,60,0.12563753128051758,62,62,0,62,62,62,0,62,0.25,uniform,True
30,96372106,13,10637325,0,60,0.2952280044555664,64,64,0,64,63,63,0,63,0.25,uniform,True
31,96372106,13,10637326,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,True
32,96372106,13,10637327,0,60,0.5584733486175537,67,67,0,67,67,67,0,67,0.25,uniform,True
33,96372106,13,10637328,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,True
34,96372106,13,10637329,0,60,0.21548056602478027,82,82,0,82,82,82,0,82,0.25,uniform,True
35,96372106,13,10637330,0,60,0.32317209243774414,77,77,0,77,77,77,0,77,0.25,uniform,True
36,96372106,13,10637331,0,60,0.06283211708068848,58,58,0,58,58,58,0,58,0.25,uniform,True
37,96372106,13,10637332,0,60,0.03993058204650879,55,55,0,55,55,55,0,55,0.25,uniform,True
38,96372106,13,10637333,0,60,0.09175610542297363,70,70,0,70,72,72,0,72,0.25,uniform,True
39,96372106,13,10637334,0,60,0.12666082382202148,74,74,0,74,73,73,0,73,0.25,uniform,True
40,96372106,13,10637335,0,60,0.04089069366455078,58,58,0,58,58,58,0,58,0.25,uniform,True
41,96372106,13,10637336,0,60,0.23938655853271484,97,97,0,97,97,97,0,97,0.25,uniform,True
42,96372106,13,10637337,0,60,0.16456103324890137,62,62,0,62,62,62,0,62,0.25,uniform,True
43,96372106,13,10637338,0,60,0.04488205909729004,75,75,0,75,75,75,0,75,0.25,uniform,True
44,96372106,13,10637339,0,60,0.2713000774383545,85,85,0,85,85,85,0,85,0.25,uniform,True
45,96372106,13,10637340,0,60,1.227708101272583,79,79,0,79,79,79,0,79,0.25,uniform,True
46,96372106,13,10637341,0,60,0.781909704208374,64,64,0,64,64,64,0,64,0.25,uniform,True
47,96372106,13,10637342,0,60,6.613338470458984,73,73,0,73,75,75,0,75,0.25,uniform,True
48,96372106,13,10637343,0,60,0.07383179664611816,60,60,0,60,60,60,0,60,0.25,uniform,True
49,96372106,13,10637344,0,60,12.036828756332397,69,69,0,69,69,69,0,69,0.25,uniform,True
50,96372106,13,10637345,0,60,21.37777280807495,76,76,0,76,77,77,0,77,0.25,uniform,True
