Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,9,10637296,0,60,0.06582975387573242,45,45,0,45,45,0,1.0,True
2,96372106,9,10637297,0,60,0.10522890090942383,52,52,0,52,52,0,1.0,True
3,96372106,9,10637298,0,60,0.034883975982666016,49,49,0,49,49,0,1.0,True
4,96372106,9,10637299,0,60,0.04137563705444336,56,56,0,56,56,0,1.0,True
5,96372106,9,10637300,0,60,0.2780168056488037,64,64,0,64,64,0,1.0,True
6,96372106,9,10637301,0,60,0.06583952903747559,41,41,0,41,41,0,1.0,True
7,96372106,9,10637302,0,60,0.07386946678161621,62,62,0,62,62,0,1.0,True
8,96372106,9,10637303,0,60,0.05653095245361328,46,46,0,46,46,0,1.0,True
9,96372106,9,10637304,0,60,0.02615046501159668,38,38,0,38,38,0,1.0,True
10,96372106,9,10637305,0,60,0.14596056938171387,53,53,0,53,53,0,1.0,True
11,96372106,9,10637306,0,60,0.06658935546875,51,51,0,51,51,0,1.0,True
12,96372106,9,10637307,0,60,0.09133386611938477,52,52,0,52,52,0,1.0,True
13,96372106,9,10637308,0,60,0.09788918495178223,59,59,0,59,59,0,1.0,True
14,96372106,9,10637309,0,60,0.07341170310974121,51,51,0,51,51,0,1.0,True
15,96372106,9,10637310,0,60,0.10234904289245605,55,55,0,55,55,0,1.0,True
16,96372106,9,10637311,0,60,0.06049346923828125,52,52,0,52,52,0,1.0,True
17,96372106,9,10637312,0,60,0.18099713325500488,43,43,0,43,43,0,1.0,True
18,96372106,9,10637313,0,60,0.07784318923950195,55,55,0,55,55,0,1.0,True
19,96372106,9,10637314,0,60,2.8502135276794434,57,57,0,57,57,0,1.0,True
20,96372106,9,10637315,0,60,0.15141963958740234,67,67,0,67,67,0,1.0,True
21,96372106,9,10637316,0,60,0.0961143970489502,54,54,0,54,54,0,1.0,True
22,96372106,9,10637317,0,60,0.05176496505737305,54,54,0,54,54,0,1.0,True
23,96372106,9,10637318,0,60,0.02652907371520996,42,42,0,42,42,0,1.0,True
24,96372106,9,10637319,0,60,1.1278066635131836,55,55,0,55,55,0,1.0,True
25,96372106,9,10637320,0,60,0.027726173400878906,40,40,0,40,40,0,1.0,True
26,96372106,9,10637321,0,60,0.08939766883850098,46,46,0,46,46,0,1.0,True
27,96372106,9,10637322,0,60,0.17310619354248047,53,53,0,53,53,0,1.0,True
28,96372106,9,10637323,0,60,0.7985694408416748,59,59,0,59,59,0,1.0,True
29,96372106,9,10637324,0,60,0.0561525821685791,39,39,0,39,39,0,1.0,True
30,96372106,9,10637325,0,60,0.04873323440551758,47,47,0,47,47,0,1.0,True
31,96372106,9,10637326,0,60,0.12902474403381348,55,55,0,55,55,0,1.0,True
32,96372106,9,10637327,0,60,0.021699905395507812,44,44,0,44,44,0,1.0,True
33,96372106,9,10637328,0,60,0.41080212593078613,49,49,0,49,49,0,1.0,True
34,96372106,9,10637329,0,60,0.060137033462524414,52,52,0,52,52,0,1.0,True
35,96372106,9,10637330,0,60,0.048638343811035156,54,54,0,54,54,0,1.0,True
36,96372106,9,10637331,0,60,0.04297661781311035,42,42,0,42,42,0,1.0,True
37,96372106,9,10637332,0,60,0.02976536750793457,37,37,0,37,37,0,1.0,True
38,96372106,9,10637333,0,60,0.040967702865600586,49,49,0,49,49,0,1.0,True
39,96372106,9,10637334,0,60,0.06419801712036133,50,50,0,50,50,0,1.0,True
40,96372106,9,10637335,0,60,0.040044546127319336,42,42,0,42,42,0,1.0,True
41,96372106,9,10637336,0,60,0.07815361022949219,67,67,0,67,67,0,1.0,True
42,96372106,9,10637337,0,60,0.049460411071777344,38,38,0,38,38,0,1.0,True
43,96372106,9,10637338,0,60,0.04002666473388672,50,50,0,50,50,0,1.0,True
44,96372106,9,10637339,0,60,0.11152863502502441,61,61,0,61,61,0,1.0,True
45,96372106,9,10637340,0,60,0.4257948398590088,45,45,0,45,45,0,1.0,True
46,96372106,9,10637341,0,60,0.04982280731201172,48,48,0,48,48,0,1.0,True
47,96372106,9,10637342,0,60,0.0690619945526123,51,51,0,51,51,0,1.0,True
48,96372106,9,10637343,0,60,0.03568553924560547,43,43,0,43,43,0,1.0,True
49,96372106,9,10637344,0,60,0.26300835609436035,48,48,0,48,48,0,1.0,True
50,96372106,9,10637345,0,60,0.08121562004089355,59,59,0,59,59,0,1.0,True
