Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,3,10637296,2,60,0.01918172836303711,29,44,15,38,38,38,0,38,0.75,True
2,96372106,3,10637297,2,60,0.0042650699615478516,17,34,17,25,25,26,1,25,0.75,True
3,96372106,3,10637298,2,60,0.41343140602111816,30,50,20,42,41,43,2,42,0.75,True
4,96372106,3,10637299,2,60,0.012647867202758789,28,44,16,36,36,36,0,36,0.75,True
5,96372106,3,10637300,2,60,0.009772300720214844,26,45,19,32,32,34,2,32,0.75,True
6,96372106,3,10637301,2,60,0.016715526580810547,31,47,16,36,34,34,0,34,0.75,True
7,96372106,3,10637302,2,60,0.0313725471496582,32,50,18,39,38,39,1,38,0.75,True
8,96372106,3,10637303,2,60,0.0030219554901123047,16,28,12,23,21,23,2,23,0.75,True
9,96372106,3,10637304,2,60,0.01599287986755371,26,39,13,36,36,36,0,36,0.75,True
10,96372106,3,10637305,2,60,0.04072308540344238,28,41,13,35,35,35,0,35,0.75,True
11,96372106,3,10637306,2,60,0.002173900604248047,12,19,7,17,15,17,2,17,0.75,True
12,96372106,3,10637307,2,60,0.01524043083190918,26,41,15,34,35,35,0,35,0.75,True
13,96372106,3,10637308,2,60,0.008177518844604492,21,36,15,28,28,28,0,28,0.75,True
14,96372106,3,10637309,2,60,0.009358644485473633,22,37,15,31,30,32,2,31,0.75,True
15,96372106,3,10637310,2,60,0.007472515106201172,27,49,22,40,39,40,1,40,0.75,True
16,96372106,3,10637311,2,60,0.003432035446166992,21,30,9,26,26,26,0,26,0.75,True
17,96372106,3,10637312,2,60,0.006870746612548828,18,31,13,27,27,27,0,27,0.75,True
18,96372106,3,10637313,2,60,0.5210568904876709,30,51,21,43,42,43,1,43,0.75,True
19,96372106,3,10637314,2,60,0.020039081573486328,25,40,15,35,34,35,1,34,0.75,True
20,96372106,3,10637315,2,60,0.002826690673828125,16,28,12,21,19,21,2,21,0.75,True
21,96372106,3,10637316,2,60,0.01587843894958496,26,41,15,34,34,34,0,34,0.75,True
22,96372106,3,10637317,2,60,0.006079673767089844,26,42,16,31,31,31,0,31,0.75,True
23,96372106,3,10637318,2,60,0.004061460494995117,17,33,16,26,26,26,0,26,0.75,True
24,96372106,3,10637319,2,60,0.0041162967681884766,19,38,19,32,31,33,2,32,0.75,True
25,96372106,3,10637320,2,60,0.0022068023681640625,13,22,9,15,15,15,0,15,0.75,True
26,96372106,3,10637321,2,60,0.0031595230102539062,20,33,13,27,26,29,3,27,0.75,True
27,96372106,3,10637322,2,60,0.003941774368286133,15,22,7,18,17,17,0,17,0.75,True
28,96372106,3,10637323,2,60,0.02646470069885254,24,37,13,29,29,29,0,29,0.75,True
29,96372106,3,10637324,2,60,0.003193378448486328,13,24,11,18,15,19,4,18,0.75,True
30,96372106,3,10637325,2,60,0.006121635437011719,16,26,10,21,21,21,0,21,0.75,True
31,96372106,3,10637326,2,60,0.21782517433166504,28,44,16,35,37,39,2,37,0.75,True
32,96372106,3,10637327,2,60,0.006242036819458008,23,35,12,26,25,25,0,25,0.75,True
33,96372106,3,10637328,2,60,0.010493278503417969,28,35,7,29,31,31,0,31,0.75,True
34,96372106,3,10637329,2,60,0.00511622428894043,22,31,9,28,28,28,0,28,0.75,True
35,96372106,3,10637330,2,60,0.0011630058288574219,10,16,6,12,12,13,1,12,0.75,True
36,96372106,3,10637331,2,60,0.004077434539794922,21,36,15,32,31,34,3,32,0.75,True
37,96372106,3,10637332,2,60,0.0020318031311035156,13,22,9,16,16,16,0,16,0.75,True
38,96372106,3,10637333,2,60,0.019632577896118164,22,35,13,28,28,28,0,28,0.75,True
39,96372106,3,10637334,2,60,0.003823995590209961,21,32,11,29,29,29,0,29,0.75,True
40,96372106,3,10637335,2,60,0.001219034194946289,6,10,4,8,7,10,3,8,0.75,True
41,96372106,3,10637336,2,60,0.029323339462280273,28,45,17,35,33,33,0,33,0.75,True
42,96372106,3,10637337,2,60,0.01856827735900879,24,35,11,27,26,29,3,27,0.75,True
43,96372106,3,10637338,2,60,0.017923355102539062,30,45,15,37,34,34,0,34,0.75,True
44,96372106,3,10637339,2,60,0.040540456771850586,19,31,12,27,27,27,0,27,0.75,True
45,96372106,3,10637340,2,60,0.006081342697143555,19,31,12,24,24,25,1,24,0.75,True
46,96372106,3,10637341,2,60,0.0033617019653320312,17,30,13,23,23,23,0,23,0.75,True
47,96372106,3,10637342,2,60,0.019778013229370117,20,31,11,25,21,23,2,23,0.75,True
48,96372106,3,10637343,2,60,0.002954721450805664,16,29,13,22,22,22,0,22,0.75,True
49,96372106,3,10637344,2,60,0.008553028106689453,17,30,13,23,23,23,0,23,0.75,True
50,96372106,3,10637345,2,60,0.016718387603759766,27,51,24,39,39,39,0,39,0.75,True
