Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,14,10637296,1,60,0.6346118450164795,96,119,23,106,96,119,23,106,0.0,True
2,96372106,14,10637297,1,60,11.692115783691406,99,122,23,115,99,122,23,115,0.0,True
3,96372106,14,10637298,1,60,4.1150031089782715,108,127,19,115,108,127,19,115,0.0,True
4,96372106,14,10637299,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
5,96372106,14,10637300,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
6,96372106,14,10637301,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
7,96372106,14,10637302,1,60,11.840465784072876,117,138,21,123,117,138,21,123,0.0,True
8,96372106,14,10637303,1,60,1.5600411891937256,88,113,25,97,88,113,25,97,0.0,True
9,96372106,14,10637304,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
10,96372106,14,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
11,96372106,14,10637306,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
12,96372106,14,10637307,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
13,96372106,14,10637308,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
14,96372106,14,10637309,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
15,96372106,14,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
16,96372106,14,10637311,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
17,96372106,14,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
18,96372106,14,10637313,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
19,96372106,14,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
20,96372106,14,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
21,96372106,14,10637316,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
22,96372106,14,10637317,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
23,96372106,14,10637318,1,60,0.25469374656677246,87,110,23,99,87,110,23,99,0.0,True
24,96372106,14,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
25,96372106,14,10637320,1,60,0.14267468452453613,84,104,20,94,84,104,20,94,0.0,True
26,96372106,14,10637321,1,60,1.3874273300170898,94,118,24,108,94,118,24,108,0.0,True
27,96372106,14,10637322,1,60,3.659984827041626,98,117,19,107,98,117,19,107,0.0,True
28,96372106,14,10637323,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
29,96372106,14,10637324,1,60,0.4679830074310303,89,110,21,101,89,110,21,101,0.0,True
30,96372106,14,10637325,1,60,6.871292591094971,89,116,27,107,89,116,27,107,0.0,True
31,96372106,14,10637326,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
32,96372106,14,10637327,1,60,3.9129652976989746,87,106,19,97,87,106,19,97,0.0,True
33,96372106,14,10637328,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
34,96372106,14,10637329,1,60,2.2246811389923096,103,131,28,119,103,131,28,119,0.0,True
35,96372106,14,10637330,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
36,96372106,14,10637331,1,60,10.26687479019165,90,112,22,106,90,112,22,106,0.0,True
37,96372106,14,10637332,1,60,0.1100010871887207,74,91,17,80,74,91,17,80,0.0,True
38,96372106,14,10637333,1,60,0.39269590377807617,98,123,25,112,98,123,25,112,0.0,True
39,96372106,14,10637334,1,60,1.7794067859649658,100,126,26,113,100,126,26,113,0.0,True
40,96372106,14,10637335,1,60,0.5267372131347656,79,102,23,92,79,102,23,92,0.0,True
41,96372106,14,10637336,1,60,42.806875467300415,128,149,21,143,128,149,21,143,0.0,True
42,96372106,14,10637337,1,60,48.21056580543518,80,100,20,90,80,100,20,90,0.0,True
43,96372106,14,10637338,1,60,53.32659578323364,102,127,25,117,102,127,25,117,0.0,True
44,96372106,14,10637339,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
45,96372106,14,10637340,1,60,41.052241802215576,106,129,23,119,106,129,23,119,0.0,True
46,96372106,14,10637341,1,60,0.32271623611450195,81,100,19,91,81,100,19,91,0.0,True
47,96372106,14,10637342,1,60,0.3626220226287842,102,122,20,112,102,122,20,112,0.0,True
48,96372106,14,10637343,1,60,0.3721344470977783,83,108,25,100,83,108,25,100,0.0,True
49,96372106,14,10637344,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,True
50,96372106,14,10637345,1,60,23.52935218811035,104,126,22,118,104,126,22,118,0.0,True
