Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,2,10637296,1,60,0.004436492919921875,14,23,9,20,20,22,2,20,0.75,True
2,96372106,2,10637297,1,60,0.002859354019165039,12,15,3,14,14,14,0,14,0.75,True
3,96372106,2,10637298,1,60,0.007806062698364258,20,26,6,24,24,25,1,24,0.75,True
4,96372106,2,10637299,1,60,0.015380382537841797,17,24,7,24,24,24,0,24,0.75,True
5,96372106,2,10637300,1,60,0.0037384033203125,15,18,3,18,18,18,0,18,0.75,True
6,96372106,2,10637301,1,60,0.002295255661010742,11,19,8,15,15,15,0,15,0.75,True
7,96372106,2,10637302,1,60,0.020159482955932617,18,25,7,20,23,23,0,23,0.75,True
8,96372106,2,10637303,1,60,0.0026454925537109375,13,18,5,18,18,18,0,18,0.75,True
9,96372106,2,10637304,1,60,0.014025688171386719,15,22,7,18,16,16,0,16,0.75,True
10,96372106,2,10637305,1,60,0.006089687347412109,16,23,7,20,19,21,2,21,0.75,True
11,96372106,2,10637306,1,60,0.0017087459564208984,6,12,6,9,8,10,2,9,0.75,True
12,96372106,2,10637307,1,60,0.0029189586639404297,14,25,11,20,20,20,0,20,0.75,True
13,96372106,2,10637308,1,60,0.002410411834716797,11,17,6,14,14,14,0,14,0.75,True
14,96372106,2,10637309,1,60,0.01171731948852539,18,26,8,18,19,19,0,19,0.75,True
15,96372106,2,10637310,1,60,0.0032956600189208984,13,23,10,17,17,17,0,17,0.75,True
16,96372106,2,10637311,1,60,0.0013720989227294922,9,12,3,10,9,10,1,10,0.75,True
17,96372106,2,10637312,1,60,0.002310514450073242,10,14,4,11,11,11,0,11,0.75,True
18,96372106,2,10637313,1,60,0.0027616024017333984,14,21,7,16,16,16,0,16,0.75,True
19,96372106,2,10637314,1,60,0.015375375747680664,16,20,4,17,17,17,0,17,0.75,True
20,96372106,2,10637315,1,60,0.0022716522216796875,10,17,7,15,14,15,1,15,0.75,True
21,96372106,2,10637316,1,60,0.0037841796875,16,27,11,24,23,24,1,24,0.75,True
22,96372106,2,10637317,1,60,0.002335071563720703,12,16,4,14,13,14,1,14,0.75,True
23,96372106,2,10637318,1,60,0.002742767333984375,10,15,5,14,14,14,0,14,0.75,True
24,96372106,2,10637319,1,60,0.003645658493041992,16,24,8,20,20,20,0,20,0.75,True
25,96372106,2,10637320,1,60,0.0016713142395019531,7,10,3,9,8,9,1,9,0.75,True
26,96372106,2,10637321,1,60,0.0017521381378173828,13,15,2,13,13,13,0,13,0.75,True
27,96372106,2,10637322,1,60,0.0025908946990966797,8,10,2,10,9,10,1,10,0.75,True
28,96372106,2,10637323,1,60,0.006766557693481445,18,24,6,20,20,21,1,20,0.75,True
29,96372106,2,10637324,1,60,0.0010819435119628906,5,6,1,6,5,6,1,6,0.75,True
30,96372106,2,10637325,1,60,0.0026884078979492188,10,17,7,13,13,13,0,13,0.75,True
31,96372106,2,10637326,1,60,0.0022788047790527344,12,16,4,15,14,15,1,15,0.75,True
32,96372106,2,10637327,1,60,0.003622293472290039,11,15,4,11,11,11,0,11,0.75,True
33,96372106,2,10637328,1,60,0.005242586135864258,12,18,6,14,14,14,0,14,0.75,True
34,96372106,2,10637329,1,60,0.0017781257629394531,7,13,6,11,11,11,0,11,0.75,True
35,96372106,2,10637330,1,60,0.0011401176452636719,7,8,1,7,7,7,0,7,0.75,True
36,96372106,2,10637331,1,60,0.0030829906463623047,13,21,8,17,17,17,0,17,0.75,True
37,96372106,2,10637332,1,60,0.0016155242919921875,9,12,3,10,10,11,1,10,0.75,True
38,96372106,2,10637333,1,60,0.0017769336700439453,11,16,5,12,12,13,1,12,0.75,True
39,96372106,2,10637334,1,60,0.0022296905517578125,11,17,6,14,14,14,0,14,0.75,True
40,96372106,2,10637335,1,60,0.0005168914794921875,2,2,0,2,2,2,0,2,0.75,True
41,96372106,2,10637336,1,60,0.003847837448120117,17,22,5,19,19,19,0,19,0.75,True
42,96372106,2,10637337,1,60,0.005823850631713867,14,21,7,19,19,19,0,19,0.75,True
43,96372106,2,10637338,1,60,0.006742238998413086,16,26,10,20,19,19,0,19,0.75,True
44,96372106,2,10637339,1,60,0.01084756851196289,10,12,2,11,11,11,0,11,0.75,True
45,96372106,2,10637340,1,60,0.0019593238830566406,13,20,7,16,16,16,0,16,0.75,True
46,96372106,2,10637341,1,60,0.00252532958984375,11,16,5,15,15,15,0,15,0.75,True
47,96372106,2,10637342,1,60,0.0012810230255126953,9,9,0,9,9,9,0,9,0.75,True
48,96372106,2,10637343,1,60,0.0020830631256103516,10,15,5,14,14,14,0,14,0.75,True
49,96372106,2,10637344,1,60,0.0024781227111816406,13,19,6,17,17,17,0,17,0.75,True
50,96372106,2,10637345,1,60,0.005131959915161133,18,26,8,21,21,22,1,21,0.75,True
