Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,1,60,0.007978439331054688,34,49,15,38,34,49,15,38,0.0,uniform,True
2,96372106,5,10637297,1,60,0.002992391586303711,25,31,6,29,25,31,6,29,0.0,uniform,True
3,96372106,5,10637298,1,60,0.00797891616821289,37,45,8,44,37,45,8,44,0.0,uniform,True
4,96372106,5,10637299,1,60,0.35909605026245117,39,51,12,43,39,51,12,43,0.0,uniform,True
5,96372106,5,10637300,1,60,0.15157389640808105,43,53,10,47,43,53,10,47,0.0,uniform,True
6,96372106,5,10637301,1,60,0.01693105697631836,30,44,14,37,30,44,14,37,0.0,uniform,True
7,96372106,5,10637302,1,60,0.04685783386230469,49,69,20,59,49,69,20,59,0.0,uniform,True
8,96372106,5,10637303,1,60,0.002001523971557617,28,39,11,29,28,39,11,29,0.0,uniform,True
9,96372106,5,10637304,1,60,0.018959760665893555,28,38,10,32,28,38,10,32,0.0,uniform,True
10,96372106,5,10637305,1,60,0.10968804359436035,36,44,8,39,36,44,8,39,0.0,uniform,True
11,96372106,5,10637306,1,60,0.010990619659423828,32,49,17,47,32,49,17,47,0.0,uniform,True
12,96372106,5,10637307,1,60,0.03989362716674805,34,48,14,42,34,48,14,42,0.0,uniform,True
13,96372106,5,10637308,1,60,0.042919158935546875,35,46,11,41,35,46,11,41,0.0,uniform,True
14,96372106,5,10637309,1,60,0.025949716567993164,30,43,13,34,30,43,13,34,0.0,uniform,True
15,96372106,5,10637310,1,60,0.48764729499816895,44,54,10,49,44,54,10,49,0.0,uniform,True
16,96372106,5,10637311,1,60,0.002988576889038086,31,42,11,37,31,42,11,37,0.0,uniform,True
17,96372106,5,10637312,1,60,0.02292156219482422,27,34,7,31,27,34,7,31,0.0,uniform,True
18,96372106,5,10637313,1,60,0.061852216720581055,36,48,12,41,36,48,12,41,0.0,uniform,True
19,96372106,5,10637314,1,60,0.0917351245880127,34,43,9,39,34,43,9,39,0.0,uniform,True
20,96372106,5,10637315,1,60,0.008975505828857422,36,53,17,44,36,53,17,44,0.0,uniform,True
21,96372106,5,10637316,1,60,0.061833858489990234,43,62,19,54,43,62,19,54,0.0,uniform,True
22,96372106,5,10637317,1,60,0.009971380233764648,30,39,9,36,30,39,9,36,0.0,uniform,True
23,96372106,5,10637318,1,60,0.008965015411376953,26,34,8,31,26,34,8,31,0.0,uniform,True
24,96372106,5,10637319,1,60,0.03491783142089844,40,52,12,48,40,52,12,48,0.0,uniform,True
25,96372106,5,10637320,1,60,0.00896453857421875,26,34,8,29,26,34,8,29,0.0,uniform,True
26,96372106,5,10637321,1,60,0.0019948482513427734,25,33,8,27,25,33,8,27,0.0,uniform,True
27,96372106,5,10637322,1,60,0.14162755012512207,30,38,8,33,30,38,8,33,0.0,uniform,True
28,96372106,5,10637323,1,60,0.015982389450073242,33,44,11,38,33,44,11,38,0.0,uniform,True
29,96372106,5,10637324,1,60,0.0019948482513427734,27,36,9,33,27,36,9,33,0.0,uniform,True
30,96372106,5,10637325,1,60,0.008976221084594727,24,37,13,32,24,37,13,32,0.0,uniform,True
31,96372106,5,10637326,1,60,0.07778811454772949,37,49,12,43,37,49,12,43,0.0,uniform,True
32,96372106,5,10637327,1,60,0.06282830238342285,37,47,10,41,37,47,10,41,0.0,uniform,True
33,96372106,5,10637328,1,60,0.027926206588745117,39,52,13,45,39,52,13,45,0.0,uniform,True
34,96372106,5,10637329,1,60,0.09774184226989746,35,46,11,41,35,46,11,41,0.0,uniform,True
35,96372106,5,10637330,1,60,0.0029921531677246094,24,32,8,28,24,32,8,28,0.0,uniform,True
36,96372106,5,10637331,1,60,0.02792501449584961,24,33,9,28,24,33,9,28,0.0,uniform,True
37,96372106,5,10637332,1,60,0.010991811752319336,27,39,12,32,27,39,12,32,0.0,uniform,True
38,96372106,5,10637333,1,60,0.11069035530090332,34,43,9,38,34,43,9,38,0.0,uniform,True
39,96372106,5,10637334,1,60,0.013962745666503906,32,45,13,41,32,45,13,41,0.0,uniform,True
40,96372106,5,10637335,1,60,0.0019948482513427734,14,16,2,15,14,16,2,15,0.0,uniform,True
41,96372106,5,10637336,1,60,0.09477782249450684,46,56,10,52,46,56,10,52,0.0,uniform,True
42,96372106,5,10637337,1,60,0.012969970703125,30,39,9,32,30,39,9,32,0.0,uniform,True
43,96372106,5,10637338,1,60,0.048888206481933594,35,43,8,40,35,43,8,40,0.0,uniform,True
44,96372106,5,10637339,1,60,0.08477330207824707,33,41,8,38,33,41,8,38,0.0,uniform,True
45,96372106,5,10637340,1,60,0.0070056915283203125,29,41,12,34,29,41,12,34,0.0,uniform,True
46,96372106,5,10637341,1,60,0.002995729446411133,24,34,10,30,24,34,10,30,0.0,uniform,True
47,96372106,5,10637342,1,60,0.006000995635986328,29,36,7,34,29,36,7,34,0.0,uniform,True
48,96372106,5,10637343,1,60,0.00797891616821289,27,36,9,33,27,36,9,33,0.0,uniform,True
49,96372106,5,10637344,1,60,0.013983488082885742,29,41,12,38,29,41,12,38,0.0,uniform,True
50,96372106,5,10637345,1,60,0.03789567947387695,44,58,14,50,44,58,14,50,0.0,uniform,True
