Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,2,10637296,0,60,0.008108377456665039,13,13,0,13,13,13,0,13,0.0,uniform,False
2,96372106,2,10637297,0,60,0.006680488586425781,11,11,0,11,11,11,0,11,0.0,uniform,False
3,96372106,2,10637298,0,60,0.009273052215576172,18,18,0,18,18,18,0,18,0.0,uniform,False
4,96372106,2,10637299,0,60,0.007921934127807617,14,14,0,14,14,14,0,14,0.0,uniform,False
5,96372106,2,10637300,0,60,0.008196115493774414,14,14,0,14,14,14,0,14,0.0,uniform,False
6,96372106,2,10637301,0,60,0.006644487380981445,11,11,0,11,11,11,0,11,0.0,uniform,False
7,96372106,2,10637302,0,60,0.00936746597290039,17,17,0,17,17,17,0,17,0.0,uniform,False
8,96372106,2,10637303,0,60,0.00714111328125,13,13,0,13,13,13,0,13,0.0,uniform,False
9,96372106,2,10637304,0,60,0.015285968780517578,14,14,0,14,14,14,0,14,0.0,uniform,False
10,96372106,2,10637305,0,60,0.0077593326568603516,15,15,0,15,15,15,0,15,0.0,uniform,False
11,96372106,2,10637306,0,60,0.0052835941314697266,6,6,0,6,6,6,0,6,0.0,uniform,False
12,96372106,2,10637307,0,60,0.00700688362121582,13,13,0,13,13,13,0,13,0.0,uniform,False
13,96372106,2,10637308,0,60,0.005974531173706055,11,11,0,11,11,11,0,11,0.0,uniform,False
14,96372106,2,10637309,0,60,0.006781578063964844,17,17,0,17,17,17,0,17,0.0,uniform,False
15,96372106,2,10637310,0,60,0.008164644241333008,13,13,0,13,13,13,0,13,0.0,uniform,False
16,96372106,2,10637311,0,60,0.004618644714355469,7,7,0,7,7,7,0,7,0.0,uniform,False
17,96372106,2,10637312,0,60,0.020679235458374023,10,10,0,10,10,10,0,10,0.0,uniform,False
18,96372106,2,10637313,0,60,0.007184505462646484,14,14,0,14,14,14,0,14,0.0,uniform,False
19,96372106,2,10637314,0,60,0.06922483444213867,14,14,0,14,14,14,0,14,0.0,uniform,False
20,96372106,2,10637315,0,60,0.005870819091796875,10,10,0,10,10,10,0,10,0.0,uniform,False
21,96372106,2,10637316,0,60,0.0065457820892333984,14,14,0,14,14,14,0,14,0.0,uniform,False
22,96372106,2,10637317,0,60,0.0055963993072509766,10,10,0,10,10,10,0,10,0.0,uniform,False
23,96372106,2,10637318,0,60,0.00397038459777832,10,10,0,10,10,10,0,10,0.0,uniform,False
24,96372106,2,10637319,0,60,0.0045490264892578125,14,14,0,14,14,14,0,14,0.0,uniform,False
25,96372106,2,10637320,0,60,0.0046269893646240234,6,6,0,6,6,6,0,6,0.0,uniform,False
26,96372106,2,10637321,0,60,0.005478858947753906,9,9,0,9,9,9,0,9,0.0,uniform,False
27,96372106,2,10637322,0,60,0.0037996768951416016,7,7,0,7,7,7,0,7,0.0,uniform,False
28,96372106,2,10637323,0,60,0.005614280700683594,17,17,0,17,17,17,0,17,0.0,uniform,False
29,96372106,2,10637324,0,60,0.0020563602447509766,4,4,0,4,4,4,0,4,0.0,uniform,False
30,96372106,2,10637325,0,60,0.003802061080932617,10,10,0,10,10,10,0,10,0.0,uniform,False
31,96372106,2,10637326,0,60,0.003838062286376953,11,11,0,11,11,11,0,11,0.0,uniform,False
32,96372106,2,10637327,0,60,0.0030546188354492188,9,9,0,9,9,9,0,9,0.0,uniform,False
33,96372106,2,10637328,0,60,0.006949186325073242,11,11,0,11,11,11,0,11,0.0,uniform,False
34,96372106,2,10637329,0,60,0.0027773380279541016,7,7,0,7,7,7,0,7,0.0,uniform,False
35,96372106,2,10637330,0,60,0.0023956298828125,6,6,0,6,6,6,0,6,0.0,uniform,False
36,96372106,2,10637331,0,60,0.0038471221923828125,12,12,0,12,12,12,0,12,0.0,uniform,False
37,96372106,2,10637332,0,60,0.0030243396759033203,9,9,0,9,9,9,0,9,0.0,uniform,False
38,96372106,2,10637333,0,60,0.003309011459350586,10,10,0,10,10,10,0,10,0.0,uniform,False
39,96372106,2,10637334,0,60,0.003593921661376953,10,10,0,10,10,10,0,10,0.0,uniform,False
40,96372106,2,10637335,0,60,0.0013918876647949219,2,2,0,2,2,2,0,2,0.0,uniform,False
41,96372106,2,10637336,0,60,0.006954193115234375,15,15,0,15,15,15,0,15,0.0,uniform,False
42,96372106,2,10637337,0,60,0.0059282779693603516,11,11,0,11,11,11,0,11,0.0,uniform,False
43,96372106,2,10637338,0,60,0.008698701858520508,16,16,0,16,16,16,0,16,0.0,uniform,False
44,96372106,2,10637339,0,60,0.030002355575561523,9,9,0,9,9,9,0,9,0.0,uniform,False
45,96372106,2,10637340,0,60,0.005818605422973633,12,12,0,12,12,12,0,12,0.0,uniform,False
46,96372106,2,10637341,0,60,0.005248546600341797,11,11,0,11,11,11,0,11,0.0,uniform,False
47,96372106,2,10637342,0,60,0.003912210464477539,6,6,0,6,6,6,0,6,0.0,uniform,False
48,96372106,2,10637343,0,60,0.004779815673828125,9,9,0,9,9,9,0,9,0.0,uniform,False
49,96372106,2,10637344,0,60,0.007128715515136719,13,13,0,13,13,13,0,13,0.0,uniform,False
50,96372106,2,10637345,0,60,0.0068132877349853516,16,16,0,16,16,16,0,16,0.0,uniform,False
