Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,4,60,0.16057038307189941,61,106,45,106,110,110,0,110,1.0,uniform,True
2,96372106,5,10637297,4,60,0.014984369277954102,44,74,30,74,74,74,0,74,1.0,uniform,True
3,96372106,5,10637298,4,60,0.3211367130279541,59,114,55,114,114,114,0,114,1.0,uniform,True
4,96372106,5,10637299,4,60,57.95394778251648,66,115,49,115,114,114,0,114,1.0,uniform,True
5,96372106,5,10637300,4,60,42.07739591598511,94,127,33,127,125,125,0,125,1.0,uniform,True
6,96372106,5,10637301,4,60,0.11270737648010254,54,90,36,90,91,91,0,91,1.0,uniform,True
7,96372106,5,10637302,4,60,10.4011709690094,90,139,49,139,139,139,0,139,1.0,uniform,True
8,96372106,5,10637303,4,60,0.049848079681396484,50,90,40,90,87,87,0,87,1.0,uniform,True
9,96372106,5,10637304,4,60,0.5026557445526123,52,87,35,87,85,85,0,85,1.0,uniform,True
10,96372106,5,10637305,4,60,8.733640432357788,64,107,43,107,96,96,0,96,1.0,uniform,True
11,96372106,5,10637306,4,60,0.16057610511779785,47,99,52,99,96,96,0,96,1.0,uniform,True
12,96372106,5,10637307,4,60,0.12666034698486328,57,102,45,102,103,103,0,103,1.0,uniform,True
13,96372106,5,10637308,4,60,0.6243021488189697,62,110,48,110,107,107,0,107,1.0,uniform,True
14,96372106,5,10637309,4,60,14.471315145492554,63,99,36,99,98,98,0,98,1.0,uniform,True
15,96372106,5,10637310,4,60,50.22961139678955,76,123,47,123,129,129,0,129,1.0,uniform,True
16,96372106,5,10637311,4,60,0.11967992782592773,54,99,45,99,95,95,0,95,1.0,uniform,True
17,96372106,5,10637312,4,60,3.2642862796783447,49,74,25,74,82,82,0,82,1.0,uniform,True
18,96372106,5,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,True
19,96372106,5,10637314,4,60,16.97161364555359,61,91,30,91,117,117,0,117,1.0,uniform,True
20,96372106,5,10637315,4,60,0.3779771327972412,67,110,43,110,107,107,0,107,1.0,uniform,True
21,96372106,5,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,True
22,96372106,5,10637317,4,60,0.07976198196411133,43,91,48,91,92,92,0,92,1.0,uniform,True
23,96372106,5,10637318,4,60,0.8886289596557617,51,101,50,101,83,83,0,83,1.0,uniform,True
24,96372106,5,10637319,4,60,8.7914719581604,72,112,40,112,111,111,0,111,1.0,uniform,True
25,96372106,5,10637320,4,60,0.039893388748168945,46,84,38,84,89,89,0,89,1.0,uniform,True
26,96372106,5,10637321,4,60,0.015957355499267578,38,80,42,80,73,73,0,73,1.0,uniform,True
27,96372106,5,10637322,4,60,1.171895980834961,62,97,35,97,110,110,0,110,1.0,uniform,True
28,96372106,5,10637323,4,60,11.945069313049316,64,103,39,103,106,106,0,106,1.0,uniform,True
29,96372106,5,10637324,4,60,26.461212396621704,52,89,37,89,85,85,0,85,1.0,uniform,True
30,96372106,5,10637325,4,60,0.14959955215454102,42,75,33,75,74,74,0,74,1.0,uniform,True
31,96372106,5,10637326,4,60,0.673198938369751,65,98,33,98,102,102,0,102,1.0,uniform,True
32,96372106,5,10637327,4,60,1.537851095199585,59,100,41,100,94,94,0,94,1.0,uniform,True
33,96372106,5,10637328,4,60,0.16355562210083008,65,100,35,100,99,99,0,99,1.0,uniform,True
34,96372106,5,10637329,4,60,27.566251754760742,63,98,35,98,98,98,0,98,1.0,uniform,True
35,96372106,5,10637330,4,60,0.015975475311279297,40,80,40,80,80,80,0,80,1.0,uniform,True
36,96372106,5,10637331,4,60,0.027920961380004883,35,63,28,63,63,63,0,63,1.0,uniform,True
37,96372106,5,10637332,4,60,0.18552398681640625,42,80,38,80,80,80,0,80,1.0,uniform,True
38,96372106,5,10637333,4,60,0.49864864349365234,52,91,39,91,90,90,0,90,1.0,uniform,True
39,96372106,5,10637334,4,60,0.03487062454223633,48,86,38,86,92,92,0,92,1.0,uniform,True
40,96372106,5,10637335,4,60,0.005982875823974609,23,45,22,45,45,45,0,45,1.0,uniform,True
41,96372106,5,10637336,4,60,41.36028814315796,86,130,44,130,138,138,0,138,1.0,uniform,True
42,96372106,5,10637337,4,60,0.4508209228515625,41,76,35,76,75,75,0,75,1.0,uniform,True
43,96372106,5,10637338,4,60,0.05782461166381836,50,103,53,103,103,103,0,103,1.0,uniform,True
44,96372106,5,10637339,4,60,10.270488023757935,62,89,27,89,83,83,0,83,1.0,uniform,True
45,96372106,5,10637340,4,60,0.2683093547821045,51,85,34,85,84,84,0,84,1.0,uniform,True
46,96372106,5,10637341,4,60,0.021923065185546875,51,95,44,95,95,95,0,95,1.0,uniform,True
47,96372106,5,10637342,4,60,0.31615614891052246,48,82,34,82,82,82,0,82,1.0,uniform,True
48,96372106,5,10637343,4,60,0.11069035530090332,52,91,39,91,88,88,0,88,1.0,uniform,True
49,96372106,5,10637344,4,60,9.68005633354187,53,91,38,91,90,90,0,90,1.0,uniform,True
50,96372106,5,10637345,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,True
