Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,4,10637296,4,60,0.05257248878479004,47,80,33,61,63,2,0.5,False
2,96372106,4,10637297,4,60,0.008063316345214844,34,51,17,42,42,0,0.5,False
3,96372106,4,10637298,4,60,0.2788889408111572,50,94,44,69,73,4,0.5,False
4,96372106,4,10637299,4,60,0.027658462524414062,41,86,45,59,71,12,0.5,False
5,96372106,4,10637300,4,60,1.9572300910949707,65,102,37,79,88,9,0.5,False
6,96372106,4,10637301,4,60,0.07281160354614258,51,84,33,67,67,0,0.5,False
7,96372106,4,10637302,4,60,2.280177116394043,56,110,54,82,85,3,0.5,False
8,96372106,4,10637303,4,60,0.009038209915161133,38,72,34,58,64,6,0.5,False
9,96372106,4,10637304,4,60,0.01297616958618164,34,65,31,43,46,3,0.5,False
10,96372106,4,10637305,4,60,1.5500240325927734,52,90,38,69,69,0,0.5,False
11,96372106,4,10637306,4,60,0.01993870735168457,28,61,33,38,43,5,0.5,False
12,96372106,4,10637307,4,60,0.08985662460327148,55,99,44,73,88,15,0.5,False
13,96372106,4,10637308,4,60,0.3568723201751709,53,96,43,68,70,2,0.5,False
14,96372106,4,10637309,4,60,5.481223821640015,53,83,30,64,65,1,0.5,False
15,96372106,4,10637310,4,60,41.88180923461914,68,111,43,80,89,9,0.5,False
16,96372106,4,10637311,4,60,0.03494071960449219,39,82,43,57,67,10,0.5,False
17,96372106,4,10637312,4,60,0.0100250244140625,40,69,29,47,53,6,0.5,False
18,96372106,4,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,False
19,96372106,4,10637314,4,60,17.28191065788269,55,91,36,65,73,8,0.5,False
20,96372106,4,10637315,4,60,0.05385112762451172,46,84,38,68,73,5,0.5,False
21,96372106,4,10637316,4,60,5.980898141860962,51,89,38,66,75,9,0.5,False
22,96372106,4,10637317,4,60,0.04095745086669922,34,71,37,49,60,11,0.5,False
23,96372106,4,10637318,4,60,0.9179039001464844,46,89,43,57,57,0,0.5,False
24,96372106,4,10637319,4,60,0.9379072189331055,54,86,32,68,72,4,0.5,False
25,96372106,4,10637320,4,60,0.032906532287597656,32,60,28,43,44,1,0.5,False
26,96372106,4,10637321,4,60,0.003983020782470703,31,65,34,53,57,4,0.5,False
27,96372106,4,10637322,4,60,0.20541000366210938,34,70,36,49,49,0,0.5,False
28,96372106,4,10637323,4,60,0.9563724994659424,51,84,33,63,68,5,0.5,False
29,96372106,4,10637324,4,60,0.0059833526611328125,35,67,32,46,58,12,0.5,False
30,96372106,4,10637325,4,60,0.1286487579345703,35,60,25,45,48,3,0.5,False
31,96372106,4,10637326,4,60,0.32326412200927734,56,88,32,69,78,9,0.5,False
32,96372106,4,10637327,4,60,0.20697999000549316,47,77,30,61,69,8,0.5,False
33,96372106,4,10637328,4,60,0.05551910400390625,50,96,46,72,75,3,0.5,False
34,96372106,4,10637329,4,60,0.007470130920410156,41,70,29,54,58,4,0.5,False
35,96372106,4,10637330,4,60,0.008978843688964844,31,58,27,38,43,5,0.5,False
36,96372106,4,10637331,4,60,0.016994953155517578,31,58,27,43,48,5,0.5,False
37,96372106,4,10637332,4,60,0.18170571327209473,29,58,29,38,42,4,0.5,False
38,96372106,4,10637333,4,60,0.01202702522277832,41,66,25,54,56,2,0.5,False
39,96372106,4,10637334,4,60,0.005040168762207031,33,71,38,47,48,1,0.5,False
40,96372106,4,10637335,4,60,0.002985715866088867,19,33,14,24,32,8,0.5,False
41,96372106,4,10637336,4,60,3.3014891147613525,67,112,45,93,98,5,0.5,False
42,96372106,4,10637337,4,60,0.2050788402557373,35,64,29,47,49,2,0.5,False
43,96372106,4,10637338,4,60,0.039130210876464844,45,91,46,66,75,9,0.5,False
44,96372106,4,10637339,4,60,2.204176425933838,40,63,23,55,57,2,0.5,False
45,96372106,4,10637340,4,60,0.06396055221557617,44,82,38,58,74,16,0.5,False
46,96372106,4,10637341,4,60,0.0049517154693603516,34,65,31,47,52,5,0.5,False
47,96372106,4,10637342,4,60,0.23345065116882324,35,62,27,49,54,5,0.5,False
48,96372106,4,10637343,4,60,0.012989997863769531,33,60,27,42,53,11,0.5,False
49,96372106,4,10637344,4,60,7.368624448776245,44,77,33,60,62,2,0.5,False
50,96372106,4,10637345,4,60,0.048900604248046875,55,100,45,78,88,10,0.5,False
