Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,6,10637296,4,60,0.09774017333984375,65,112,47,79,97,18,0.5,False
2,96372106,6,10637297,4,60,3.655210018157959,74,109,35,93,95,2,0.5,False
3,96372106,6,10637298,4,60,0.272291898727417,62,118,56,82,94,12,0.5,False
4,96372106,6,10637299,4,60,11.33962607383728,86,144,58,101,111,10,0.5,False
5,96372106,6,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,False
6,96372106,6,10637301,4,60,0.0997319221496582,59,98,39,75,75,0,0.5,False
7,96372106,6,10637302,4,60,5.305804252624512,98,155,57,125,128,3,0.5,False
8,96372106,6,10637303,4,60,0.04089093208312988,58,99,41,75,75,0,0.5,False
9,96372106,6,10637304,4,60,0.3191382884979248,61,101,40,81,82,1,0.5,False
10,96372106,6,10637305,4,60,9.0876305103302,71,120,49,92,101,9,0.5,False
11,96372106,6,10637306,4,60,0.3500633239746094,62,118,56,88,93,5,0.5,False
12,96372106,6,10637307,4,60,1.9547765254974365,85,128,43,96,106,10,0.5,False
13,96372106,6,10637308,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,False
14,96372106,6,10637309,4,60,9.672110319137573,54,104,50,71,77,6,0.5,False
15,96372106,6,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,False
16,96372106,6,10637311,4,60,0.09573245048522949,75,116,41,101,104,3,0.5,False
17,96372106,6,10637312,4,60,3.01291561126709,54,98,44,69,72,3,0.5,False
18,96372106,6,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,False
19,96372106,6,10637314,4,60,19.626523733139038,80,127,47,103,107,4,0.5,False
20,96372106,6,10637315,4,60,1.0730974674224854,89,148,59,109,114,5,0.5,False
21,96372106,6,10637316,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,False
22,96372106,6,10637317,4,60,0.07280993461608887,61,105,44,73,83,10,0.5,False
23,96372106,6,10637318,4,60,0.9255445003509521,53,89,36,69,72,3,0.5,False
24,96372106,6,10637319,4,60,11.829404592514038,94,147,53,112,125,13,0.5,False
25,96372106,6,10637320,4,60,0.029919862747192383,51,95,44,71,81,10,0.5,False
26,96372106,6,10637321,4,60,0.7819077968597412,52,92,40,63,72,9,0.5,False
27,96372106,6,10637322,4,60,0.8277945518493652,79,132,53,107,110,3,0.5,False
28,96372106,6,10637323,4,60,14.392468690872192,76,116,40,89,105,16,0.5,False
29,96372106,6,10637324,4,60,25.468916416168213,78,109,31,84,92,8,0.5,False
30,96372106,6,10637325,4,60,0.1306629180908203,57,96,39,75,77,2,0.5,False
31,96372106,6,10637326,4,60,0.3061802387237549,81,125,44,101,109,8,0.5,False
32,96372106,6,10637327,4,60,2.0166001319885254,67,120,53,97,107,10,0.5,False
33,96372106,6,10637328,4,60,0.10870003700256348,78,124,46,97,108,11,0.5,False
34,96372106,6,10637329,4,60,27.958167552947998,75,120,45,91,97,6,0.5,False
35,96372106,6,10637330,4,60,0.027931928634643555,55,103,48,68,88,20,0.5,False
36,96372106,6,10637331,4,60,0.020943880081176758,41,76,35,60,61,1,0.5,False
37,96372106,6,10637332,4,60,1.0202443599700928,55,101,46,86,89,3,0.5,False
38,96372106,6,10637333,4,60,10.768248319625854,71,109,38,83,85,2,0.5,False
39,96372106,6,10637334,4,60,0.15456604957580566,72,115,43,90,104,14,0.5,False
40,96372106,6,10637335,4,60,0.11269569396972656,36,66,30,45,54,9,0.5,False
41,96372106,6,10637336,4,60,-1,-1,-1,-1,-1,-1,-1,0.5,False
42,96372106,6,10637337,4,60,0.3720369338989258,46,87,41,56,60,4,0.5,False
43,96372106,6,10637338,4,60,2.599026918411255,69,121,52,91,98,7,0.5,False
44,96372106,6,10637339,4,60,47.32143306732178,75,127,52,98,104,6,0.5,False
45,96372106,6,10637340,4,60,0.21640419960021973,66,102,36,84,89,5,0.5,False
46,96372106,6,10637341,4,60,0.29921889305114746,67,129,62,88,99,11,0.5,False
47,96372106,6,10637342,4,60,0.23637080192565918,56,93,37,74,86,12,0.5,False
48,96372106,6,10637343,4,60,7.133854150772095,68,100,32,75,84,9,0.5,False
49,96372106,6,10637344,4,60,8.925122022628784,64,105,41,86,91,5,0.5,False
50,96372106,6,10637345,4,60,35.29859900474548,99,156,57,128,128,0,0.5,False
