Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,10,10637296,2,60,6.769653558731079,0.011419057846069336,78,112,34,78,78,78,0,78,1.0,min,Min Worst Case,False
2,96372106,10,10637297,2,60,0.2872951030731201,0.01399374008178711,90,120,30,90,90,90,0,90,1.0,min,Min Worst Case,False
3,96372106,10,10637298,2,60,23.082178115844727,0.011441707611083984,88,120,32,88,88,88,0,88,1.0,min,Min Worst Case,False
4,96372106,10,10637299,2,60,0.4143803119659424,0.014819860458374023,94,126,32,94,94,94,0,94,1.0,min,Min Worst Case,False
5,96372106,10,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
6,96372106,10,10637301,2,60,31.114925861358643,0.012572288513183594,69,103,34,69,69,69,0,69,1.0,min,Min Worst Case,False
7,96372106,10,10637302,2,60,24.682057857513428,0.020334243774414062,109,146,37,109,109,109,0,109,1.0,min,Min Worst Case,False
8,96372106,10,10637303,2,60,0.019154787063598633,0.009405374526977539,67,104,37,67,67,67,0,67,1.0,min,Min Worst Case,False
9,96372106,10,10637304,2,60,0.014970779418945312,0.007175922393798828,61,87,26,61,61,61,0,61,1.0,min,Min Worst Case,False
10,96372106,10,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
11,96372106,10,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
12,96372106,10,10637307,2,60,4.0864551067352295,0.01446533203125,94,127,33,94,94,94,0,94,1.0,min,Min Worst Case,False
13,96372106,10,10637308,2,60,4.714432001113892,0.017053604125976562,93,139,46,93,93,93,0,93,1.0,min,Min Worst Case,False
14,96372106,10,10637309,2,60,0.11203336715698242,0.013772726058959961,94,130,36,94,94,94,0,94,1.0,min,Min Worst Case,False
15,96372106,10,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
16,96372106,10,10637311,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
17,96372106,10,10637312,2,60,1.8053526878356934,0.009318113327026367,67,95,28,67,67,67,0,67,1.0,min,Min Worst Case,False
18,96372106,10,10637313,2,60,1.053804874420166,0.01675868034362793,99,131,32,99,99,99,0,99,1.0,min,Min Worst Case,False
19,96372106,10,10637314,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
20,96372106,10,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
21,96372106,10,10637316,2,60,0.6321773529052734,0.012119770050048828,90,128,38,90,90,90,0,90,1.0,min,Min Worst Case,False
22,96372106,10,10637317,2,60,0.03928184509277344,0.011771678924560547,87,126,39,87,87,87,0,87,1.0,min,Min Worst Case,False
23,96372106,10,10637318,2,60,0.005609750747680664,0.00784611701965332,68,106,38,68,68,68,0,68,1.0,min,Min Worst Case,False
24,96372106,10,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
25,96372106,10,10637320,2,60,0.15621709823608398,0.010267972946166992,71,106,35,71,71,71,0,71,1.0,min,Min Worst Case,False
26,96372106,10,10637321,2,60,2.7894577980041504,0.011113166809082031,80,114,34,80,80,80,0,80,1.0,min,Min Worst Case,False
27,96372106,10,10637322,2,60,41.427727937698364,0.01413416862487793,87,119,32,87,87,87,0,87,1.0,min,Min Worst Case,False
28,96372106,10,10637323,2,60,3.700347900390625,0.019196748733520508,99,129,30,99,99,99,0,99,1.0,min,Min Worst Case,False
29,96372106,10,10637324,2,60,0.17246198654174805,0.008071660995483398,67,97,30,67,67,67,0,67,1.0,min,Min Worst Case,False
30,96372106,10,10637325,2,60,2.448523998260498,0.011204719543457031,81,110,29,81,81,81,0,81,1.0,min,Min Worst Case,False
31,96372106,10,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
32,96372106,10,10637327,2,60,0.07876062393188477,0.009821176528930664,73,103,30,73,73,73,0,73,1.0,min,Min Worst Case,False
33,96372106,10,10637328,2,60,0.10309267044067383,0.009445905685424805,81,111,30,81,81,81,0,81,1.0,min,Min Worst Case,False
34,96372106,10,10637329,2,60,0.04711604118347168,0.010810375213623047,80,117,37,80,80,80,0,80,1.0,min,Min Worst Case,False
35,96372106,10,10637330,2,60,55.21293592453003,0.01467442512512207,91,130,39,91,91,91,0,91,1.0,min,Min Worst Case,False
36,96372106,10,10637331,2,60,1.237443447113037,0.008858442306518555,72,103,31,72,72,72,0,72,1.0,min,Min Worst Case,False
37,96372106,10,10637332,2,60,0.2970132827758789,0.008811473846435547,66,91,25,66,66,66,0,66,1.0,min,Min Worst Case,False
38,96372106,10,10637333,2,60,0.907200813293457,0.012670278549194336,84,116,32,84,84,84,0,84,1.0,min,Min Worst Case,False
39,96372106,10,10637334,2,60,0.18399572372436523,0.011248350143432617,87,126,39,87,87,87,0,87,1.0,min,Min Worst Case,False
40,96372106,10,10637335,2,60,0.17319154739379883,0.012596607208251953,77,109,32,77,77,77,0,77,1.0,min,Min Worst Case,False
41,96372106,10,10637336,2,60,21.415313720703125,0.02158522605895996,106,147,41,106,106,106,0,106,1.0,min,Min Worst Case,False
42,96372106,10,10637337,2,60,0.07747435569763184,0.008140802383422852,66,94,28,66,66,66,0,66,1.0,min,Min Worst Case,False
43,96372106,10,10637338,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
44,96372106,10,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
45,96372106,10,10637340,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
46,96372106,10,10637341,2,60,0.41942667961120605,0.009177207946777344,68,99,31,68,68,68,0,68,1.0,min,Min Worst Case,False
47,96372106,10,10637342,2,60,0.7439610958099365,0.014946937561035156,85,126,41,85,85,85,0,85,1.0,min,Min Worst Case,False
48,96372106,10,10637343,2,60,23.991926670074463,0.010729551315307617,70,108,38,70,70,70,0,70,1.0,min,Min Worst Case,False
