Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,10,10637296,1,60,9.403969049453735,0.0028235912322998047,62,80,18,62,62,80,18,62,0.0,min,Min Best Case,True
2,96372106,10,10637297,1,60,2.8220953941345215,0.002717733383178711,69,91,22,69,69,91,22,69,0.0,min,Min Best Case,True
3,96372106,10,10637298,1,60,0.9474515914916992,0.0027446746826171875,70,88,18,70,70,88,18,70,0.0,min,Min Best Case,True
4,96372106,10,10637299,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
5,96372106,10,10637300,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
6,96372106,10,10637301,1,60,0.349956750869751,0.0033364295959472656,54,77,23,54,54,77,23,54,0.0,min,Min Best Case,True
7,96372106,10,10637302,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
8,96372106,10,10637303,1,60,0.051583290100097656,0.002421855926513672,56,75,19,56,56,75,19,56,0.0,min,Min Best Case,True
9,96372106,10,10637304,1,60,0.0156707763671875,0.0021779537200927734,46,65,19,46,46,65,19,46,0.0,min,Min Best Case,True
10,96372106,10,10637305,1,60,127.78484511375427,0.003127574920654297,73,95,22,73,73,95,22,73,0.0,min,Min Best Case,True
11,96372106,10,10637306,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
12,96372106,10,10637307,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
13,96372106,10,10637308,1,60,3.330545425415039,0.002566099166870117,76,98,22,76,76,98,22,76,0.0,min,Min Best Case,True
14,96372106,10,10637309,1,60,90.9947235584259,0.0027332305908203125,73,96,23,73,73,96,23,73,0.0,min,Min Best Case,True
15,96372106,10,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
16,96372106,10,10637311,1,60,0.7342422008514404,0.002712249755859375,69,91,22,69,69,91,22,69,0.0,min,Min Best Case,True
17,96372106,10,10637312,1,60,0.29028820991516113,0.0024595260620117188,56,70,14,56,56,70,14,56,0.0,min,Min Best Case,True
18,96372106,10,10637313,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
19,96372106,10,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
20,96372106,10,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
21,96372106,10,10637316,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
22,96372106,10,10637317,1,60,1.080336332321167,0.0027670860290527344,72,94,22,72,72,94,22,72,0.0,min,Min Best Case,True
23,96372106,10,10637318,1,60,0.21072912216186523,0.002631664276123047,56,77,21,56,56,77,21,56,0.0,min,Min Best Case,True
24,96372106,10,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
25,96372106,10,10637320,1,60,0.03930091857910156,0.0023496150970458984,59,78,19,59,59,78,19,59,0.0,min,Min Best Case,True
26,96372106,10,10637321,1,60,9.358658790588379,0.0024280548095703125,61,81,20,61,61,81,20,61,0.0,min,Min Best Case,True
27,96372106,10,10637322,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
28,96372106,10,10637323,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
29,96372106,10,10637324,1,60,1.3308136463165283,0.002386808395385742,56,69,13,56,56,69,13,56,0.0,min,Min Best Case,True
30,96372106,10,10637325,1,60,268.0815534591675,0.002497434616088867,60,84,24,60,60,84,24,60,0.0,min,Min Best Case,True
31,96372106,10,10637326,1,60,24.84974718093872,0.003027200698852539,71,92,21,71,71,92,21,71,0.0,min,Min Best Case,True
32,96372106,10,10637327,1,60,0.0968163013458252,0.0023195743560791016,58,79,21,58,58,79,21,58,0.0,min,Min Best Case,True
33,96372106,10,10637328,1,60,235.1942069530487,0.0027151107788085938,65,85,20,65,65,85,20,65,0.0,min,Min Best Case,True
34,96372106,10,10637329,1,60,2.648956775665283,0.0030388832092285156,63,90,27,63,63,90,27,63,0.0,min,Min Best Case,True
35,96372106,10,10637330,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
36,96372106,10,10637331,1,60,0.4473898410797119,0.0025153160095214844,58,75,17,58,58,75,17,58,0.0,min,Min Best Case,True
37,96372106,10,10637332,1,60,0.10075211524963379,0.002285003662109375,50,68,18,50,50,68,18,50,0.0,min,Min Best Case,True
38,96372106,10,10637333,1,60,101.6694507598877,0.002954244613647461,66,89,23,66,66,89,23,66,0.0,min,Min Best Case,True
39,96372106,10,10637334,1,60,0.2797675132751465,0.002406597137451172,68,94,26,68,68,94,26,68,0.0,min,Min Best Case,True
40,96372106,10,10637335,1,60,0.214630126953125,0.0028595924377441406,59,74,15,59,59,74,15,59,0.0,min,Min Best Case,True
41,96372106,10,10637336,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,True
42,96372106,10,10637337,1,60,0.07643508911132812,0.0023088455200195312,54,74,20,54,54,74,20,54,0.0,min,Min Best Case,True
43,96372106,10,10637338,1,60,5.382346868515015,0.0026259422302246094,65,86,21,65,65,86,21,65,0.0,min,Min Best Case,True
44,96372106,10,10637339,1,60,250.03017377853394,0.0030515193939208984,76,101,25,76,76,101,25,76,0.0,min,Min Best Case,True
45,96372106,10,10637340,1,60,8.513285160064697,0.002751588821411133,65,84,19,65,65,84,19,65,0.0,min,Min Best Case,True
46,96372106,10,10637341,1,60,0.2383592128753662,0.0024449825286865234,55,71,16,55,55,71,16,55,0.0,min,Min Best Case,True
47,96372106,10,10637342,1,60,7.43511700630188,0.0023703575134277344,66,85,19,66,66,85,19,66,0.0,min,Min Best Case,True
48,96372106,10,10637343,1,60,1.1125056743621826,0.002637147903442383,60,79,19,60,60,79,19,60,0.0,min,Min Best Case,True
49,96372106,10,10637344,1,60,24.917839527130127,0.0030450820922851562,67,93,26,67,67,93,26,67,0.0,min,Min Best Case,True
