Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,7,10637296,2,60,0.005768775939941406,0.0064547061920166016,49,80,31,80,71,80,9,80,0.5,max,Min Best Case,False
2,96372106,7,10637297,2,60,14.468498945236206,0.005518198013305664,54,75,21,75,73,75,2,75,0.5,max,Min Best Case,False
3,96372106,7,10637298,2,60,0.4629380702972412,0.005667448043823242,54,84,30,84,77,83,6,83,0.5,max,Min Best Case,False
4,96372106,7,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Best Case,False
5,96372106,7,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Best Case,False
6,96372106,7,10637301,2,60,0.0618891716003418,0.006132841110229492,43,69,26,69,64,69,5,69,0.5,max,Min Best Case,False
7,96372106,7,10637302,2,60,101.00250482559204,0.008183479309082031,67,105,38,105,96,104,8,104,0.5,max,Min Best Case,False
8,96372106,7,10637303,2,60,0.011606454849243164,0.005589008331298828,46,79,33,79,70,77,7,77,0.5,max,Min Best Case,False
9,96372106,7,10637304,2,60,0.017868995666503906,0.004428386688232422,48,69,21,69,69,69,0,69,0.5,max,Min Best Case,False
10,96372106,7,10637305,2,60,27.11061954498291,0.0053958892822265625,55,83,28,83,75,83,8,83,0.5,max,Min Best Case,False
11,96372106,7,10637306,2,60,3.714259147644043,0.007729053497314453,52,85,33,85,79,85,6,85,0.5,max,Min Best Case,False
12,96372106,7,10637307,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Best Case,False
13,96372106,7,10637308,2,60,7.707302570343018,0.007153511047363281,63,104,41,104,97,102,5,102,0.5,max,Min Best Case,False
14,96372106,7,10637309,2,60,0.38394975662231445,0.004869937896728516,53,77,24,77,70,77,7,77,0.5,max,Min Best Case,False
15,96372106,7,10637310,2,60,4.830719947814941,0.008016347885131836,66,103,37,103,94,100,6,100,0.5,max,Min Best Case,False
16,96372106,7,10637311,2,60,0.004930257797241211,0.00457763671875,55,85,30,85,76,85,9,85,0.5,max,Min Best Case,False
17,96372106,7,10637312,2,60,4.989988565444946,0.004952430725097656,42,68,26,68,64,68,4,68,0.5,max,Min Best Case,False
18,96372106,7,10637313,2,60,4.94213080406189,0.005563259124755859,61,95,34,95,87,92,5,92,0.5,max,Min Best Case,False
19,96372106,7,10637314,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Best Case,False
20,96372106,7,10637315,2,60,41.032198667526245,0.008707046508789062,67,111,44,111,102,111,9,111,0.5,max,Min Best Case,False
21,96372106,7,10637316,2,60,33.78500485420227,0.0072784423828125,74,108,34,108,103,108,5,108,0.5,max,Min Best Case,False
22,96372106,7,10637317,2,60,0.07634663581848145,0.006541013717651367,59,88,29,88,86,88,2,88,0.5,max,Min Best Case,False
23,96372106,7,10637318,2,60,0.005166769027709961,0.006944417953491211,39,67,28,67,65,67,2,67,0.5,max,Min Best Case,False
24,96372106,7,10637319,2,60,269.35426473617554,0.008831262588500977,67,117,50,117,111,117,6,117,0.5,max,Min Best Case,False
25,96372106,7,10637320,2,60,0.00864267349243164,0.004015207290649414,40,63,23,63,58,63,5,63,0.5,max,Min Best Case,False
26,96372106,7,10637321,2,60,0.1541156768798828,0.003769397735595703,46,74,28,74,67,73,6,73,0.5,max,Min Best Case,False
27,96372106,7,10637322,2,60,0.5245001316070557,0.008062362670898438,57,90,33,90,84,88,4,88,0.5,max,Min Best Case,False
28,96372106,7,10637323,2,60,0.1609327793121338,0.006591081619262695,57,90,33,90,82,89,7,89,0.5,max,Min Best Case,False
29,96372106,7,10637324,2,60,2.888847827911377,0.005307197570800781,47,67,20,67,61,66,5,66,0.5,max,Min Best Case,False
30,96372106,7,10637325,2,60,0.17803740501403809,0.005239248275756836,49,78,29,78,74,77,3,77,0.5,max,Min Best Case,False
31,96372106,7,10637326,2,60,92.4475450515747,0.0063288211822509766,68,100,32,100,98,100,2,100,0.5,max,Min Best Case,False
32,96372106,7,10637327,2,60,0.003240346908569336,0.0042493343353271484,50,80,30,80,73,80,7,80,0.5,max,Min Best Case,False
33,96372106,7,10637328,2,60,0.15290403366088867,0.0049326419830322266,62,97,35,97,88,97,9,97,0.5,max,Min Best Case,False
34,96372106,7,10637329,2,60,10.29388952255249,0.005593538284301758,57,86,29,86,75,85,10,85,0.5,max,Min Best Case,False
35,96372106,7,10637330,2,60,0.1482558250427246,0.00719904899597168,54,91,37,91,88,91,3,91,0.5,max,Min Best Case,False
36,96372106,7,10637331,2,60,0.10865950584411621,0.004995822906494141,42,70,28,70,68,70,2,70,0.5,max,Min Best Case,False
37,96372106,7,10637332,2,60,0.07798647880554199,0.004121303558349609,43,66,23,66,66,66,0,66,0.5,max,Min Best Case,False
38,96372106,7,10637333,2,60,2.5562586784362793,0.00430750846862793,48,75,27,75,64,74,10,74,0.5,max,Min Best Case,False
39,96372106,7,10637334,2,60,0.013280630111694336,0.0040929317474365234,60,86,26,86,82,86,4,86,0.5,max,Min Best Case,False
40,96372106,7,10637335,2,60,0.02631664276123047,0.006512641906738281,42,69,27,69,69,69,0,69,0.5,max,Min Best Case,False
41,96372106,7,10637336,2,60,149.68462085723877,0.007533550262451172,71,115,44,115,97,113,16,113,0.5,max,Min Best Case,False
42,96372106,7,10637337,2,60,0.010319709777832031,0.003566265106201172,39,58,19,58,52,58,6,58,0.5,max,Min Best Case,False
43,96372106,7,10637338,2,60,1.1669812202453613,0.007594585418701172,55,86,31,86,83,86,3,86,0.5,max,Min Best Case,False
44,96372106,7,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Best Case,False
45,96372106,7,10637340,2,60,0.02360367774963379,0.004555940628051758,49,76,27,76,69,76,7,76,0.5,max,Min Best Case,False
46,96372106,7,10637341,2,60,0.005311489105224609,0.0079498291015625,48,77,29,77,73,77,4,77,0.5,max,Min Best Case,False
47,96372106,7,10637342,2,60,0.04068589210510254,0.005398750305175781,51,86,35,86,82,85,3,85,0.5,max,Min Best Case,False
48,96372106,7,10637343,2,60,0.002565145492553711,0.0033185482025146484,37,58,21,58,54,58,4,58,0.5,max,Min Best Case,False
49,96372106,7,10637344,2,60,0.32843017578125,0.004540920257568359,46,73,27,73,65,73,8,73,0.5,max,Min Best Case,False
50,96372106,7,10637345,2,60,5.249575138092041,0.00691986083984375,66,108,42,108,102,107,5,107,0.5,max,Min Best Case,False
