Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,7,10637296,1,60,0.01946425437927246,0.0030138492584228516,44,59,15,44,44,59,15,44,0.0,min,Min Best Case,False,42,63
2,96372106,7,10637297,1,60,2.217136859893799,0.002348661422729492,45,56,11,45,45,56,11,45,0.0,min,Min Best Case,False,39,55
3,96372106,7,10637298,1,60,0.04027605056762695,0.0021827220916748047,46,57,11,46,46,57,11,46,0.0,min,Min Best Case,False,43,56
4,96372106,7,10637299,1,60,153.27572083473206,0.0030527114868164062,56,78,22,56,56,78,22,56,0.0,min,Min Best Case,False,50,82
5,96372106,7,10637300,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,False,-1,-1
6,96372106,7,10637301,1,60,0.023249149322509766,0.0025746822357177734,35,51,16,35,35,51,16,35,0.0,min,Min Best Case,False,34,52
7,96372106,7,10637302,1,60,5.318484306335449,0.0029404163360595703,55,76,21,55,55,76,21,55,0.0,min,Min Best Case,False,51,80
8,96372106,7,10637303,1,60,0.021271705627441406,0.0020308494567871094,42,53,11,42,42,53,11,42,0.0,min,Min Best Case,False,41,59
9,96372106,7,10637304,1,60,0.004708766937255859,0.0019054412841796875,36,52,16,36,36,52,16,36,0.0,min,Min Best Case,False,35,54
10,96372106,7,10637305,1,60,3.0540342330932617,0.0020570755004882812,45,62,17,45,45,62,17,45,0.0,min,Min Best Case,False,40,55
11,96372106,7,10637306,1,60,0.41867899894714355,0.0027489662170410156,43,64,21,43,43,64,21,43,0.0,min,Min Best Case,False,40,65
12,96372106,7,10637307,1,60,0.048021554946899414,0.0023653507232666016,49,70,21,49,49,70,21,49,0.0,min,Min Best Case,False,47,73
13,96372106,7,10637308,1,60,0.2732365131378174,0.0021190643310546875,55,71,16,55,55,71,16,55,0.0,min,Min Best Case,False,52,77
14,96372106,7,10637309,1,60,0.4307994842529297,0.0021758079528808594,42,58,16,42,42,58,16,42,0.0,min,Min Best Case,False,39,62
15,96372106,7,10637310,1,60,2.834789752960205,0.0026290416717529297,55,75,20,55,55,75,20,55,0.0,min,Min Best Case,False,52,77
16,96372106,7,10637311,1,60,0.005482196807861328,0.0020782947540283203,48,63,15,48,48,63,15,48,0.0,min,Min Best Case,False,47,65
17,96372106,7,10637312,1,60,0.05918288230895996,0.0018150806427001953,38,48,10,38,38,48,10,38,0.0,min,Min Best Case,False,33,45
18,96372106,7,10637313,1,60,0.12968659400939941,0.0022230148315429688,50,64,14,50,50,64,14,50,0.0,min,Min Best Case,False,45,70
19,96372106,7,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,False,-1,-1
20,96372106,7,10637315,1,60,0.07997250556945801,0.002418994903564453,56,78,22,56,56,78,22,56,0.0,min,Min Best Case,False,55,86
21,96372106,7,10637316,1,60,207.76643085479736,0.00392603874206543,60,84,24,60,60,84,24,60,0.0,min,Min Best Case,False,54,87
22,96372106,7,10637317,1,60,0.016489744186401367,0.0021212100982666016,48,67,19,48,48,67,19,48,0.0,min,Min Best Case,False,47,69
23,96372106,7,10637318,1,60,0.008545637130737305,0.0017614364624023438,33,47,14,33,33,47,14,33,0.0,min,Min Best Case,False,31,46
24,96372106,7,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Best Case,False,-1,-1
25,96372106,7,10637320,1,60,0.0031960010528564453,0.001752614974975586,34,46,12,34,34,46,12,34,0.0,min,Min Best Case,False,33,46
26,96372106,7,10637321,1,60,0.024843692779541016,0.0019412040710449219,39,55,16,39,39,55,16,39,0.0,min,Min Best Case,False,36,50
27,96372106,7,10637322,1,60,1.4020466804504395,0.0031266212463378906,51,63,12,51,51,63,12,51,0.0,min,Min Best Case,False,45,64
