Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,7,10637296,1,60,1.2925431728363037,0.10173821449279785,321,416,95,416,414,414,0,414,0.5,max,Min Best Case,False,314,410
2,96372106,7,10637297,1,60,0.8676612377166748,0.07679343223571777,329,412,83,412,412,412,0,412,0.5,max,Min Best Case,False,327,412
3,96372106,7,10637298,1,60,1.1130249500274658,0.06782102584838867,266,340,74,340,334,338,4,338,0.5,max,Min Best Case,False,259,336
4,96372106,7,10637299,1,60,0.08776545524597168,0.07576560974121094,279,359,80,359,356,359,3,359,0.5,max,Min Best Case,False,278,365
5,96372106,7,10637300,1,60,6.075753211975098,0.07476162910461426,332,413,81,413,412,413,1,413,0.5,max,Min Best Case,False,326,401
6,96372106,7,10637301,1,60,0.00993800163269043,0.0648350715637207,230,287,57,287,286,287,1,287,0.5,max,Min Best Case,False,230,287
7,96372106,7,10637302,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Best Case,False,-1,-1
8,96372106,7,10637303,1,60,0.02892279624938965,0.04586195945739746,227,284,57,284,282,283,1,283,0.5,max,Min Best Case,False,226,283
9,96372106,7,10637304,1,60,0.00695037841796875,0.03291511535644531,187,237,50,237,236,237,1,237,0.5,max,Min Best Case,False,187,237
10,96372106,7,10637305,1,60,4.446114778518677,0.06685757637023926,252,317,65,317,316,317,1,317,0.5,max,Min Best Case,False,247,318
11,96372106,7,10637306,1,60,0.01294708251953125,0.04890632629394531,200,246,46,246,244,246,2,246,0.5,max,Min Best Case,False,200,247
12,96372106,7,10637307,1,60,0.19946742057800293,0.07377839088439941,289,363,74,363,362,363,1,363,0.5,max,Min Best Case,False,283,350
13,96372106,7,10637308,1,60,14.120220184326172,0.09973311424255371,300,365,65,365,363,364,1,364,0.5,max,Min Best Case,False,293,367
14,96372106,7,10637309,1,60,0.04587697982788086,0.09071803092956543,245,311,66,311,310,311,1,311,0.5,max,Min Best Case,False,245,317
15,96372106,7,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Best Case,False,-1,-1
16,96372106,7,10637311,1,60,0.07878923416137695,0.0538792610168457,216,273,57,273,271,273,2,273,0.5,max,Min Best Case,False,215,278
17,96372106,7,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Best Case,False,-1,-1
18,96372106,7,10637313,1,60,8.445417881011963,0.08477210998535156,337,426,89,426,421,424,3,424,0.5,max,Min Best Case,False,332,432
19,96372106,7,10637314,1,60,1.453139066696167,0.10774064064025879,333,418,85,418,416,416,0,416,0.5,max,Min Best Case,False,329,417
20,96372106,7,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Best Case,False,-1,-1
21,96372106,7,10637316,1,60,0.0548093318939209,0.09973311424255371,313,401,88,401,394,401,7,401,0.5,max,Min Best Case,False,311,398
22,96372106,7,10637317,1,60,0.059865713119506836,0.06781840324401855,277,359,82,359,357,359,2,359,0.5,max,Min Best Case,False,274,357
23,96372106,7,10637318,1,60,0.006981611251831055,0.026927709579467773,162,201,39,201,198,201,3,201,0.5,max,Min Best Case,False,162,201
24,96372106,7,10637319,1,60,0.016991376876831055,0.04188799858093262,225,283,58,283,282,283,1,283,0.5,max,Min Best Case,False,224,279
25,96372106,7,10637320,1,60,0.013959646224975586,0.07878947257995605,319,393,74,393,392,393,1,393,0.5,max,Min Best Case,False,319,393
