Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,7,10637296,0,60,0.011967897415161133,0.014959096908569336,254,254,0,254,254,254,0,254,0.0,uniform,Min Worst Case,True
2,96372106,7,10637297,0,60,0.14765453338623047,0.010989904403686523,275,275,0,275,275,275,0,275,0.0,uniform,Min Worst Case,True
3,96372106,7,10637298,0,60,0.012965679168701172,0.010940313339233398,214,214,0,214,214,214,0,214,0.0,uniform,Min Worst Case,True
4,96372106,7,10637299,0,60,0.011967897415161133,0.014003992080688477,229,229,0,229,229,229,0,229,0.0,uniform,Min Worst Case,True
5,96372106,7,10637300,0,60,0.0608372688293457,0.010969400405883789,275,275,0,275,275,275,0,275,0.0,uniform,Min Worst Case,True
6,96372106,7,10637301,0,60,0.05585074424743652,0.012999773025512695,177,177,0,177,177,177,0,177,0.0,uniform,Min Worst Case,True
7,96372106,7,10637302,0,60,0.21741795539855957,0.01588296890258789,237,237,0,237,237,237,0,237,0.0,uniform,Min Worst Case,True
8,96372106,7,10637303,0,60,0.008034467697143555,0.009976625442504883,179,179,0,179,179,179,0,179,0.0,uniform,Min Worst Case,True
9,96372106,7,10637304,0,60,0.07679438591003418,0.007500171661376953,166,166,0,166,166,166,0,166,0.0,uniform,Min Worst Case,True
10,96372106,7,10637305,0,60,0.014969825744628906,0.00997614860534668,192,192,0,192,192,192,0,192,0.0,uniform,Min Worst Case,True
11,96372106,7,10637306,0,60,0.013959884643554688,0.006932258605957031,162,162,0,162,162,162,0,162,0.0,uniform,Min Worst Case,True
12,96372106,7,10637307,0,60,0.6782033443450928,0.012265443801879883,229,229,0,229,229,229,0,229,0.0,uniform,Min Worst Case,True
13,96372106,7,10637308,0,60,0.017957210540771484,0.012966156005859375,226,226,0,226,226,226,0,226,0.0,uniform,Min Worst Case,True
14,96372106,7,10637309,0,60,0.5562701225280762,0.01396036148071289,197,197,0,197,197,197,0,197,0.0,uniform,Min Worst Case,True
15,96372106,7,10637310,0,60,0.24167418479919434,0.012949228286743164,204,204,0,204,204,204,0,204,0.0,uniform,Min Worst Case,True
16,96372106,7,10637311,0,60,0.013965129852294922,0.010410070419311523,177,177,0,177,177,177,0,177,0.0,uniform,Min Worst Case,True
17,96372106,7,10637312,0,60,0.13065218925476074,0.011987686157226562,218,218,0,218,218,218,0,218,0.0,uniform,Min Worst Case,True
18,96372106,7,10637313,0,60,0.0299530029296875,0.012000560760498047,266,266,0,266,266,266,0,266,0.0,uniform,Min Worst Case,True
19,96372106,7,10637314,0,60,0.011667013168334961,0.012935400009155273,261,261,0,261,261,261,0,261,0.0,uniform,Min Worst Case,True
20,96372106,7,10637315,0,60,0.009973526000976562,0.019950151443481445,169,169,0,169,169,169,0,169,0.0,uniform,Min Worst Case,True
21,96372106,7,10637316,0,60,0.1516261100769043,0.013962984085083008,258,258,0,258,258,258,0,258,0.0,uniform,Min Worst Case,True
22,96372106,7,10637317,0,60,0.021940946578979492,0.012971639633178711,222,222,0,222,222,222,0,222,0.0,uniform,Min Worst Case,True
23,96372106,7,10637318,0,60,0.005998849868774414,0.005972385406494141,125,125,0,125,125,125,0,125,0.0,uniform,Min Worst Case,True
24,96372106,7,10637319,0,60,0.018517255783081055,0.007978200912475586,181,181,0,181,181,181,0,181,0.0,uniform,Min Worst Case,True
25,96372106,7,10637320,0,60,0.01691746711730957,0.012003660202026367,251,251,0,251,251,251,0,251,0.0,uniform,Min Worst Case,True
26,96372106,7,10637321,0,60,0.09079241752624512,0.009015083312988281,205,205,0,205,205,205,0,205,0.0,uniform,Min Worst Case,True
27,96372106,7,10637322,0,60,0.028922557830810547,0.01096963882446289,160,160,0,160,160,160,0,160,0.0,uniform,Min Worst Case,True
28,96372106,7,10637323,0,60,0.025134801864624023,0.012965917587280273,236,236,0,236,236,236,0,236,0.0,uniform,Min Worst Case,True
