Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,7,10637296,2,60,0.6652531623840332,0.17553043365478516,394,574,180,394,394,412,18,394,0.5,min,Min Worst Case,False,383,566
2,96372106,7,10637297,2,60,0.12065625190734863,0.24534320831298828,412,577,165,412,412,420,8,412,0.5,min,Min Worst Case,False,408,573
3,96372106,7,10637298,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,min,Min Worst Case,False,-1,-1
4,96372106,7,10637299,2,60,0.025916337966918945,0.12663602828979492,343,496,153,343,343,351,8,343,0.5,min,Min Worst Case,False,342,498
5,96372106,7,10637300,2,60,12.733928680419922,0.15857481956481934,406,582,176,406,406,408,2,406,0.5,min,Min Worst Case,False,403,582
6,96372106,7,10637301,2,60,0.010973215103149414,0.0937492847442627,281,404,123,281,281,281,0,281,0.5,min,Min Worst Case,False,281,404
7,96372106,7,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,min,Min Worst Case,False,-1,-1
8,96372106,7,10637303,2,60,0.04789400100708008,0.08180570602416992,283,403,120,283,283,285,2,283,0.5,min,Min Worst Case,False,279,402
9,96372106,7,10637304,2,60,0.032883405685424805,0.05379986763000488,236,329,93,236,236,240,4,236,0.5,min,Min Worst Case,False,234,331
10,96372106,7,10637305,2,60,3.651284694671631,0.10970640182495117,328,448,120,328,328,328,0,328,0.5,min,Min Worst Case,False,307,457
11,96372106,7,10637306,2,60,0.01497197151184082,0.05385589599609375,249,346,97,249,249,260,11,249,0.5,min,Min Worst Case,False,248,346
12,96372106,7,10637307,2,60,0.6622488498687744,0.11968302726745605,357,514,157,357,357,359,2,357,0.5,min,Min Worst Case,False,345,508
13,96372106,7,10637308,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,min,Min Worst Case,False,-1,-1
14,96372106,7,10637309,2,60,1.505944013595581,0.14860296249389648,301,443,142,301,301,308,7,301,0.5,min,Min Worst Case,False,296,442
15,96372106,7,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,min,Min Worst Case,False,-1,-1
16,96372106,7,10637311,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,min,Min Worst Case,False,-1,-1
