Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,7,10637296,1,60,1.2386870384216309,0.24235129356384277,326,412,86,326,326,326,0,326,1.0,min,Min Worst Case,False
2,96372106,7,10637297,1,60,1.7483253479003906,0.1885075569152832,332,412,80,332,332,332,0,332,1.0,min,Min Worst Case,False
3,96372106,7,10637298,1,60,0.30316948890686035,0.1835179328918457,266,340,74,266,266,266,0,266,1.0,min,Min Worst Case,False
4,96372106,7,10637299,1,60,0.09172987937927246,0.1994318962097168,279,359,80,279,279,279,0,279,1.0,min,Min Worst Case,False
5,96372106,7,10637300,1,60,5.1003923416137695,0.2174208164215088,334,410,76,334,334,334,0,334,1.0,min,Min Worst Case,False
6,96372106,7,10637301,1,60,0.011003732681274414,0.1386091709136963,230,287,57,230,230,230,0,230,1.0,min,Min Worst Case,False
7,96372106,7,10637302,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
8,96372106,7,10637303,1,60,0.029930830001831055,0.11070466041564941,227,284,57,227,227,227,0,227,1.0,min,Min Worst Case,False
9,96372106,7,10637304,1,60,0.007012844085693359,0.06784343719482422,187,237,50,187,187,187,0,187,1.0,min,Min Worst Case,False
10,96372106,7,10637305,1,60,0.7001090049743652,0.2702767848968506,256,320,64,256,256,256,0,256,1.0,min,Min Worst Case,False
11,96372106,7,10637306,1,60,0.013938188552856445,0.09275102615356445,200,246,46,200,200,200,0,200,1.0,min,Min Worst Case,False
12,96372106,7,10637307,1,60,5.057477235794067,0.16954779624938965,289,363,74,289,289,289,0,289,1.0,min,Min Worst Case,False
13,96372106,7,10637308,1,60,0.16060900688171387,0.35408949851989746,300,365,65,300,300,300,0,300,1.0,min,Min Worst Case,False
14,96372106,7,10637309,1,60,0.031920433044433594,0.23634791374206543,245,311,66,245,245,245,0,245,1.0,min,Min Worst Case,False
15,96372106,7,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
16,96372106,7,10637311,1,60,0.09372448921203613,0.13364148139953613,218,272,54,218,218,218,0,218,1.0,min,Min Worst Case,False
17,96372106,7,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
18,96372106,7,10637313,1,60,0.20641183853149414,0.22341060638427734,337,426,89,337,337,337,0,337,1.0,min,Min Worst Case,False
19,96372106,7,10637314,1,60,0.19547176361083984,0.2453460693359375,336,417,81,336,336,336,0,336,1.0,min,Min Worst Case,False
20,96372106,7,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
21,96372106,7,10637316,1,60,0.08578085899353027,0.23638319969177246,315,398,83,315,315,315,0,315,1.0,min,Min Worst Case,False
22,96372106,7,10637317,1,60,0.05984020233154297,0.15558338165283203,279,357,78,279,279,279,0,279,1.0,min,Min Worst Case,False
23,96372106,7,10637318,1,60,0.008976221084594727,0.056832075119018555,162,201,39,162,162,162,0,162,1.0,min,Min Worst Case,False
24,96372106,7,10637319,1,60,0.0608372688293457,0.1077108383178711,225,283,58,225,225,225,0,225,1.0,min,Min Worst Case,False
25,96372106,7,10637320,1,60,0.012918472290039062,0.19944119453430176,319,393,74,319,319,319,0,319,1.0,min,Min Worst Case,False
26,96372106,7,10637321,1,60,0.8866329193115234,0.2632756233215332,264,332,68,264,264,264,0,264,1.0,min,Min Worst Case,False
