Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,2,10637296,2,60,0.0008287429809570312,0.0021865367889404297,17,29,12,29,29,29,0,29,1.0,max,Min Best Case,False,17,29
2,96372106,2,10637297,2,60,0.0006730556488037109,0.0014379024505615234,12,23,11,23,23,23,0,23,1.0,max,Min Best Case,False,12,23
3,96372106,2,10637298,2,60,0.0576786994934082,0.00251007080078125,22,38,16,38,38,38,0,38,1.0,max,Min Best Case,False,21,38
4,96372106,2,10637299,2,60,0.005263328552246094,0.002271413803100586,19,29,10,29,29,29,0,29,1.0,max,Min Best Case,False,17,31
5,96372106,2,10637300,2,60,0.0009562969207763672,0.0023224353790283203,16,28,12,28,28,28,0,28,1.0,max,Min Best Case,False,16,28
6,96372106,2,10637301,2,60,0.0007762908935546875,0.0014841556549072266,14,22,8,22,22,22,0,22,1.0,max,Min Best Case,False,14,22
7,96372106,2,10637302,2,60,0.003128528594970703,0.002567768096923828,20,34,14,34,34,34,0,34,1.0,max,Min Best Case,False,19,35
8,96372106,2,10637303,2,60,0.0008034706115722656,0.0016961097717285156,14,26,12,26,26,26,0,26,1.0,max,Min Best Case,False,14,26
9,96372106,2,10637304,2,60,0.004523754119873047,0.0019440650939941406,19,29,10,29,29,29,0,29,1.0,max,Min Best Case,False,17,29
10,96372106,2,10637305,2,60,0.0045430660247802734,0.002119779586791992,20,32,12,32,32,32,0,32,1.0,max,Min Best Case,False,19,33
11,96372106,2,10637306,2,60,0.0005025863647460938,0.0009276866912841797,7,12,5,12,12,12,0,12,1.0,max,Min Best Case,False,7,12
12,96372106,2,10637307,2,60,0.0009024143218994141,0.001995086669921875,17,31,14,31,31,31,0,31,1.0,max,Min Best Case,False,17,31
13,96372106,2,10637308,2,60,0.00083160400390625,0.0018515586853027344,11,19,8,19,19,19,0,19,1.0,max,Min Best Case,False,11,19
14,96372106,2,10637309,2,60,0.0021440982818603516,0.002454996109008789,21,34,13,34,34,34,0,34,1.0,max,Min Best Case,False,20,34
15,96372106,2,10637310,2,60,0.0007686614990234375,0.001920938491821289,15,24,9,24,24,24,0,24,1.0,max,Min Best Case,False,15,24
16,96372106,2,10637311,2,60,0.0005290508270263672,0.0008461475372314453,11,16,5,16,16,16,0,16,1.0,max,Min Best Case,False,11,16
17,96372106,2,10637312,2,60,0.0007157325744628906,0.001432180404663086,10,20,10,20,20,20,0,20,1.0,max,Min Best Case,False,10,20
18,96372106,2,10637313,2,60,0.0010747909545898438,0.002124786376953125,17,31,14,31,31,31,0,31,1.0,max,Min Best Case,False,17,31
19,96372106,2,10637314,2,60,0.008409738540649414,0.0022995471954345703,17,33,16,33,33,33,0,33,1.0,max,Min Best Case,False,16,29
20,96372106,2,10637315,2,60,0.0006322860717773438,0.001241922378540039,10,20,10,20,20,20,0,20,1.0,max,Min Best Case,False,10,20
21,96372106,2,10637316,2,60,0.00092315673828125,0.0020110607147216797,21,32,11,32,32,32,0,32,1.0,max,Min Best Case,False,21,32
22,96372106,2,10637317,2,60,0.0007719993591308594,0.0018453598022460938,13,22,9,22,22,22,0,22,1.0,max,Min Best Case,False,13,22
23,96372106,2,10637318,2,60,0.0007550716400146484,0.0017104148864746094,12,22,10,22,22,22,0,22,1.0,max,Min Best Case,False,12,22
24,96372106,2,10637319,2,60,0.0008261203765869141,0.001852273941040039,16,33,17,33,33,33,0,33,1.0,max,Min Best Case,False,16,33
25,96372106,2,10637320,2,60,0.00054931640625,0.0010483264923095703,7,13,6,13,13,13,0,13,1.0,max,Min Best Case,False,7,13
26,96372106,2,10637321,2,60,0.0007691383361816406,0.0014336109161376953,15,26,11,26,26,26,0,26,1.0,max,Min Best Case,False,15,26
27,96372106,2,10637322,2,60,0.0011136531829833984,0.0010018348693847656,9,11,2,11,11,11,0,11,1.0,max,Min Best Case,False,8,10
28,96372106,2,10637323,2,60,0.0011684894561767578,0.003486156463623047,19,34,15,34,34,34,0,34,1.0,max,Min Best Case,False,19,34
29,96372106,2,10637324,2,60,0.00036334991455078125,0.0006444454193115234,5,9,4,9,9,9,0,9,1.0,max,Min Best Case,False,5,9
30,96372106,2,10637325,2,60,0.0007467269897460938,0.001596689224243164,10,19,9,19,19,19,0,19,1.0,max,Min Best Case,False,10,19
31,96372106,2,10637326,2,60,0.000762939453125,0.0015301704406738281,15,21,6,21,21,21,0,21,1.0,max,Min Best Case,False,15,21
32,96372106,2,10637327,2,60,0.0013995170593261719,0.0012309551239013672,14,20,6,20,19,19,0,19,1.0,max,Min Best Case,False,13,19
33,96372106,2,10637328,2,60,0.001817464828491211,0.0018041133880615234,17,30,13,30,30,30,0,30,1.0,max,Min Best Case,False,17,31
34,96372106,2,10637329,2,60,0.0004820823669433594,0.001024484634399414,10,13,3,13,13,13,0,13,1.0,max,Min Best Case,False,10,13
35,96372106,2,10637330,2,60,0.0004661083221435547,0.0007822513580322266,7,12,5,12,12,12,0,12,1.0,max,Min Best Case,False,7,12
36,96372106,2,10637331,2,60,0.0008232593536376953,0.0016148090362548828,16,28,12,28,28,28,0,28,1.0,max,Min Best Case,False,16,28
37,96372106,2,10637332,2,60,0.0005939006805419922,0.0010302066802978516,10,16,6,16,16,16,0,16,1.0,max,Min Best Case,False,10,16
38,96372106,2,10637333,2,60,0.00069427490234375,0.001215219497680664,12,22,10,22,22,22,0,22,1.0,max,Min Best Case,False,12,22
