Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,12,10637296,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
2,96372106,12,10637297,1,60,57.48884415626526,0.7128872871398926,84,108,24,84,84,88,4,84,0.75,min,True
3,96372106,12,10637298,1,60,153.18421530723572,0.5656054019927979,116,145,29,116,92,96,4,92,0.75,min,True
4,96372106,12,10637299,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
5,96372106,12,10637300,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
6,96372106,12,10637301,1,60,45.56371235847473,1.46785569190979,75,97,22,75,73,75,2,73,0.75,min,True
7,96372106,12,10637302,1,60,0.9217655658721924,0.48357534408569336,125,157,32,125,103,106,3,103,0.75,min,True
8,96372106,12,10637303,1,60,55.31097674369812,0.1743333339691162,73,95,22,73,71,74,3,71,0.75,min,True
9,96372106,12,10637304,1,60,0.1235208511352539,0.02213573455810547,54,74,20,54,54,54,0,54,0.75,min,True
10,96372106,12,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
11,96372106,12,10637306,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
12,96372106,12,10637307,1,60,0.11231732368469238,7.265426874160767,88,119,31,88,80,83,3,80,0.75,min,True
13,96372106,12,10637308,1,60,4.457874298095703,0.4729270935058594,106,131,25,106,91,93,2,91,0.75,min,True
14,96372106,12,10637309,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
15,96372106,12,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
16,96372106,12,10637311,1,60,29.265671730041504,0.45075225830078125,86,113,27,86,85,87,2,85,0.75,min,True
17,96372106,12,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
18,96372106,12,10637313,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
19,96372106,12,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
20,96372106,12,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
21,96372106,12,10637316,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
22,96372106,12,10637317,1,60,172.97006821632385,0.1808323860168457,78,104,26,78,79,82,3,79,0.75,min,True
23,96372106,12,10637318,1,60,14.135649681091309,0.26094913482666016,75,100,25,75,73,73,0,73,0.75,min,True
24,96372106,12,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
25,96372106,12,10637320,1,60,0.9231696128845215,0.07278609275817871,70,86,16,70,69,70,1,69,0.75,min,True
26,96372106,12,10637321,1,60,41.76550269126892,0.18118929862976074,77,100,23,77,77,77,0,77,0.75,min,True
27,96372106,12,10637322,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
28,96372106,12,10637323,1,60,2.6455204486846924,1.417701005935669,126,145,19,126,91,91,0,91,0.75,min,True
29,96372106,12,10637324,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,min,True
30,96372106,12,10637325,1,60,0.11038446426391602,0.5984113216400146,79,101,22,79,75,79,4,75,0.75,min,True
31,96372106,12,10637326,1,60,101.48122000694275,0.37941670417785645,82,107,25,82,83,83,0,83,0.75,min,True
