Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,4,10637296,4,60,17.495227575302124,0.16259145736694336,233,423,190,336,336,336,0,336,1.0,uniform,Min Best Case,False,218,417
2,96372106,4,10637297,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Best Case,False,-1,-1
3,96372106,4,10637298,4,60,0.4358351230621338,0.1096954345703125,200,335,135,264,264,264,0,264,1.0,uniform,Min Best Case,False,193,337
4,96372106,4,10637299,4,60,0.028921842575073242,0.05482935905456543,178,308,130,246,246,246,0,246,1.0,uniform,Min Best Case,False,177,296
5,96372106,4,10637300,4,60,1.7074906826019287,0.13366031646728516,279,482,203,360,360,360,0,360,1.0,uniform,Min Best Case,False,275,454
6,96372106,4,10637301,4,60,0.01495361328125,0.1436138153076172,231,372,141,303,303,303,0,303,1.0,uniform,Min Best Case,False,231,372
7,96372106,4,10637302,4,60,0.008966445922851562,0.12581443786621094,232,399,167,332,332,332,0,332,1.0,uniform,Min Best Case,False,232,399
8,96372106,4,10637303,4,60,0.003991603851318359,0.0615696907043457,167,287,120,228,228,228,0,228,1.0,uniform,Min Best Case,False,167,287
9,96372106,4,10637304,4,60,0.0029916763305664062,0.029883623123168945,163,254,91,207,207,207,0,207,1.0,uniform,Min Best Case,False,163,254
10,96372106,4,10637305,4,60,0.17257165908813477,0.15854549407958984,295,476,181,375,375,375,0,375,1.0,uniform,Min Best Case,False,289,479
11,96372106,4,10637306,4,60,0.1545853614807129,0.06482481956481934,163,301,138,237,237,237,0,237,1.0,uniform,Min Best Case,False,162,308
12,96372106,4,10637307,4,60,0.005980014801025391,0.11269783973693848,259,433,174,345,345,345,0,345,1.0,uniform,Min Best Case,False,259,433
13,96372106,4,10637308,4,60,0.06285262107849121,0.23138093948364258,318,552,234,443,443,443,0,443,1.0,uniform,Min Best Case,False,317,567
14,96372106,4,10637309,4,60,0.006979703903198242,0.08780622482299805,167,295,128,219,219,219,0,219,1.0,uniform,Min Best Case,False,167,295
15,96372106,4,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Best Case,False,-1,-1
16,96372106,4,10637311,4,60,0.04790186882019043,0.13962602615356445,224,401,177,323,323,323,0,323,1.0,uniform,Min Best Case,False,224,411
17,96372106,4,10637312,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Best Case,False,-1,-1
18,96372106,4,10637313,4,60,0.2124321460723877,0.24833416938781738,362,627,265,502,501,501,0,501,1.0,uniform,Min Best Case,False,359,617
19,96372106,4,10637314,4,60,0.06787562370300293,0.20409631729125977,290,477,187,363,363,363,0,363,1.0,uniform,Min Best Case,False,288,483
20,96372106,4,10637315,4,60,0.0049860477447509766,0.03287506103515625,146,246,100,197,197,197,0,197,1.0,uniform,Min Best Case,False,146,246
21,96372106,4,10637316,4,60,0.35909414291381836,0.3515646457672119,388,663,275,539,539,539,0,539,1.0,uniform,Min Best Case,False,386,673
22,96372106,4,10637317,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Best Case,False,-1,-1
23,96372106,4,10637318,4,60,0.003988742828369141,0.04587531089782715,151,278,127,211,211,211,0,211,1.0,uniform,Min Best Case,False,151,278
24,96372106,4,10637319,4,60,0.002991199493408203,0.03586864471435547,144,228,84,191,191,191,0,191,1.0,uniform,Min Best Case,False,144,228
25,96372106,4,10637320,4,60,0.007978439331054688,0.25032973289489746,257,414,157,327,327,327,0,327,1.0,uniform,Min Best Case,False,257,414
26,96372106,4,10637321,4,60,0.0468745231628418,0.14479327201843262,272,462,190,364,364,364,0,364,1.0,uniform,Min Best Case,False,271,453
27,96372106,4,10637322,4,60,0.012964963912963867,0.13714003562927246,243,396,153,300,300,300,0,300,1.0,uniform,Min Best Case,False,243,396
28,96372106,4,10637323,4,60,0.00797414779663086,0.19561767578125,295,503,208,390,390,390,0,390,1.0,uniform,Min Best Case,False,295,503
29,96372106,4,10637324,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Best Case,False,-1,-1
30,96372106,4,10637325,4,60,0.00399017333984375,0.07370853424072266,229,393,164,317,317,317,0,317,1.0,uniform,Min Best Case,False,229,393
31,96372106,4,10637326,4,60,0.005984306335449219,0.05833268165588379,191,326,135,248,248,248,0,248,1.0,uniform,Min Best Case,False,191,326
32,96372106,4,10637327,4,60,0.048868417739868164,0.07628583908081055,209,361,152,278,278,278,0,278,1.0,uniform,Min Best Case,False,207,367
33,96372106,4,10637328,4,60,0.00795125961303711,0.10909223556518555,206,380,174,290,290,290,0,290,1.0,uniform,Min Best Case,False,206,380
34,96372106,4,10637329,4,60,1.840120792388916,0.029973268508911133,143,239,96,186,183,183,0,183,1.0,uniform,Min Best Case,False,135,233
35,96372106,4,10637330,4,60,4.597695589065552,0.11068511009216309,212,348,136,272,270,270,0,270,1.0,uniform,Min Best Case,False,196,321
36,96372106,4,10637331,4,60,0.004984378814697266,0.05880546569824219,176,296,120,228,228,228,0,228,1.0,uniform,Min Best Case,False,176,296
37,96372106,4,10637332,4,60,0.00698089599609375,0.05882525444030762,193,340,147,274,274,274,0,274,1.0,uniform,Min Best Case,False,193,340
38,96372106,4,10637333,4,60,0.003989458084106445,0.040929555892944336,170,281,111,222,222,222,0,222,1.0,uniform,Min Best Case,False,170,281
39,96372106,4,10637334,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Best Case,False,-1,-1
40,96372106,4,10637335,4,60,0.006983280181884766,0.14058613777160645,265,453,188,357,357,357,0,357,1.0,uniform,Min Best Case,False,265,453
41,96372106,4,10637336,4,60,0.0109710693359375,0.11170291900634766,280,455,175,374,374,374,0,374,1.0,uniform,Min Best Case,False,280,455
42,96372106,4,10637337,4,60,0.00698089599609375,0.09274625778198242,198,354,156,285,285,285,0,285,1.0,uniform,Min Best Case,False,198,354
43,96372106,4,10637338,4,60,0.009012699127197266,0.14455437660217285,207,343,136,265,265,265,0,265,1.0,uniform,Min Best Case,False,207,343
44,96372106,4,10637339,4,60,0.010970592498779297,0.2508835792541504,305,544,239,412,412,412,0,412,1.0,uniform,Min Best Case,False,305,544
45,96372106,4,10637340,4,60,0.0069811344146728516,0.0468745231628418,151,243,92,201,201,201,0,201,1.0,uniform,Min Best Case,False,151,243
46,96372106,4,10637341,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Best Case,False,-1,-1
47,96372106,4,10637342,4,60,0.0049893856048583984,0.06932568550109863,227,385,158,312,312,312,0,312,1.0,uniform,Min Best Case,False,227,385
48,96372106,4,10637343,4,60,0.025931358337402344,0.08177804946899414,183,311,128,247,247,247,0,247,1.0,uniform,Min Best Case,False,183,325
49,96372106,4,10637344,4,60,0.04687380790710449,0.1415715217590332,220,395,175,318,318,318,0,318,1.0,uniform,Min Best Case,False,219,402
50,96372106,4,10637345,4,60,0.19549798965454102,0.10871362686157227,279,453,174,369,369,369,0,369,1.0,uniform,Min Best Case,False,271,456
