Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,4,10637296,1,60,0.11868524551391602,0.15953874588012695,152,198,46,152,152,152,0,152,1.0,min,Min Best Case,False
2,96372106,4,10637297,1,60,0.005984306335449219,0.12963509559631348,191,236,45,191,191,191,0,191,1.0,min,Min Best Case,False
3,96372106,4,10637298,1,60,0.017928361892700195,0.0827791690826416,125,165,40,125,125,125,0,125,1.0,min,Min Best Case,False
4,96372106,4,10637299,1,60,0.02291250228881836,0.04986572265625,109,141,32,109,109,109,0,109,1.0,min,Min Best Case,False
5,96372106,4,10637300,1,60,0.006941795349121094,0.08876228332519531,158,197,39,158,158,158,0,158,1.0,min,Min Best Case,False
6,96372106,4,10637301,1,60,0.005984306335449219,0.1016998291015625,135,169,34,135,135,135,0,135,1.0,min,Min Best Case,False
7,96372106,4,10637302,1,60,0.00797891616821289,0.08779311180114746,141,187,46,141,141,141,0,141,1.0,min,Min Best Case,False
8,96372106,4,10637303,1,60,0.004990339279174805,0.04886889457702637,106,130,24,106,106,106,0,106,1.0,min,Min Best Case,False
9,96372106,4,10637304,1,60,0.003988981246948242,0.025930404663085938,88,107,19,88,88,88,0,88,1.0,min,Min Best Case,False
10,96372106,4,10637305,1,60,0.0060138702392578125,0.09973335266113281,172,218,46,172,172,172,0,172,1.0,min,Min Best Case,False
11,96372106,4,10637306,1,60,0.003952741622924805,0.036901235580444336,106,130,24,106,106,106,0,106,1.0,min,Min Best Case,False
12,96372106,4,10637307,1,60,0.005954265594482422,0.08078289031982422,159,195,36,159,159,159,0,159,1.0,min,Min Best Case,False
13,96372106,4,10637308,1,60,0.029919147491455078,0.18253040313720703,204,259,55,204,204,204,0,204,1.0,min,Min Best Case,False
14,96372106,4,10637309,1,60,0.0049703121185302734,0.055849313735961914,103,135,32,103,103,103,0,103,1.0,min,Min Best Case,False
15,96372106,4,10637310,1,60,0.4009101390838623,0.11668920516967773,150,188,38,150,150,150,0,150,1.0,min,Min Best Case,False
16,96372106,4,10637311,1,60,0.037903785705566406,0.08676815032958984,144,184,40,144,144,144,0,144,1.0,min,Min Best Case,False
17,96372106,4,10637312,1,60,0.2532675266265869,0.11471176147460938,172,220,48,172,172,172,0,172,1.0,min,Min Best Case,False
18,96372106,4,10637313,1,60,0.006980180740356445,0.18052196502685547,223,292,69,223,223,223,0,223,1.0,min,Min Best Case,False
19,96372106,4,10637314,1,60,0.019992828369140625,0.13663434982299805,177,221,44,177,177,177,0,177,1.0,min,Min Best Case,False
20,96372106,4,10637315,1,60,0.0029921531677246094,0.026927709579467773,86,108,22,86,86,86,0,86,1.0,min,Min Best Case,False
21,96372106,4,10637316,1,60,0.051886796951293945,0.22739171981811523,235,302,67,235,235,235,0,235,1.0,min,Min Best Case,False
22,96372106,4,10637317,1,60,0.02593088150024414,0.10172772407531738,174,226,52,174,174,174,0,174,1.0,min,Min Best Case,False
23,96372106,4,10637318,1,60,0.004968166351318359,0.0408933162689209,107,135,28,107,107,107,0,107,1.0,min,Min Best Case,False
24,96372106,4,10637319,1,60,0.003993034362792969,0.02893519401550293,89,109,20,89,89,89,0,89,1.0,min,Min Best Case,False
25,96372106,4,10637320,1,60,0.007006645202636719,0.10172820091247559,156,197,41,156,156,156,0,156,1.0,min,Min Best Case,False
26,96372106,4,10637321,1,60,0.3311142921447754,0.10170197486877441,170,216,46,170,170,170,0,170,1.0,min,Min Best Case,False
27,96372106,4,10637322,1,60,0.006981372833251953,0.09574365615844727,142,182,40,142,142,142,0,142,1.0,min,Min Best Case,False
28,96372106,4,10637323,1,60,0.009969234466552734,0.16256427764892578,187,239,52,187,187,187,0,187,1.0,min,Min Best Case,False
29,96372106,4,10637324,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Best Case,False
30,96372106,4,10637325,1,60,0.010970830917358398,0.06183481216430664,144,181,37,144,144,144,0,144,1.0,min,Min Best Case,False
31,96372106,4,10637326,1,60,0.0039844512939453125,0.04188799858093262,113,147,34,113,113,113,0,113,1.0,min,Min Best Case,False
32,96372106,4,10637327,1,60,0.025937795639038086,0.0608370304107666,131,158,27,131,131,131,0,131,1.0,min,Min Best Case,False
33,96372106,4,10637328,1,60,0.0049877166748046875,0.09873604774475098,127,166,39,127,127,127,0,127,1.0,min,Min Best Case,False
34,96372106,4,10637329,1,60,0.012969493865966797,0.02592611312866211,87,105,18,87,87,87,0,87,1.0,min,Min Best Case,False
35,96372106,4,10637330,1,60,0.034879446029663086,0.06981325149536133,116,144,28,116,116,116,0,116,1.0,min,Min Best Case,False
36,96372106,4,10637331,1,60,0.003983497619628906,0.03690075874328613,109,137,28,109,109,109,0,109,1.0,min,Min Best Case,False
37,96372106,4,10637332,1,60,0.004987955093383789,0.05086398124694824,121,154,33,121,121,121,0,121,1.0,min,Min Best Case,False
38,96372106,4,10637333,1,60,0.00398564338684082,0.03690075874328613,106,137,31,106,106,106,0,106,1.0,min,Min Best Case,False
39,96372106,4,10637334,1,60,0.06580734252929688,0.11668801307678223,190,238,48,190,190,190,0,190,1.0,min,Min Best Case,False
40,96372106,4,10637335,1,60,1.1758966445922852,0.09275221824645996,158,200,42,158,158,158,0,158,1.0,min,Min Best Case,False
41,96372106,4,10637336,1,60,0.006964206695556641,0.0827798843383789,164,207,43,164,164,164,0,164,1.0,min,Min Best Case,False
42,96372106,4,10637337,1,60,0.006981372833251953,0.05681419372558594,115,154,39,115,115,115,0,115,1.0,min,Min Best Case,False
43,96372106,4,10637338,1,60,0.006981372833251953,0.0748131275177002,126,163,37,126,126,126,0,126,1.0,min,Min Best Case,False
44,96372106,4,10637339,1,60,0.007978439331054688,0.13062262535095215,186,240,54,186,186,186,0,186,1.0,min,Min Best Case,False
45,96372106,4,10637340,1,60,0.00402379035949707,0.03690147399902344,88,107,19,88,88,88,0,88,1.0,min,Min Best Case,False
46,96372106,4,10637341,1,60,217.78565454483032,0.298220157623291,231,292,61,231,231,231,0,231,1.0,min,Min Best Case,False
47,96372106,4,10637342,1,60,0.005011081695556641,0.056800127029418945,139,178,39,139,139,139,0,139,1.0,min,Min Best Case,False
