Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,4,10637296,0,60,0.007978439331054688,0.011967897415161133,120,120,0,120,120,120,0,120,0.0,max,Min Worst Case,True,120,120
2,96372106,4,10637297,0,60,0.006981372833251953,0.010026216506958008,142,142,0,142,142,142,0,142,0.0,max,Min Worst Case,True,142,142
3,96372106,4,10637298,0,60,0.008975744247436523,0.006007671356201172,101,101,0,101,101,101,0,101,0.0,max,Min Worst Case,True,101,101
4,96372106,4,10637299,0,60,0.00498652458190918,0.0069773197174072266,89,89,0,89,89,89,0,89,0.0,max,Min Worst Case,True,89,89
5,96372106,4,10637300,0,60,0.005956172943115234,0.005983591079711914,127,127,0,127,127,127,0,127,0.0,max,Min Worst Case,True,127,127
6,96372106,4,10637301,0,60,0.05186128616333008,0.010970115661621094,104,104,0,104,104,104,0,104,0.0,max,Min Worst Case,True,104,104
7,96372106,4,10637302,0,60,0.006011009216308594,0.011960029602050781,117,117,0,117,117,117,0,117,0.0,max,Min Worst Case,True,117,117
8,96372106,4,10637303,0,60,0.004987478256225586,0.006998777389526367,82,82,0,82,82,82,0,82,0.0,max,Min Worst Case,True,82,82
9,96372106,4,10637304,0,60,0.003000497817993164,0.002992391586303711,68,68,0,68,68,68,0,68,0.0,max,Min Worst Case,True,68,68
10,96372106,4,10637305,0,60,0.004986763000488281,0.004986763000488281,130,130,0,130,130,130,0,130,0.0,max,Min Worst Case,True,130,130
11,96372106,4,10637306,0,60,0.0029888153076171875,0.003989696502685547,85,85,0,85,85,85,0,85,0.0,max,Min Worst Case,True,85,85
12,96372106,4,10637307,0,60,0.005983829498291016,0.004986286163330078,123,123,0,123,123,123,0,123,0.0,max,Min Worst Case,True,123,123
13,96372106,4,10637308,0,60,0.008976221084594727,0.007977962493896484,161,161,0,161,161,161,0,161,0.0,max,Min Worst Case,True,161,161
14,96372106,4,10637309,0,60,0.004986286163330078,0.007978200912475586,84,84,0,84,84,84,0,84,0.0,max,Min Worst Case,True,84,84
15,96372106,4,10637310,0,60,0.011967658996582031,0.005979776382446289,117,117,0,117,117,117,0,117,0.0,max,Min Worst Case,True,117,117
16,96372106,4,10637311,0,60,0.009973287582397461,0.006979465484619141,117,117,0,117,117,117,0,117,0.0,max,Min Worst Case,True,117,117
17,96372106,4,10637312,0,60,0.007977724075317383,0.005968809127807617,137,137,0,137,137,137,0,137,0.0,max,Min Worst Case,True,137,137
18,96372106,4,10637313,0,60,0.01896190643310547,0.005983829498291016,180,180,0,180,180,180,0,180,0.0,max,Min Worst Case,True,180,180
19,96372106,4,10637314,0,60,0.008024930953979492,0.011966705322265625,140,140,0,140,140,140,0,140,0.0,max,Min Worst Case,True,140,140
20,96372106,4,10637315,0,60,0.003988504409790039,0.00598454475402832,69,69,0,69,69,69,0,69,0.0,max,Min Worst Case,True,69,69
21,96372106,4,10637316,0,60,0.00797891616821289,0.008978605270385742,194,194,0,194,194,194,0,194,0.0,max,Min Worst Case,True,194,194
22,96372106,4,10637317,0,60,0.018924474716186523,0.011967658996582031,140,140,0,140,140,140,0,140,0.0,max,Min Worst Case,True,140,140
23,96372106,4,10637318,0,60,0.004993438720703125,0.0029916763305664062,81,81,0,81,81,81,0,81,0.0,max,Min Worst Case,True,81,81
24,96372106,4,10637319,0,60,0.003988742828369141,0.003988027572631836,74,74,0,74,74,74,0,74,0.0,max,Min Worst Case,True,74,74
25,96372106,4,10637320,0,60,0.006981849670410156,0.010968923568725586,123,123,0,123,123,123,0,123,0.0,max,Min Worst Case,True,123,123
26,96372106,4,10637321,0,60,0.008976221084594727,0.00598597526550293,131,131,0,131,131,131,0,131,0.0,max,Min Worst Case,True,131,131
27,96372106,4,10637322,0,60,0.024936676025390625,0.0059833526611328125,117,117,0,117,117,117,0,117,0.0,max,Min Worst Case,True,117,117
28,96372106,4,10637323,0,60,0.013962984085083008,0.00997304916381836,149,149,0,149,149,149,0,149,0.0,max,Min Worst Case,True,149,149
