Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,4,10637296,1,60,0.12469172477722168,0.09474444389343262,152,198,46,198,195,195,0,195,1.0,max,Min Worst Case,False,148,196
2,96372106,4,10637297,1,60,0.0060062408447265625,0.07676124572753906,191,236,45,236,236,236,0,236,1.0,max,Min Worst Case,False,191,236
3,96372106,4,10637298,1,60,0.016953706741333008,0.04886674880981445,125,165,40,165,165,165,0,165,1.0,max,Min Worst Case,False,123,163
4,96372106,4,10637299,1,60,0.02094435691833496,0.03192853927612305,109,141,32,141,141,141,0,141,1.0,max,Min Worst Case,False,108,144
5,96372106,4,10637300,1,60,0.006973981857299805,0.05885624885559082,158,197,39,197,197,197,0,197,1.0,max,Min Worst Case,False,158,197
6,96372106,4,10637301,1,60,0.007922172546386719,0.0657951831817627,135,169,34,169,169,169,0,169,1.0,max,Min Worst Case,False,135,169
7,96372106,4,10637302,1,60,0.006981372833251953,0.06282973289489746,141,187,46,187,187,187,0,187,1.0,max,Min Worst Case,False,141,187
8,96372106,4,10637303,1,60,0.004987001419067383,0.030916690826416016,106,130,24,130,130,130,0,130,1.0,max,Min Worst Case,False,106,130
9,96372106,4,10637304,1,60,0.0029916763305664062,0.016950607299804688,88,107,19,107,107,107,0,107,1.0,max,Min Worst Case,False,88,107
10,96372106,4,10637305,1,60,0.00599217414855957,0.05981588363647461,172,218,46,218,218,218,0,218,1.0,max,Min Worst Case,False,172,218
11,96372106,4,10637306,1,60,0.005024433135986328,0.024939775466918945,106,130,24,130,130,130,0,130,1.0,max,Min Worst Case,False,106,130
12,96372106,4,10637307,1,60,0.0059473514556884766,0.054877281188964844,159,195,36,195,195,195,0,195,1.0,max,Min Worst Case,False,159,195
13,96372106,4,10637308,1,60,0.0578458309173584,0.09967899322509766,206,256,50,256,256,256,0,256,1.0,max,Min Worst Case,False,203,259
