Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,8,10637296,2,60,0.00600743293762207,0.017267704010009766,54,90,36,66,60,74,14,66,0.5,uniform,Min Best Case,True
2,96372106,8,10637297,2,60,273.94948077201843,0.11639189720153809,71,100,29,85,80,85,5,84,0.5,uniform,Min Best Case,True
3,96372106,8,10637298,2,60,77.19083738327026,0.5207278728485107,67,102,35,82,77,83,6,80,0.5,uniform,Min Best Case,True
4,96372106,8,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Best Case,True
5,96372106,8,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Best Case,True
6,96372106,8,10637301,2,60,1.8151836395263672,0.03182625770568848,53,87,34,74,70,76,6,74,0.5,uniform,Min Best Case,True
7,96372106,8,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Best Case,True
8,96372106,8,10637303,2,60,0.012972831726074219,0.01654195785522461,51,90,39,71,68,74,6,69,0.5,uniform,Min Best Case,True
9,96372106,8,10637304,2,60,0.018701553344726562,0.011104822158813477,50,71,21,60,60,60,0,60,0.5,uniform,Min Best Case,True
10,96372106,8,10637305,2,60,29.284512281417847,0.06572794914245605,60,93,33,71,67,75,8,70,0.5,uniform,Min Best Case,True
11,96372106,8,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Best Case,True
12,96372106,8,10637307,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Best Case,True
13,96372106,8,10637308,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Best Case,True
14,96372106,8,10637309,2,60,2.220781087875366,0.017555952072143555,61,89,28,76,69,76,7,74,0.5,uniform,Min Best Case,True
