Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,7,10637296,0,60,0.1415867805480957,0.058791160583496094,977,977,0,977,977,977,0,977,0.75,max,False
2,96372106,7,10637297,0,60,0.3361227512359619,0.08074688911437988,1074,1074,0,1074,1074,1074,0,1074,0.75,max,False
3,96372106,7,10637298,0,60,0.43184447288513184,0.12366914749145508,1416,1416,0,1416,1416,1416,0,1416,0.75,max,False
4,96372106,7,10637299,0,60,0.10669279098510742,0.05383610725402832,1005,1005,0,1005,1005,1005,0,1005,0.75,max,False
5,96372106,7,10637300,0,60,0.12070870399475098,0.06283116340637207,755,755,0,755,755,755,0,755,0.75,max,False
6,96372106,7,10637301,0,60,0.24137568473815918,0.07580304145812988,980,980,0,980,980,980,0,980,0.75,max,False
7,96372106,7,10637302,0,60,0.14157366752624512,0.0947580337524414,814,814,0,814,814,814,0,814,0.75,max,False
8,96372106,7,10637303,0,60,0.25232529640197754,0.06382894515991211,1367,1367,0,1367,1367,1367,0,1367,0.75,max,False
9,96372106,7,10637304,0,60,0.1685502529144287,0.0967416763305664,982,982,0,982,982,982,0,982,0.75,max,False
10,96372106,7,10637305,0,60,0.24733877182006836,0.08776545524597168,648,648,0,648,648,648,0,648,0.75,max,False
11,96372106,7,10637306,0,60,0.2633538246154785,0.07976341247558594,822,822,0,822,822,822,0,822,0.75,max,False
12,96372106,7,10637307,0,60,0.13765811920166016,0.053861141204833984,720,720,0,720,720,720,0,720,0.75,max,False
13,96372106,7,10637308,0,60,0.1765270233154297,0.1047201156616211,1130,1130,0,1130,1130,1130,0,1130,0.75,max,False
14,96372106,7,10637309,0,60,0.07878923416137695,0.07579398155212402,672,672,0,672,672,672,0,672,0.75,max,False
15,96372106,7,10637310,0,60,0.20545196533203125,0.12965679168701172,1149,1149,0,1149,1149,1149,0,1149,0.75,max,False
16,96372106,7,10637311,0,60,0.09976387023925781,0.06682372093200684,1023,1023,0,1023,1023,1023,0,1023,0.75,max,False
17,96372106,7,10637312,0,60,0.20148539543151855,0.08181500434875488,1035,1035,0,1035,1035,1035,0,1035,0.75,max,False
18,96372106,7,10637313,0,60,0.049866437911987305,0.04582095146179199,778,778,0,778,778,778,0,778,0.75,max,False
19,96372106,7,10637314,0,60,0.1895284652709961,0.08477115631103516,1012,1012,0,1012,1012,1012,0,1012,0.75,max,False
20,96372106,7,10637315,0,60,0.21842694282531738,0.13065052032470703,1533,1533,0,1533,1533,1533,0,1533,0.75,max,False
21,96372106,7,10637316,0,60,0.1666116714477539,0.05180644989013672,952,952,0,952,952,952,0,952,0.75,max,False
22,96372106,7,10637317,0,60,1.0362286567687988,0.07983851432800293,1297,1297,0,1297,1297,1297,0,1297,0.75,max,False
23,96372106,7,10637318,0,60,0.2353677749633789,0.07882118225097656,1102,1102,0,1102,1102,1102,0,1102,0.75,max,False
24,96372106,7,10637319,0,60,0.13364219665527344,0.0668795108795166,1069,1069,0,1069,1069,1069,0,1069,0.75,max,False
25,96372106,7,10637320,0,60,0.4357786178588867,0.07881975173950195,1130,1130,0,1130,1130,1130,0,1130,0.75,max,False
26,96372106,7,10637321,0,60,0.10675168037414551,0.07375359535217285,964,964,0,964,964,964,0,964,0.75,max,False
27,96372106,7,10637322,0,60,0.2852296829223633,0.04488658905029297,718,718,0,718,718,718,0,718,0.75,max,False
28,96372106,7,10637323,0,60,0.2044849395751953,0.11369538307189941,1101,1101,0,1101,1101,1101,0,1101,0.75,max,False
29,96372106,7,10637324,0,60,38.60272288322449,0.08272242546081543,1185,1185,0,1185,1185,1185,0,1185,0.75,max,False
30,96372106,7,10637325,0,60,0.20944690704345703,0.10072970390319824,1093,1093,0,1093,1093,1093,0,1093,0.75,max,False
31,96372106,7,10637326,0,60,18.659136533737183,0.08272767066955566,1244,1244,0,1244,1244,1244,0,1244,0.75,max,False
32,96372106,7,10637327,0,60,11.03062105178833,0.08579754829406738,1406,1406,0,1406,1406,1406,0,1406,0.75,max,False
33,96372106,7,10637328,0,60,0.11671304702758789,0.07480025291442871,1024,1024,0,1024,1024,1024,0,1024,0.75,max,False
34,96372106,7,10637329,0,60,0.39896512031555176,0.08276557922363281,1115,1115,0,1115,1115,1115,0,1115,0.75,max,False
35,96372106,7,10637330,0,60,0.5136730670928955,0.0827789306640625,1663,1663,0,1663,1663,1663,0,1663,0.75,max,False
