Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,5,10637296,4,60,0.027147293090820312,0.006235361099243164,63,98,35,63,63,63,0,63,1.0,min,Min Worst Case,False
2,96372106,5,10637297,4,60,0.0012526512145996094,0.003036022186279297,44,74,30,44,44,44,0,44,1.0,min,Min Worst Case,False
3,96372106,5,10637298,4,60,0.028508663177490234,0.005976438522338867,59,114,55,59,59,59,0,59,1.0,min,Min Worst Case,False
4,96372106,5,10637299,4,60,3.138852834701538,0.006670236587524414,67,108,41,67,67,67,0,67,1.0,min,Min Worst Case,False
5,96372106,5,10637300,4,60,2.5767431259155273,0.012994766235351562,89,125,36,89,89,89,0,89,1.0,min,Min Worst Case,False
6,96372106,5,10637301,4,60,0.01551198959350586,0.006429910659790039,53,91,38,53,53,53,0,53,1.0,min,Min Worst Case,False
7,96372106,5,10637302,4,60,3.264535427093506,0.011322498321533203,91,140,49,91,91,91,0,91,1.0,min,Min Worst Case,False
8,96372106,5,10637303,4,60,0.014958858489990234,0.005362033843994141,50,90,40,50,50,50,0,50,1.0,min,Min Worst Case,False
9,96372106,5,10637304,4,60,0.15320086479187012,0.004044055938720703,52,87,35,52,52,52,0,52,1.0,min,Min Worst Case,False
10,96372106,5,10637305,4,60,0.5358455181121826,0.005545377731323242,59,95,36,59,59,59,0,59,1.0,min,Min Worst Case,False
11,96372106,5,10637306,4,60,0.015822649002075195,0.006543397903442383,47,99,52,47,47,47,0,47,1.0,min,Min Worst Case,False
12,96372106,5,10637307,4,60,0.02585434913635254,0.00584721565246582,58,100,42,58,58,58,0,58,1.0,min,Min Worst Case,False
13,96372106,5,10637308,4,60,0.034290313720703125,0.007256269454956055,62,110,48,62,62,62,0,62,1.0,min,Min Worst Case,False
14,96372106,5,10637309,4,60,1.7093324661254883,0.009016275405883789,62,102,40,62,62,62,0,62,1.0,min,Min Worst Case,False
15,96372106,5,10637310,4,60,1.3940186500549316,0.008539199829101562,76,123,47,76,76,76,0,76,1.0,min,Min Worst Case,False
16,96372106,5,10637311,4,60,0.031059741973876953,0.0057544708251953125,57,86,29,57,57,57,0,57,1.0,min,Min Worst Case,False
17,96372106,5,10637312,4,60,0.16023635864257812,0.0039479732513427734,47,76,29,47,47,47,0,47,1.0,min,Min Worst Case,False
