Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,1,60,0.03569817543029785,34,49,15,38,38,38,0,38,0.75,uniform,False
2,96372106,5,10637297,1,60,0.012237310409545898,25,31,6,29,29,29,0,29,0.75,uniform,False
3,96372106,5,10637298,1,60,0.04087090492248535,37,45,8,44,43,44,1,44,0.75,uniform,False
4,96372106,5,10637299,1,60,1.0617280006408691,39,51,12,43,41,43,2,42,0.75,uniform,False
5,96372106,5,10637300,1,60,0.4956223964691162,43,53,10,47,46,46,0,46,0.75,uniform,False
6,96372106,5,10637301,1,60,0.06189084053039551,30,44,14,37,37,37,0,37,0.75,uniform,False
7,96372106,5,10637302,1,60,0.16900062561035156,49,69,20,59,59,59,0,59,0.75,uniform,False
8,96372106,5,10637303,1,60,0.013604402542114258,28,39,11,29,29,30,1,29,0.75,uniform,False
9,96372106,5,10637304,1,60,0.06356287002563477,28,38,10,32,32,33,1,32,0.75,uniform,False
10,96372106,5,10637305,1,60,0.3441035747528076,36,44,8,39,38,38,0,38,0.75,uniform,False
11,96372106,5,10637306,1,60,0.04177498817443848,32,49,17,47,45,47,2,47,0.75,uniform,False
12,96372106,5,10637307,1,60,0.14465832710266113,34,48,14,42,42,42,0,42,0.75,uniform,False
13,96372106,5,10637308,1,60,0.14603090286254883,35,46,11,41,40,41,1,41,0.75,uniform,False
14,96372106,5,10637309,1,60,0.09658932685852051,30,43,13,34,34,34,0,34,0.75,uniform,False
15,96372106,5,10637310,1,60,1.4071414470672607,44,54,10,49,49,49,0,49,0.75,uniform,False
16,96372106,5,10637311,1,60,0.015098094940185547,31,42,11,37,36,37,1,37,0.75,uniform,False
17,96372106,5,10637312,1,60,0.07703113555908203,27,34,7,31,31,31,0,31,0.75,uniform,False
18,96372106,5,10637313,1,60,0.23626327514648438,36,48,12,41,41,42,1,41,0.75,uniform,False
19,96372106,5,10637314,1,60,0.28955864906311035,34,43,9,39,38,39,1,39,0.75,uniform,False
20,96372106,5,10637315,1,60,0.03676176071166992,36,53,17,44,43,44,1,44,0.75,uniform,False
21,96372106,5,10637316,1,60,0.20448708534240723,43,62,19,54,53,54,1,54,0.75,uniform,False
22,96372106,5,10637317,1,60,0.039229393005371094,30,39,9,36,36,36,0,36,0.75,uniform,False
23,96372106,5,10637318,1,60,0.0337069034576416,26,34,8,31,31,31,0,31,0.75,uniform,False
24,96372106,5,10637319,1,60,0.1257343292236328,40,52,12,48,47,47,0,47,0.75,uniform,False
25,96372106,5,10637320,1,60,0.03234148025512695,26,34,8,29,29,29,0,29,0.75,uniform,False
26,96372106,5,10637321,1,60,0.011624336242675781,25,33,8,27,27,27,0,27,0.75,uniform,False
27,96372106,5,10637322,1,60,0.38439035415649414,30,38,8,33,32,32,0,32,0.75,uniform,False
28,96372106,5,10637323,1,60,0.05385732650756836,33,44,11,38,37,39,2,38,0.75,uniform,False
29,96372106,5,10637324,1,60,0.016005992889404297,27,36,9,33,33,33,0,33,0.75,uniform,False
30,96372106,5,10637325,1,60,0.045607805252075195,24,37,13,32,31,32,1,31,0.75,uniform,False
31,96372106,5,10637326,1,60,0.25147199630737305,37,49,12,43,43,43,0,43,0.75,uniform,False
32,96372106,5,10637327,1,60,0.2053687572479248,37,47,10,41,41,41,0,41,0.75,uniform,False
33,96372106,5,10637328,1,60,0.07187962532043457,39,52,13,45,42,47,5,45,0.75,uniform,False
34,96372106,5,10637329,1,60,0.29628658294677734,35,46,11,41,41,42,1,41,0.75,uniform,False
35,96372106,5,10637330,1,60,0.012899160385131836,24,32,8,28,28,28,0,28,0.75,uniform,False
36,96372106,5,10637331,1,60,0.12120795249938965,24,33,9,28,28,28,0,28,0.75,uniform,False
37,96372106,5,10637332,1,60,0.035782814025878906,27,39,12,32,30,33,3,32,0.75,uniform,False
38,96372106,5,10637333,1,60,0.33730435371398926,34,43,9,38,37,37,0,37,0.75,uniform,False
39,96372106,5,10637334,1,60,0.048311471939086914,32,45,13,41,41,41,0,41,0.75,uniform,False
40,96372106,5,10637335,1,60,0.007311582565307617,14,16,2,15,15,15,0,15,0.75,uniform,False
41,96372106,5,10637336,1,60,0.31565070152282715,46,56,10,52,51,52,1,52,0.75,uniform,False
42,96372106,5,10637337,1,60,0.04507851600646973,30,39,9,32,31,32,1,31,0.75,uniform,False
43,96372106,5,10637338,1,60,0.1761307716369629,35,43,8,40,40,40,0,40,0.75,uniform,False
44,96372106,5,10637339,1,60,0.2692077159881592,33,41,8,38,38,38,0,38,0.75,uniform,False
45,96372106,5,10637340,1,60,0.02859973907470703,29,41,12,34,33,35,2,34,0.75,uniform,False
46,96372106,5,10637341,1,60,0.014817953109741211,24,34,10,30,30,30,0,30,0.75,uniform,False
47,96372106,5,10637342,1,60,0.027458906173706055,29,36,7,34,34,34,0,34,0.75,uniform,False
48,96372106,5,10637343,1,60,0.03218841552734375,27,36,9,33,33,33,0,33,0.75,uniform,False
49,96372106,5,10637344,1,60,0.061574697494506836,29,41,12,38,36,38,2,38,0.75,uniform,False
50,96372106,5,10637345,1,60,0.14799284934997559,44,58,14,50,50,50,0,50,0.75,uniform,False
