Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,1,60,0.028469562530517578,34,49,15,38,34,49,15,38,0.0,uniform,False
2,96372106,5,10637297,1,60,0.014171600341796875,25,31,6,29,25,31,6,29,0.0,uniform,False
3,96372106,5,10637298,1,60,0.025270462036132812,37,45,8,44,37,45,8,44,0.0,uniform,False
4,96372106,5,10637299,1,60,1.0783896446228027,39,51,12,43,39,51,12,43,0.0,uniform,False
5,96372106,5,10637300,1,60,0.4496903419494629,43,53,10,47,43,53,10,47,0.0,uniform,False
6,96372106,5,10637301,1,60,0.050336360931396484,30,44,14,37,30,44,14,37,0.0,uniform,False
7,96372106,5,10637302,1,60,0.14802765846252441,49,69,20,59,49,69,20,59,0.0,uniform,False
8,96372106,5,10637303,1,60,0.007981061935424805,28,39,11,29,28,39,11,29,0.0,uniform,False
9,96372106,5,10637304,1,60,0.055928707122802734,28,38,10,32,28,38,10,32,0.0,uniform,False
10,96372106,5,10637305,1,60,0.3611741065979004,36,44,8,39,36,44,8,39,0.0,uniform,False
11,96372106,5,10637306,1,60,0.031929731369018555,32,49,17,47,32,49,17,47,0.0,uniform,False
12,96372106,5,10637307,1,60,0.12468099594116211,34,48,14,42,34,48,14,42,0.0,uniform,False
13,96372106,5,10637308,1,60,0.12956976890563965,35,46,11,41,35,46,11,41,0.0,uniform,False
14,96372106,5,10637309,1,60,0.07555460929870605,30,43,13,34,30,43,13,34,0.0,uniform,False
15,96372106,5,10637310,1,60,1.381666898727417,44,54,10,49,44,54,10,49,0.0,uniform,False
16,96372106,5,10637311,1,60,0.00888514518737793,31,42,11,37,31,42,11,37,0.0,uniform,False
17,96372106,5,10637312,1,60,0.06556248664855957,27,34,7,31,27,34,7,31,0.0,uniform,False
18,96372106,5,10637313,1,60,0.1858384609222412,36,48,12,41,36,48,12,41,0.0,uniform,False
19,96372106,5,10637314,1,60,0.29461669921875,34,43,9,39,34,43,9,39,0.0,uniform,False
20,96372106,5,10637315,1,60,0.025777578353881836,36,53,17,44,36,53,17,44,0.0,uniform,False
21,96372106,5,10637316,1,60,0.19403719902038574,43,62,19,54,43,62,19,54,0.0,uniform,False
22,96372106,5,10637317,1,60,0.030319929122924805,30,39,9,36,30,39,9,36,0.0,uniform,False
23,96372106,5,10637318,1,60,0.026509523391723633,26,34,8,31,26,34,8,31,0.0,uniform,False
24,96372106,5,10637319,1,60,0.12122893333435059,40,52,12,48,40,52,12,48,0.0,uniform,False
25,96372106,5,10637320,1,60,0.026604175567626953,26,34,8,29,26,34,8,29,0.0,uniform,False
26,96372106,5,10637321,1,60,0.007410764694213867,25,33,8,27,25,33,8,27,0.0,uniform,False
27,96372106,5,10637322,1,60,0.3740971088409424,30,38,8,33,30,38,8,33,0.0,uniform,False
28,96372106,5,10637323,1,60,0.045667409896850586,33,44,11,38,33,44,11,38,0.0,uniform,False
29,96372106,5,10637324,1,60,0.00818777084350586,27,36,9,33,27,36,9,33,0.0,uniform,False
30,96372106,5,10637325,1,60,0.04127001762390137,24,37,13,32,24,37,13,32,0.0,uniform,False
31,96372106,5,10637326,1,60,0.24632763862609863,37,49,12,43,37,49,12,43,0.0,uniform,False
32,96372106,5,10637327,1,60,0.19412446022033691,37,47,10,41,37,47,10,41,0.0,uniform,False
33,96372106,5,10637328,1,60,0.062168121337890625,39,52,13,45,39,52,13,45,0.0,uniform,False
34,96372106,5,10637329,1,60,0.2842891216278076,35,46,11,41,35,46,11,41,0.0,uniform,False
35,96372106,5,10637330,1,60,0.00818634033203125,24,32,8,28,24,32,8,28,0.0,uniform,False
36,96372106,5,10637331,1,60,0.08776021003723145,24,33,9,28,24,33,9,28,0.0,uniform,False
37,96372106,5,10637332,1,60,0.0297698974609375,27,39,12,32,27,39,12,32,0.0,uniform,False
38,96372106,5,10637333,1,60,0.33416104316711426,34,43,9,38,34,43,9,38,0.0,uniform,False
39,96372106,5,10637334,1,60,0.04285550117492676,32,45,13,41,32,45,13,41,0.0,uniform,False
40,96372106,5,10637335,1,60,0.005174160003662109,14,16,2,15,14,16,2,15,0.0,uniform,False
41,96372106,5,10637336,1,60,0.310131311416626,46,56,10,52,46,56,10,52,0.0,uniform,False
42,96372106,5,10637337,1,60,0.03871560096740723,30,39,9,32,30,39,9,32,0.0,uniform,False
43,96372106,5,10637338,1,60,0.16029095649719238,35,43,8,40,35,43,8,40,0.0,uniform,False
44,96372106,5,10637339,1,60,0.24802327156066895,33,41,8,38,33,41,8,38,0.0,uniform,False
45,96372106,5,10637340,1,60,0.022036075592041016,29,41,12,34,29,41,12,34,0.0,uniform,False
46,96372106,5,10637341,1,60,0.008109331130981445,24,34,10,30,24,34,10,30,0.0,uniform,False
47,96372106,5,10637342,1,60,0.020098447799682617,29,36,7,34,29,36,7,34,0.0,uniform,False
48,96372106,5,10637343,1,60,0.018926620483398438,27,36,9,33,27,36,9,33,0.0,uniform,False
49,96372106,5,10637344,1,60,0.04450225830078125,29,41,12,38,29,41,12,38,0.0,uniform,False
50,96372106,5,10637345,1,60,0.12657475471496582,44,58,14,50,44,58,14,50,0.0,uniform,False
