Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,0,60,0.0294802188873291,32,32,0,32,32,32,0,32,0.75,uniform,False
2,96372106,5,10637297,0,60,0.01264500617980957,22,22,0,22,22,22,0,22,0.75,uniform,False
3,96372106,5,10637298,0,60,0.019514799118041992,33,33,0,33,33,33,0,33,0.75,uniform,False
4,96372106,5,10637299,0,60,0.03481149673461914,31,31,0,31,31,31,0,31,0.75,uniform,False
5,96372106,5,10637300,0,60,0.04429197311401367,38,38,0,38,38,38,0,38,0.75,uniform,False
6,96372106,5,10637301,0,60,0.03386282920837402,28,28,0,28,28,28,0,28,0.75,uniform,False
7,96372106,5,10637302,0,60,0.0345611572265625,44,44,0,44,44,44,0,44,0.75,uniform,False
8,96372106,5,10637303,0,60,0.02867269515991211,25,25,0,25,25,25,0,25,0.75,uniform,False
9,96372106,5,10637304,0,60,0.02165532112121582,24,24,0,24,24,24,0,24,0.75,uniform,False
10,96372106,5,10637305,0,60,0.024257183074951172,28,28,0,28,28,28,0,28,0.75,uniform,False
11,96372106,5,10637306,0,60,0.06619954109191895,30,30,0,30,30,30,0,30,0.75,uniform,False
12,96372106,5,10637307,0,60,0.019360780715942383,29,29,0,29,29,29,0,29,0.75,uniform,False
13,96372106,5,10637308,0,60,0.03085637092590332,29,29,0,29,29,29,0,29,0.75,uniform,False
14,96372106,5,10637309,0,60,0.017928361892700195,29,29,0,29,29,29,0,29,0.75,uniform,False
15,96372106,5,10637310,0,60,0.05767035484313965,37,37,0,37,37,37,0,37,0.75,uniform,False
16,96372106,5,10637311,0,60,0.02581930160522461,26,26,0,26,26,26,0,26,0.75,uniform,False
17,96372106,5,10637312,0,60,0.013120174407958984,22,22,0,22,22,22,0,22,0.75,uniform,False
18,96372106,5,10637313,0,60,0.0595550537109375,33,33,0,33,33,33,0,33,0.75,uniform,False
19,96372106,5,10637314,0,60,0.09500718116760254,29,29,0,29,29,29,0,29,0.75,uniform,False
20,96372106,5,10637315,0,60,0.046022653579711914,35,35,0,35,35,35,0,35,0.75,uniform,False
21,96372106,5,10637316,0,60,0.045774221420288086,36,36,0,36,36,36,0,36,0.75,uniform,False
22,96372106,5,10637317,0,60,0.031735897064208984,25,25,0,25,25,25,0,25,0.75,uniform,False
23,96372106,5,10637318,0,60,0.02040266990661621,24,24,0,24,24,24,0,24,0.75,uniform,False
24,96372106,5,10637319,0,60,0.036080360412597656,34,34,0,34,34,34,0,34,0.75,uniform,False
25,96372106,5,10637320,0,60,0.012250423431396484,21,21,0,21,21,21,0,21,0.75,uniform,False
26,96372106,5,10637321,0,60,0.03266000747680664,21,21,0,21,21,21,0,21,0.75,uniform,False
27,96372106,5,10637322,0,60,0.0614776611328125,27,27,0,27,27,27,0,27,0.75,uniform,False
28,96372106,5,10637323,0,60,0.04724836349487305,31,31,0,31,31,31,0,31,0.75,uniform,False
29,96372106,5,10637324,0,60,0.014162540435791016,24,24,0,24,24,24,0,24,0.75,uniform,False
30,96372106,5,10637325,0,60,0.013854265213012695,23,23,0,23,23,23,0,23,0.75,uniform,False
31,96372106,5,10637326,0,60,0.046149492263793945,30,30,0,30,30,30,0,30,0.75,uniform,False
32,96372106,5,10637327,0,60,0.021604537963867188,28,28,0,28,28,28,0,28,0.75,uniform,False
33,96372106,5,10637328,0,60,0.027878999710083008,33,33,0,33,33,33,0,33,0.75,uniform,False
34,96372106,5,10637329,0,60,0.06058621406555176,31,31,0,31,31,31,0,31,0.75,uniform,False
35,96372106,5,10637330,0,60,0.012992143630981445,21,21,0,21,21,21,0,21,0.75,uniform,False
36,96372106,5,10637331,0,60,0.017949581146240234,20,20,0,20,20,20,0,20,0.75,uniform,False
37,96372106,5,10637332,0,60,0.014098882675170898,24,24,0,24,24,24,0,24,0.75,uniform,False
38,96372106,5,10637333,0,60,0.018095016479492188,26,26,0,26,26,26,0,26,0.75,uniform,False
39,96372106,5,10637334,0,60,0.018146276473999023,27,27,0,27,27,27,0,27,0.75,uniform,False
40,96372106,5,10637335,0,60,0.00600433349609375,11,11,0,11,11,11,0,11,0.75,uniform,False
41,96372106,5,10637336,0,60,0.02569103240966797,41,41,0,41,41,41,0,41,0.75,uniform,False
42,96372106,5,10637337,0,60,0.022884368896484375,24,24,0,24,24,24,0,24,0.75,uniform,False
43,96372106,5,10637338,0,60,0.03228878974914551,32,32,0,32,32,32,0,32,0.75,uniform,False
44,96372106,5,10637339,0,60,0.03095555305480957,28,28,0,28,28,28,0,28,0.75,uniform,False
45,96372106,5,10637340,0,60,0.023001670837402344,26,26,0,26,26,26,0,26,0.75,uniform,False
46,96372106,5,10637341,0,60,0.013189315795898438,24,24,0,24,24,24,0,24,0.75,uniform,False
47,96372106,5,10637342,0,60,0.02843475341796875,24,24,0,24,24,24,0,24,0.75,uniform,False
48,96372106,5,10637343,0,60,0.012953042984008789,25,25,0,25,25,25,0,25,0.75,uniform,False
49,96372106,5,10637344,0,60,0.02628350257873535,25,25,0,25,25,25,0,25,0.75,uniform,False
50,96372106,5,10637345,0,60,0.027259349822998047,39,39,0,39,39,39,0,39,0.75,uniform,False
