Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,2,60,0.049782752990722656,41,61,20,61,54,61,7,61,0.25,uniform,False
2,96372106,5,10637297,2,60,0.05315351486206055,28,46,18,46,40,46,6,46,0.25,uniform,False
3,96372106,5,10637298,2,60,2.119318723678589,44,69,25,69,58,69,11,69,0.25,uniform,False
4,96372106,5,10637299,2,60,1.967090129852295,47,69,22,69,54,66,12,66,0.25,uniform,False
5,96372106,5,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
6,96372106,5,10637301,2,60,0.14678025245666504,38,56,18,56,53,56,3,56,0.25,uniform,False
7,96372106,5,10637302,2,60,0.9289846420288086,59,91,32,91,73,91,18,91,0.25,uniform,False
8,96372106,5,10637303,2,60,0.010597467422485352,30,53,23,53,39,53,14,53,0.25,uniform,False
9,96372106,5,10637304,2,60,0.14887690544128418,37,52,15,52,46,52,6,52,0.25,uniform,False
10,96372106,5,10637305,2,60,0.6826934814453125,42,64,22,64,52,64,12,64,0.25,uniform,False
11,96372106,5,10637306,2,60,0.01828789710998535,36,66,30,66,50,66,16,66,0.25,uniform,False
12,96372106,5,10637307,2,60,0.40203404426574707,46,64,18,64,59,63,4,63,0.25,uniform,False
13,96372106,5,10637308,2,60,0.13788795471191406,38,61,23,61,49,61,12,61,0.25,uniform,False
14,96372106,5,10637309,2,60,0.23527288436889648,40,56,16,56,49,56,7,56,0.25,uniform,False
15,96372106,5,10637310,2,60,16.840156316757202,54,82,28,82,69,80,11,80,0.25,uniform,False
16,96372106,5,10637311,2,60,0.012077808380126953,36,58,22,58,47,58,11,58,0.25,uniform,False
17,96372106,5,10637312,2,60,0.10707688331604004,29,49,20,49,39,49,10,49,0.25,uniform,False
18,96372106,5,10637313,2,60,3.3331298828125,45,68,23,68,59,68,9,68,0.25,uniform,False
19,96372106,5,10637314,2,60,0.8189623355865479,39,62,23,62,49,62,13,62,0.25,uniform,False
20,96372106,5,10637315,2,60,0.04434680938720703,40,72,32,72,56,72,16,72,0.25,uniform,False
21,96372106,5,10637316,2,60,0.18878769874572754,54,76,22,76,68,76,8,76,0.25,uniform,False
22,96372106,5,10637317,2,60,0.01659417152404785,35,52,17,52,45,52,7,52,0.25,uniform,False
23,96372106,5,10637318,2,60,0.04067683219909668,31,49,18,49,39,49,10,49,0.25,uniform,False
24,96372106,5,10637319,2,60,0.40260839462280273,42,73,31,73,53,73,20,73,0.25,uniform,False
25,96372106,5,10637320,2,60,0.08953261375427246,30,48,18,48,45,48,3,48,0.25,uniform,False
26,96372106,5,10637321,2,60,0.02645277976989746,30,50,20,50,43,50,7,50,0.25,uniform,False
27,96372106,5,10637322,2,60,0.9611163139343262,32,53,21,53,45,52,7,52,0.25,uniform,False
28,96372106,5,10637323,2,60,0.2519369125366211,40,62,22,62,52,62,10,62,0.25,uniform,False
29,96372106,5,10637324,2,60,0.040021419525146484,30,43,13,43,35,43,8,43,0.25,uniform,False
30,96372106,5,10637325,2,60,0.07596588134765625,29,44,15,44,35,43,8,43,0.25,uniform,False
31,96372106,5,10637326,2,60,1.355973720550537,43,65,22,65,58,65,7,65,0.25,uniform,False
32,96372106,5,10637327,2,60,0.06447196006774902,41,64,23,64,49,64,15,64,0.25,uniform,False
33,96372106,5,10637328,2,60,0.16704702377319336,50,70,20,70,60,70,10,70,0.25,uniform,False
34,96372106,5,10637329,2,60,0.1235198974609375,41,63,22,63,59,63,4,63,0.25,uniform,False
35,96372106,5,10637330,2,60,0.013443708419799805,27,46,19,46,42,46,4,46,0.25,uniform,False
36,96372106,5,10637331,2,60,0.4883759021759033,27,50,23,50,37,50,13,50,0.25,uniform,False
37,96372106,5,10637332,2,60,0.575535774230957,34,51,17,51,47,50,3,50,0.25,uniform,False
38,96372106,5,10637333,2,60,0.5379557609558105,41,60,19,60,53,60,7,60,0.25,uniform,False
39,96372106,5,10637334,2,60,0.03230881690979004,39,61,22,61,50,61,11,61,0.25,uniform,False
40,96372106,5,10637335,2,60,0.0076007843017578125,17,23,6,23,18,23,5,23,0.25,uniform,False
41,96372106,5,10637336,2,60,0.28548502922058105,52,82,30,82,73,82,9,82,0.25,uniform,False
42,96372106,5,10637337,2,60,0.16356515884399414,34,50,16,50,41,50,9,50,0.25,uniform,False
43,96372106,5,10637338,2,60,0.21489262580871582,43,59,16,59,49,59,10,59,0.25,uniform,False
44,96372106,5,10637339,2,60,22.568987369537354,38,56,18,56,41,56,15,56,0.25,uniform,False
45,96372106,5,10637340,2,60,0.19770169258117676,35,60,25,60,57,60,3,60,0.25,uniform,False
46,96372106,5,10637341,2,60,0.02270674705505371,27,46,19,46,43,46,3,46,0.25,uniform,False
47,96372106,5,10637342,2,60,0.23506927490234375,35,52,17,52,40,52,12,52,0.25,uniform,False
48,96372106,5,10637343,2,60,0.026844501495361328,30,53,23,53,51,53,2,53,0.25,uniform,False
49,96372106,5,10637344,2,60,0.07366132736206055,33,52,19,52,47,52,5,52,0.25,uniform,False
50,96372106,5,10637345,2,60,0.16319513320922852,48,79,31,79,71,79,8,79,0.25,uniform,False
