Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,6,10637296,1,60,0.1216745376586914,0.01798868179321289,249,330,81,249,249,330,81,249,0.0,min,Min Worst Case,False,245,328
2,96372106,6,10637297,1,60,0.043886661529541016,0.013965845108032227,257,317,60,257,257,317,60,257,0.0,min,Min Worst Case,False,257,320
3,96372106,6,10637298,1,60,0.29020261764526367,0.012946605682373047,236,301,65,236,236,301,65,236,0.0,min,Min Worst Case,False,229,297
4,96372106,6,10637299,1,60,0.04092741012573242,0.022937297821044922,216,275,59,216,216,275,59,216,0.0,min,Min Worst Case,False,215,278
5,96372106,6,10637300,1,60,1.5857608318328857,0.03191423416137695,283,351,68,283,283,351,68,283,0.0,min,Min Worst Case,False,281,346
6,96372106,6,10637301,1,60,0.008941650390625,0.013962984085083008,196,241,45,196,196,241,45,196,0.0,min,Min Worst Case,False,196,241
7,96372106,6,10637302,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Worst Case,False,-1,-1
8,96372106,6,10637303,1,60,0.014986276626586914,0.019946813583374023,184,228,44,184,184,228,44,184,0.0,min,Min Worst Case,False,183,227
9,96372106,6,10637304,1,60,0.0069811344146728516,0.013962268829345703,153,191,38,153,153,191,38,153,0.0,min,Min Worst Case,False,153,191
10,96372106,6,10637305,1,60,0.6592185497283936,0.01695394515991211,249,310,61,249,249,310,61,249,0.0,min,Min Worst Case,False,240,308
11,96372106,6,10637306,1,60,0.010970830917358398,0.009973287582397461,169,207,38,169,169,207,38,169,0.0,min,Min Worst Case,False,169,208
12,96372106,6,10637307,1,60,5.000628709793091,0.015969038009643555,268,338,70,268,268,338,70,268,0.0,min,Min Worst Case,False,262,322
13,96372106,6,10637308,1,60,0.0967416763305664,0.017969369888305664,264,331,67,264,264,331,67,264,0.0,min,Min Worst Case,False,263,331
14,96372106,6,10637309,1,60,0.033927202224731445,0.025930404663085938,241,307,66,241,241,307,66,241,0.0,min,Min Worst Case,False,241,312
15,96372106,6,10637310,1,60,0.7968704700469971,0.01795196533203125,180,221,41,180,180,221,41,180,0.0,min,Min Worst Case,False,175,222
16,96372106,6,10637311,1,60,0.05283021926879883,0.016955137252807617,190,239,49,190,190,239,49,190,0.0,min,Min Worst Case,False,189,244
17,96372106,6,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Worst Case,False,-1,-1
18,96372106,6,10637313,1,60,0.20652389526367188,0.01495814323425293,304,387,83,304,304,387,83,304,0.0,min,Min Worst Case,False,299,393
19,96372106,6,10637314,1,60,0.09175443649291992,0.02490997314453125,259,326,67,259,259,326,67,259,0.0,min,Min Worst Case,False,257,328
20,96372106,6,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,Min Worst Case,False,-1,-1
21,96372106,6,10637316,1,60,0.08377552032470703,0.020967721939086914,281,355,74,281,281,355,74,281,0.0,min,Min Worst Case,False,277,355
22,96372106,6,10637317,1,60,0.021941184997558594,0.015959978103637695,234,300,66,234,234,300,66,234,0.0,min,Min Worst Case,False,232,303
23,96372106,6,10637318,1,60,0.005984067916870117,0.01196742057800293,138,171,33,138,138,171,33,138,0.0,min,Min Worst Case,False,138,171
24,96372106,6,10637319,1,60,0.05684804916381836,0.01196742057800293,188,237,49,188,188,237,49,188,0.0,min,Min Worst Case,False,187,233
25,96372106,6,10637320,1,60,0.010008811950683594,0.023935794830322266,243,299,56,243,243,299,56,243,0.0,min,Min Worst Case,False,243,299
26,96372106,6,10637321,1,60,0.8178138732910156,0.018949031829833984,232,292,60,232,232,292,60,232,0.0,min,Min Worst Case,False,224,284
