Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC,True SIC
1,96372106,6,10637296,2,60,29.316608667373657,0.01695418357849121,323,424,101,369,323,424,101,369,0.0,uniform,Min Worst Case,True,326,419362
2,96372106,6,10637297,2,60,5.9072425365448,0.01495981216430664,334,442,108,389,334,442,108,389,0.0,uniform,Min Worst Case,True,337,437385
3,96372106,6,10637298,2,60,6.061732292175293,0.010971546173095703,309,407,98,365,309,407,98,365,0.0,uniform,Min Worst Case,True,296,404356
4,96372106,6,10637299,2,60,3.196420192718506,0.022938251495361328,270,367,97,319,270,367,97,319,0.0,uniform,Min Worst Case,True,268,365317
5,96372106,6,10637300,2,60,35.97084593772888,0.011968374252319336,362,482,120,419,362,482,120,419,0.0,uniform,Min Worst Case,True,361,477416
6,96372106,6,10637301,2,60,2.443408489227295,0.01294398307800293,247,328,81,287,247,328,81,287,0.0,uniform,Min Worst Case,True,244,327286
7,96372106,6,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,uniform,Min Worst Case,True,-1,-1-1
8,96372106,6,10637303,2,60,0.9604885578155518,0.009981393814086914,237,321,84,278,237,321,84,278,0.0,uniform,Min Worst Case,True,233,317274
9,96372106,6,10637304,2,60,0.08975958824157715,0.00796651840209961,196,263,67,232,196,263,67,232,0.0,uniform,Min Worst Case,True,196,263232
10,96372106,6,10637305,2,60,149.97820281982422,0.009973526000976562,334,429,95,377,334,429,95,377,0.0,uniform,Min Worst Case,True,321,417364
11,96372106,6,10637306,2,60,0.6741960048675537,0.006981372833251953,219,277,58,245,219,277,58,245,0.0,uniform,Min Worst Case,True,218,277246
12,96372106,6,10637307,2,60,38.36641263961792,0.01296544075012207,352,458,106,410,352,458,106,410,0.0,uniform,Min Worst Case,True,336,442396
13,96372106,6,10637308,2,60,11.178147315979004,0.012944459915161133,340,445,105,389,340,445,105,389,0.0,uniform,Min Worst Case,True,339,443393
14,96372106,6,10637309,2,60,24.278082609176636,0.022902488708496094,316,417,101,360,316,417,101,360,0.0,uniform,Min Worst Case,True,315,415358
15,96372106,6,10637310,2,60,7.578733921051025,0.009969472885131836,237,304,67,272,237,304,67,272,0.0,uniform,Min Worst Case,True,230,295262
16,96372106,6,10637311,2,60,18.09661078453064,0.012963294982910156,243,329,86,285,243,329,86,285,0.0,uniform,Min Worst Case,True,242,323285
17,96372106,6,10637312,2,60,45.15825033187866,0.02094435691833496,314,405,91,369,314,405,91,369,0.0,uniform,Min Worst Case,True,294,399353
18,96372106,6,10637313,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,uniform,Min Worst Case,True,-1,-1-1
19,96372106,6,10637314,2,60,17.306044816970825,0.013962745666503906,331,445,114,394,331,445,114,394,0.0,uniform,Min Worst Case,True,331,443393
20,96372106,6,10637315,2,60,0.4857010841369629,0.01196599006652832,236,323,87,281,236,323,87,281,0.0,uniform,Min Worst Case,True,236,323281
21,96372106,6,10637316,2,60,15.446449995040894,0.015956878662109375,360,480,120,441,360,480,120,441,0.0,uniform,Min Worst Case,True,351,479429
22,96372106,6,10637317,2,60,9.131614923477173,0.012984514236450195,293,402,109,340,293,402,109,340,0.0,uniform,Min Worst Case,True,296,399346
23,96372106,6,10637318,2,60,0.09275126457214355,0.00897836685180664,172,230,58,200,172,230,58,200,0.0,uniform,Min Worst Case,True,172,230200
24,96372106,6,10637319,2,60,1.0212781429290771,0.00897526741027832,244,325,81,276,244,325,81,276,0.0,uniform,Min Worst Case,True,231,324269
25,96372106,6,10637320,2,60,2.245938301086426,0.013929128646850586,300,414,114,356,300,414,114,356,0.0,uniform,Min Worst Case,True,300,414356
26,96372106,6,10637321,2,60,119.6713593006134,0.010971546173095703,300,402,102,348,300,402,102,348,0.0,uniform,Min Worst Case,True,290,386333
27,96372106,6,10637322,2,60,1.993727207183838,0.011966943740844727,216,300,84,255,216,300,84,255,0.0,uniform,Min Worst Case,True,216,300255
28,96372106,6,10637323,2,60,16.433058500289917,0.012965202331542969,356,475,119,416,356,475,119,416,0.0,uniform,Min Worst Case,True,357,473416
29,96372106,6,10637324,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,uniform,Min Worst Case,True,-1,-1-1
30,96372106,6,10637325,2,60,216.90831971168518,0.012961149215698242,322,419,97,371,322,419,97,371,0.0,uniform,Min Worst Case,True,317,413357
31,96372106,6,10637326,2,60,0.23932766914367676,0.00901174545288086,192,262,70,220,192,262,70,220,0.0,uniform,Min Worst Case,True,194,261221
32,96372106,6,10637327,2,60,2.2539989948272705,0.013962507247924805,337,445,108,389,337,445,108,389,0.0,uniform,Min Worst Case,True,333,442389
33,96372106,6,10637328,2,60,0.6901781558990479,0.009973764419555664,248,336,88,290,248,336,88,290,0.0,uniform,Min Worst Case,True,248,336290
34,96372106,6,10637329,2,60,0.4547591209411621,0.00897526741027832,204,281,77,246,204,281,77,246,0.0,uniform,Min Worst Case,True,198,278240
35,96372106,6,10637330,2,60,5.540217399597168,0.01097249984741211,187,247,60,217,187,247,60,217,0.0,uniform,Min Worst Case,True,184,241213
36,96372106,6,10637331,2,60,1.007286548614502,0.008976221084594727,266,345,79,314,266,345,79,314,0.0,uniform,Min Worst Case,True,266,345314
37,96372106,6,10637332,2,60,1.7502624988555908,0.012988805770874023,267,351,84,313,267,351,84,313,0.0,uniform,Min Worst Case,True,259,344307
38,96372106,6,10637333,2,60,3.7170603275299072,0.0126190185546875,301,395,94,346,301,395,94,346,0.0,uniform,Min Worst Case,True,301,395346
39,96372106,6,10637334,2,60,4.925829887390137,0.01395559310913086,295,395,100,335,295,395,100,335,0.0,uniform,Min Worst Case,True,288,392328
40,96372106,6,10637335,2,60,3.863668441772461,0.011946439743041992,266,345,79,302,266,345,79,302,0.0,uniform,Min Worst Case,True,256,337289
41,96372106,6,10637336,2,60,1.4700994491577148,0.01695418357849121,280,363,83,325,280,363,83,325,0.0,uniform,Min Worst Case,True,280,363325
42,96372106,6,10637337,2,60,0.5963704586029053,0.010968446731567383,178,229,51,205,178,229,51,205,0.0,uniform,Min Worst Case,True,178,229205
43,96372106,6,10637338,2,60,10.258533716201782,0.012984991073608398,259,349,90,312,259,349,90,312,0.0,uniform,Min Worst Case,True,256,345304
44,96372106,6,10637339,2,60,13.403160810470581,0.013964176177978516,363,487,124,431,363,487,124,431,0.0,uniform,Min Worst Case,True,363,484431
45,96372106,6,10637340,2,60,50.383610010147095,0.013945579528808594,297,391,94,340,297,391,94,340,0.0,uniform,Min Worst Case,True,289,387334
46,96372106,6,10637341,2,60,70.08952522277832,0.013962745666503906,366,495,129,432,366,495,129,432,0.0,uniform,Min Worst Case,True,351,489426
47,96372106,6,10637342,2,60,2.342733860015869,0.009984016418457031,306,413,107,354,306,413,107,354,0.0,uniform,Min Worst Case,True,300,407351
48,96372106,6,10637343,2,60,66.72557997703552,0.018949270248413086,293,399,106,340,293,399,106,340,0.0,uniform,Min Worst Case,True,290,389334
49,96372106,6,10637344,2,60,1.6974351406097412,0.01994633674621582,231,306,75,275,231,306,75,275,0.0,uniform,Min Worst Case,True,231,306275
50,96372106,6,10637345,2,60,32.54198455810547,0.011967897415161133,386,517,131,451,386,517,131,451,0.0,uniform,Min Worst Case,True,384,511450
