Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC,True SIC
1,96372106,6,10637296,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
2,96372106,6,10637297,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
3,96372106,6,10637298,2,60,6.061732292175293,54.32270646095276,309,407,98,365,365,365,0,365,0.5,uniform,Min Worst Case,True,296,4040
4,96372106,6,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
5,96372106,6,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
6,96372106,6,10637301,2,60,2.443408489227295,46.1685848236084,247,328,81,287,287,287,0,287,0.5,uniform,Min Worst Case,True,244,3270
7,96372106,6,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
8,96372106,6,10637303,2,60,0.9604885578155518,30.675389051437378,237,321,84,278,273,274,1,274,0.5,uniform,Min Worst Case,True,233,3170
9,96372106,6,10637304,2,60,0.08975958824157715,1.6825003623962402,196,263,67,232,229,236,7,232,0.5,uniform,Min Worst Case,True,196,2630
10,96372106,6,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
11,96372106,6,10637306,2,60,0.6741960048675537,2.2509584426879883,219,277,58,245,243,247,4,245,0.5,uniform,Min Worst Case,True,218,2770
12,96372106,6,10637307,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
13,96372106,6,10637308,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
14,96372106,6,10637309,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
15,96372106,6,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
16,96372106,6,10637311,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
17,96372106,6,10637312,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
18,96372106,6,10637313,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
19,96372106,6,10637314,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
20,96372106,6,10637315,2,60,0.4857010841369629,30.59421157836914,236,323,87,281,279,285,6,281,0.5,uniform,Min Worst Case,True,236,3230
21,96372106,6,10637316,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
22,96372106,6,10637317,2,60,9.131614923477173,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
23,96372106,6,10637318,2,60,0.09275126457214355,1.3194549083709717,172,230,58,200,193,200,7,200,0.5,uniform,Min Worst Case,True,172,2300
24,96372106,6,10637319,2,60,1.0212781429290771,11.360653638839722,244,325,81,276,275,278,3,276,0.5,uniform,Min Worst Case,True,231,3240
25,96372106,6,10637320,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
26,96372106,6,10637321,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
27,96372106,6,10637322,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
28,96372106,6,10637323,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
29,96372106,6,10637324,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
30,96372106,6,10637325,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
31,96372106,6,10637326,2,60,0.23932766914367676,5.158152103424072,192,262,70,220,220,220,0,220,0.5,uniform,Min Worst Case,True,194,2610
32,96372106,6,10637327,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,Min Worst Case,True,-1,-1-1
33,96372106,6,10637328,2,60,0.6901781558990479,29.27375555038452,248,336,88,290,290,292,2,290,0.5,uniform,Min Worst Case,True,248,3360
34,96372106,6,10637329,2,60,0.4547591209411621,4.23566198348999,204,281,77,246,242,245,3,243,0.5,uniform,Min Worst Case,True,198,2780
35,96372106,6,10637330,2,60,5.540217399597168,36.78164315223694,187,247,60,217,215,218,3,217,0.5,uniform,Min Worst Case,True,184,2410
36,96372106,6,10637331,2,60,1.007286548614502,33.32590460777283,266,345,79,314,314,316,2,314,0.5,uniform,Min Worst Case,True,266,3450
