Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,6,10637296,1,60,0.11070394515991211,0.01298213005065918,249,330,81,295,249,330,81,295,0.0,uniform,Min Best Case,True,245,328
2,96372106,6,10637297,1,60,0.037899017333984375,0.009972333908081055,257,317,60,290,257,317,60,290,0.0,uniform,Min Best Case,True,257,320
3,96372106,6,10637298,1,60,1.138953685760498,0.010006427764892578,236,301,65,269,236,301,65,269,0.0,uniform,Min Best Case,True,229,297
4,96372106,6,10637299,1,60,0.04089069366455078,0.01297616958618164,216,275,59,249,216,275,59,249,0.0,uniform,Min Best Case,True,215,278
5,96372106,6,10637300,1,60,1.3164782524108887,0.010933876037597656,283,351,68,322,283,351,68,322,0.0,uniform,Min Best Case,True,281,346
6,96372106,6,10637301,1,60,0.008971452713012695,0.011021614074707031,196,241,45,218,196,241,45,218,0.0,uniform,Min Best Case,True,196,241
7,96372106,6,10637302,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,uniform,Min Best Case,True,-1,-1
8,96372106,6,10637303,1,60,0.012964725494384766,0.009012699127197266,184,228,44,202,184,228,44,202,0.0,uniform,Min Best Case,True,183,227
9,96372106,6,10637304,1,60,0.0060138702392578125,0.00797891616821289,153,191,38,171,153,191,38,171,0.0,uniform,Min Best Case,True,153,191
10,96372106,6,10637305,1,60,4.454089879989624,0.008944034576416016,245,307,62,274,245,307,62,274,0.0,uniform,Min Best Case,True,240,308
11,96372106,6,10637306,1,60,0.011949300765991211,0.0069277286529541016,169,207,38,186,169,207,38,186,0.0,uniform,Min Best Case,True,169,208
12,96372106,6,10637307,1,60,0.1815030574798584,0.011969804763793945,268,338,70,307,268,338,70,307,0.0,uniform,Min Best Case,True,262,322
13,96372106,6,10637308,1,60,0.029871463775634766,0.012022018432617188,264,331,67,304,264,331,67,304,0.0,uniform,Min Best Case,True,263,331
14,96372106,6,10637309,1,60,0.04088902473449707,0.0119476318359375,241,307,66,276,241,307,66,276,0.0,uniform,Min Best Case,True,241,312
15,96372106,6,10637310,1,60,0.3839719295501709,0.012964963912963867,178,225,47,200,178,225,47,200,0.0,uniform,Min Best Case,True,175,222
16,96372106,6,10637311,1,60,0.05487871170043945,0.01795053482055664,190,239,49,213,190,239,49,213,0.0,uniform,Min Best Case,True,189,244
17,96372106,6,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,uniform,Min Best Case,True,-1,-1
18,96372106,6,10637313,1,60,8.484314203262329,0.011967897415161133,304,387,83,341,304,387,83,341,0.0,uniform,Min Best Case,True,299,393
19,96372106,6,10637314,1,60,0.12566304206848145,0.013986587524414062,258,325,67,296,258,325,67,296,0.0,uniform,Min Best Case,True,257,328
20,96372106,6,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,uniform,Min Best Case,True,-1,-1
21,96372106,6,10637316,1,60,0.05379605293273926,0.01396322250366211,279,358,79,323,279,358,79,323,0.0,uniform,Min Best Case,True,277,355
22,96372106,6,10637317,1,60,0.02593064308166504,0.011966466903686523,232,302,70,270,232,302,70,270,0.0,uniform,Min Best Case,True,232,303
23,96372106,6,10637318,1,60,0.005959272384643555,0.006987333297729492,138,171,33,156,138,171,33,156,0.0,uniform,Min Best Case,True,138,171
