Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC,True SIC
1,96372106,6,10637296,2,60,29.316608667373657,0.014939546585083008,323,424,101,424,323,424,101,424,0.0,max,Min Worst Case,True,326,419419
2,96372106,6,10637297,2,60,5.9072425365448,0.009991645812988281,334,442,108,442,334,442,108,442,0.0,max,Min Worst Case,True,337,437437
3,96372106,6,10637298,2,60,6.061732292175293,0.016954421997070312,309,407,98,407,309,407,98,407,0.0,max,Min Worst Case,True,296,404404
4,96372106,6,10637299,2,60,3.196420192718506,0.014967203140258789,270,367,97,367,270,367,97,367,0.0,max,Min Worst Case,True,268,365365
5,96372106,6,10637300,2,60,35.97084593772888,0.011971235275268555,362,482,120,482,362,482,120,482,0.0,max,Min Worst Case,True,361,477477
6,96372106,6,10637301,2,60,2.443408489227295,0.01296544075012207,247,328,81,328,247,328,81,328,0.0,max,Min Worst Case,True,244,327327
7,96372106,6,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,max,Min Worst Case,True,-1,-1-1
8,96372106,6,10637303,2,60,0.9604885578155518,0.013907194137573242,237,321,84,321,237,321,84,321,0.0,max,Min Worst Case,True,233,317317
9,96372106,6,10637304,2,60,0.08975958824157715,0.013962507247924805,196,263,67,263,196,263,67,263,0.0,max,Min Worst Case,True,196,263263
10,96372106,6,10637305,2,60,149.97820281982422,0.009036540985107422,334,429,95,429,334,429,95,429,0.0,max,Min Worst Case,True,321,417417
11,96372106,6,10637306,2,60,0.6741960048675537,0.011968135833740234,219,277,58,277,219,277,58,277,0.0,max,Min Worst Case,True,218,277277
12,96372106,6,10637307,2,60,38.36641263961792,0.020943164825439453,352,458,106,458,352,458,106,458,0.0,max,Min Worst Case,True,336,442442
13,96372106,6,10637308,2,60,11.178147315979004,0.013982772827148438,340,445,105,445,340,445,105,445,0.0,max,Min Worst Case,True,339,443443
14,96372106,6,10637309,2,60,24.278082609176636,0.02393627166748047,316,417,101,417,316,417,101,417,0.0,max,Min Worst Case,True,315,415415
15,96372106,6,10637310,2,60,7.578733921051025,0.01495981216430664,237,304,67,304,237,304,67,304,0.0,max,Min Worst Case,True,230,295295
16,96372106,6,10637311,2,60,18.09661078453064,0.014960289001464844,243,329,86,329,243,329,86,329,0.0,max,Min Worst Case,True,242,323323
17,96372106,6,10637312,2,60,45.15825033187866,0.012023448944091797,314,405,91,405,314,405,91,405,0.0,max,Min Worst Case,True,294,399399
18,96372106,6,10637313,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,max,Min Worst Case,True,-1,-1-1
19,96372106,6,10637314,2,60,17.306044816970825,0.013942241668701172,331,445,114,445,331,445,114,445,0.0,max,Min Worst Case,True,331,443443
20,96372106,6,10637315,2,60,0.4857010841369629,0.011966466903686523,236,323,87,323,236,323,87,323,0.0,max,Min Worst Case,True,236,323323
21,96372106,6,10637316,2,60,15.446449995040894,0.016011714935302734,360,480,120,480,360,480,120,480,0.0,max,Min Worst Case,True,351,479479
22,96372106,6,10637317,2,60,9.131614923477173,0.011970043182373047,293,402,109,402,293,402,109,402,0.0,max,Min Worst Case,True,296,399399
23,96372106,6,10637318,2,60,0.09275126457214355,0.008976459503173828,172,230,58,230,172,230,58,230,0.0,max,Min Worst Case,True,172,230230
24,96372106,6,10637319,2,60,1.0212781429290771,0.008968353271484375,244,325,81,325,244,325,81,325,0.0,max,Min Worst Case,True,231,324324
25,96372106,6,10637320,2,60,2.245938301086426,0.013962507247924805,300,414,114,414,300,414,114,414,0.0,max,Min Worst Case,True,300,414414
26,96372106,6,10637321,2,60,119.6713593006134,0.011967897415161133,300,402,102,402,300,402,102,402,0.0,max,Min Worst Case,True,290,386386
27,96372106,6,10637322,2,60,1.993727207183838,0.01296544075012207,216,300,84,300,216,300,84,300,0.0,max,Min Worst Case,True,216,300300
28,96372106,6,10637323,2,60,16.433058500289917,0.012969970703125,356,475,119,475,356,475,119,475,0.0,max,Min Worst Case,True,357,473473
29,96372106,6,10637324,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,max,Min Worst Case,True,-1,-1-1
30,96372106,6,10637325,2,60,216.90831971168518,0.012964487075805664,322,419,97,419,322,419,97,419,0.0,max,Min Worst Case,True,317,413413
