Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,3,10637296,1,60,0.005984306335449219,0.010671138763427734,123,160,37,160,123,160,37,160,0.0,max,Min Best Case,False
2,96372106,3,10637297,1,60,0.00498652458190918,0.005909442901611328,140,168,28,168,140,168,28,168,0.0,max,Min Best Case,False
3,96372106,3,10637298,1,60,0.003976106643676758,0.008047819137573242,109,143,34,143,109,143,34,143,0.0,max,Min Best Case,False
4,96372106,3,10637299,1,60,0.007978439331054688,0.005396366119384766,96,125,29,125,96,125,29,125,0.0,max,Min Best Case,False
5,96372106,3,10637300,1,60,0.004986286163330078,0.00594782829284668,143,178,35,178,143,178,35,178,0.0,max,Min Best Case,False
6,96372106,3,10637301,1,60,0.004987478256225586,0.007979631423950195,122,152,30,152,122,152,30,152,0.0,max,Min Best Case,False
7,96372106,3,10637302,1,60,0.002991914749145508,0.0028798580169677734,69,95,26,95,69,95,26,95,0.0,max,Min Best Case,False
8,96372106,3,10637303,1,60,0.004987239837646484,0.0059680938720703125,63,76,13,76,63,76,13,76,0.0,max,Min Best Case,False
9,96372106,3,10637304,1,60,0.0029861927032470703,0.0030303001403808594,74,91,17,91,74,91,17,91,0.0,max,Min Best Case,False
10,96372106,3,10637305,1,60,0.004986286163330078,0.00795435905456543,119,153,34,153,119,153,34,153,0.0,max,Min Best Case,False
11,96372106,3,10637306,1,60,0.003036022186279297,0.00502467155456543,69,85,16,85,69,85,16,85,0.0,max,Min Best Case,False
12,96372106,3,10637307,1,60,0.004026651382446289,0.00600886344909668,122,149,27,149,122,149,27,149,0.0,max,Min Best Case,False
13,96372106,3,10637308,1,60,0.028622150421142578,0.00910639762878418,165,214,49,214,165,214,49,214,0.0,max,Min Best Case,False
14,96372106,3,10637309,1,60,0.0019948482513427734,0.003975868225097656,42,58,16,58,42,58,16,58,0.0,max,Min Best Case,False
15,96372106,3,10637310,1,60,0.44223618507385254,0.006631374359130859,140,175,35,175,140,175,35,175,0.0,max,Min Best Case,False
16,96372106,3,10637311,1,60,0.005894660949707031,0.00499272346496582,77,102,25,102,77,102,25,102,0.0,max,Min Best Case,False
17,96372106,3,10637312,1,60,0.3167712688446045,0.008051395416259766,170,216,46,216,170,216,46,216,0.0,max,Min Best Case,False
18,96372106,3,10637313,1,60,0.00586390495300293,0.007615804672241211,191,252,61,252,191,252,61,252,0.0,max,Min Best Case,False
19,96372106,3,10637314,1,60,0.0055446624755859375,0.007982969284057617,140,173,33,173,140,173,33,173,0.0,max,Min Best Case,False
20,96372106,3,10637315,1,60,0.002588987350463867,0.003981828689575195,50,66,16,66,50,66,16,66,0.0,max,Min Best Case,False
21,96372106,3,10637316,1,60,0.005910396575927734,0.00907278060913086,175,225,50,225,175,225,50,225,0.0,max,Min Best Case,False
22,96372106,3,10637317,1,60,0.02218008041381836,0.007943153381347656,136,177,41,177,136,177,41,177,0.0,max,Min Best Case,False
23,96372106,3,10637318,1,60,0.004450321197509766,0.006025791168212891,83,103,20,103,83,103,20,103,0.0,max,Min Best Case,False
24,96372106,3,10637319,1,60,0.004311323165893555,0.003026723861694336,72,90,18,90,72,90,18,90,0.0,max,Min Best Case,False
25,96372106,3,10637320,1,60,0.0062961578369140625,0.008939743041992188,135,174,39,174,135,174,39,174,0.0,max,Min Best Case,False
26,96372106,3,10637321,1,60,0.36960339546203613,0.0069828033447265625,143,184,41,184,143,184,41,184,0.0,max,Min Best Case,False
27,96372106,3,10637322,1,60,0.003996610641479492,0.007241249084472656,73,91,18,91,73,91,18,91,0.0,max,Min Best Case,False
28,96372106,3,10637323,1,60,0.00576329231262207,0.009760141372680664,114,141,27,141,114,141,27,141,0.0,max,Min Best Case,False
29,96372106,3,10637324,1,60,14.61127495765686,0.006307125091552734,83,104,21,104,83,104,21,104,0.0,max,Min Best Case,False
30,96372106,3,10637325,1,60,0.0040264129638671875,0.005101442337036133,103,131,28,131,103,131,28,131,0.0,max,Min Best Case,False
31,96372106,3,10637326,1,60,0.0024034976959228516,0.0032796859741210938,79,106,27,106,79,106,27,106,0.0,max,Min Best Case,False
32,96372106,3,10637327,1,60,0.02705693244934082,0.005814790725708008,95,113,18,113,95,113,18,113,0.0,max,Min Best Case,False
33,96372106,3,10637328,1,60,0.003988742828369141,0.0049648284912109375,73,91,18,91,73,91,18,91,0.0,max,Min Best Case,False
34,96372106,3,10637329,1,60,0.009983539581298828,0.001979827880859375,55,64,9,64,55,64,9,64,0.0,max,Min Best Case,False
35,96372106,3,10637330,1,60,0.04543781280517578,0.005011558532714844,87,111,24,111,87,111,24,111,0.0,max,Min Best Case,False
36,96372106,3,10637331,1,60,0.004091978073120117,0.0050656795501708984,87,108,21,108,87,108,21,108,0.0,max,Min Best Case,False
37,96372106,3,10637332,1,60,0.00401759147644043,0.004166364669799805,76,98,22,98,76,98,22,98,0.0,max,Min Best Case,False
38,96372106,3,10637333,1,60,0.003953218460083008,0.0076901912689208984,85,113,28,113,85,113,28,113,0.0,max,Min Best Case,False
39,96372106,3,10637334,1,60,0.08011722564697266,0.006463766098022461,118,145,27,145,118,145,27,145,0.0,max,Min Best Case,False
40,96372106,3,10637335,1,60,0.0029540061950683594,0.0038003921508789062,90,119,29,119,90,119,29,119,0.0,max,Min Best Case,False
41,96372106,3,10637336,1,60,0.0029964447021484375,0.005009889602661133,97,123,26,123,97,123,26,123,0.0,max,Min Best Case,False
42,96372106,3,10637337,1,60,0.004099845886230469,0.007014751434326172,92,117,25,117,92,117,25,117,0.0,max,Min Best Case,False
43,96372106,3,10637338,1,60,0.006062507629394531,0.0075948238372802734,116,149,33,149,116,149,33,149,0.0,max,Min Best Case,False
44,96372106,3,10637339,1,60,0.006974935531616211,0.010970354080200195,165,210,45,210,165,210,45,210,0.0,max,Min Best Case,False
45,96372106,3,10637340,1,60,0.002931356430053711,0.005065202713012695,45,51,6,51,45,51,6,51,0.0,max,Min Best Case,False
46,96372106,3,10637341,1,60,0.05297398567199707,0.0069806575775146484,166,214,48,214,166,214,48,214,0.0,max,Min Best Case,False
47,96372106,3,10637342,1,60,0.003974437713623047,0.003989458084106445,96,123,27,123,96,123,27,123,0.0,max,Min Best Case,False
48,96372106,3,10637343,1,60,0.003059864044189453,0.006338596343994141,86,107,21,107,86,107,21,107,0.0,max,Min Best Case,False
49,96372106,3,10637344,1,60,0.0049855709075927734,0.011223554611206055,104,135,31,135,104,135,31,135,0.0,max,Min Best Case,False
50,96372106,3,10637345,1,60,0.003981113433837891,0.004984855651855469,129,160,31,160,129,160,31,160,0.0,max,Min Best Case,False
