Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,3,10637296,0,60,0.005984306335449219,0.00897526741027832,100,100,0,100,100,100,0,100,0.0,min,Min Best Case,False
2,96372106,3,10637297,0,60,0.003989458084106445,0.006956338882446289,101,101,0,101,101,101,0,101,0.0,min,Min Best Case,False
3,96372106,3,10637298,0,60,0.003989696502685547,0.004986286163330078,90,90,0,90,90,90,0,90,0.0,min,Min Best Case,False
4,96372106,3,10637299,0,60,0.0029921531677246094,0.003963947296142578,77,77,0,77,77,77,0,77,0.0,min,Min Best Case,False
5,96372106,3,10637300,0,60,0.005983591079711914,0.006949424743652344,116,116,0,116,116,116,0,116,0.0,min,Min Best Case,False
6,96372106,3,10637301,0,60,0.055882930755615234,0.007981538772583008,93,93,0,93,93,93,0,93,0.0,min,Min Best Case,False
7,96372106,3,10637302,0,60,0.001965045928955078,0.003990888595581055,57,57,0,57,57,57,0,57,0.0,min,Min Best Case,False
8,96372106,3,10637303,0,60,0.002991914749145508,0.003037691116333008,47,47,0,47,47,47,0,47,0.0,min,Min Best Case,False
9,96372106,3,10637304,0,60,0.001993417739868164,0.0019915103912353516,56,56,0,56,56,56,0,56,0.0,min,Min Best Case,False
10,96372106,3,10637305,0,60,0.003989696502685547,0.005984306335449219,92,92,0,92,92,92,0,92,0.0,min,Min Best Case,False
11,96372106,3,10637306,0,60,0.0020220279693603516,0.003015279769897461,55,55,0,55,55,55,0,55,0.0,min,Min Best Case,False
12,96372106,3,10637307,0,60,0.005984306335449219,0.004959821701049805,94,94,0,94,94,94,0,94,0.0,min,Min Best Case,False
13,96372106,3,10637308,0,60,0.00499415397644043,0.0069811344146728516,132,132,0,132,132,132,0,132,0.0,min,Min Best Case,False
14,96372106,3,10637309,0,60,0.0020341873168945312,0.003002166748046875,35,35,0,35,35,35,0,35,0.0,min,Min Best Case,False
15,96372106,3,10637310,0,60,0.009006023406982422,0.00797891616821289,109,109,0,109,109,109,0,109,0.0,min,Min Best Case,False
16,96372106,3,10637311,0,60,0.003989219665527344,0.0049626827239990234,62,62,0,62,62,62,0,62,0.0,min,Min Best Case,False
17,96372106,3,10637312,0,60,0.004986763000488281,0.0060100555419921875,135,135,0,135,135,135,0,135,0.0,min,Min Best Case,False
