Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,3,10637296,1,60,0.005983829498291016,0.23732757568359375,123,160,37,123,123,123,0,123,1.0,min,Min Worst Case,True,123,160
2,96372106,3,10637297,1,60,0.0029914379119873047,0.12865686416625977,140,168,28,140,140,140,0,140,1.0,min,Min Worst Case,True,140,168
3,96372106,3,10637298,1,60,0.003954648971557617,0.12065696716308594,109,143,34,109,109,109,0,109,1.0,min,Min Worst Case,True,109,143
4,96372106,3,10637299,1,60,0.008975744247436523,0.10266947746276855,96,125,29,96,96,96,0,96,1.0,min,Min Worst Case,True,96,127
5,96372106,3,10637300,1,60,0.006981372833251953,0.1724839210510254,143,178,35,143,143,143,0,143,1.0,min,Min Worst Case,True,143,178
6,96372106,3,10637301,1,60,0.006981372833251953,0.1565859317779541,122,152,30,122,122,122,0,122,1.0,min,Min Worst Case,True,122,152
7,96372106,3,10637302,1,60,0.002991914749145508,0.03789830207824707,69,95,26,69,69,69,0,69,1.0,min,Min Worst Case,True,69,95
8,96372106,3,10637303,1,60,0.003989219665527344,0.041864871978759766,63,76,13,63,63,63,0,63,1.0,min,Min Worst Case,True,63,76
9,96372106,3,10637304,1,60,0.0029916763305664062,0.029949188232421875,74,91,17,74,74,74,0,74,1.0,min,Min Worst Case,True,74,91
10,96372106,3,10637305,1,60,0.004986763000488281,0.1276235580444336,119,153,34,119,119,119,0,119,1.0,min,Min Worst Case,True,119,153
11,96372106,3,10637306,1,60,0.0029921531677246094,0.03496241569519043,69,85,16,69,69,69,0,69,1.0,min,Min Worst Case,True,69,85
12,96372106,3,10637307,1,60,0.00498652458190918,0.11566805839538574,122,149,27,122,122,122,0,122,1.0,min,Min Worst Case,True,122,149
13,96372106,3,10637308,1,60,0.047873735427856445,4.466033220291138,167,211,44,167,168,168,0,168,1.0,min,Min Worst Case,True,164,214
14,96372106,3,10637309,1,60,0.0019948482513427734,0.016921043395996094,42,58,16,42,42,42,0,42,1.0,min,Min Worst Case,True,42,58
15,96372106,3,10637310,1,60,0.7669496536254883,4.01421332359314,142,171,29,142,141,141,0,141,1.0,min,Min Worst Case,True,137,172
16,96372106,3,10637311,1,60,0.003010272979736328,0.06580281257629395,77,102,25,77,77,77,0,77,1.0,min,Min Worst Case,True,77,102
17,96372106,3,10637312,1,60,0.25033068656921387,1.629607915878296,173,211,38,173,170,170,0,170,1.0,min,Min Worst Case,True,169,216
18,96372106,3,10637313,1,60,0.005937337875366211,0.22443175315856934,191,252,61,191,191,191,0,191,1.0,min,Min Worst Case,True,191,252
19,96372106,3,10637314,1,60,0.007978677749633789,0.1904902458190918,140,173,33,140,140,140,0,140,1.0,min,Min Worst Case,True,140,173
20,96372106,3,10637315,1,60,0.0029926300048828125,0.02095484733581543,50,66,16,50,50,50,0,50,1.0,min,Min Worst Case,True,50,66
21,96372106,3,10637316,1,60,0.005983829498291016,0.2801969051361084,175,225,50,175,175,175,0,175,1.0,min,Min Worst Case,True,175,225
22,96372106,3,10637317,1,60,0.015958309173583984,0.23241519927978516,138,175,37,138,138,138,0,138,1.0,min,Min Worst Case,True,136,178
23,96372106,3,10637318,1,60,0.0029921531677246094,0.059782981872558594,83,103,20,83,83,83,0,83,1.0,min,Min Worst Case,True,83,103
24,96372106,3,10637319,1,60,0.003989696502685547,0.03487586975097656,72,90,18,72,72,72,0,72,1.0,min,Min Worst Case,True,72,90
25,96372106,3,10637320,1,60,0.006980419158935547,0.22038006782531738,135,174,39,135,135,135,0,135,1.0,min,Min Worst Case,True,135,174
26,96372106,3,10637321,1,60,0.07480096817016602,0.6173467636108398,144,183,39,144,140,140,0,140,1.0,min,Min Worst Case,True,140,179
27,96372106,3,10637322,1,60,0.003991127014160156,0.08172392845153809,73,91,18,73,73,73,0,73,1.0,min,Min Worst Case,True,73,91
28,96372106,3,10637323,1,60,0.00498652458190918,0.16059470176696777,114,141,27,114,114,114,0,114,1.0,min,Min Worst Case,True,114,141
29,96372106,3,10637324,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,True,-1,-1
30,96372106,3,10637325,1,60,0.003978252410888672,0.07374882698059082,103,131,28,103,103,103,0,103,1.0,min,Min Worst Case,True,103,131
31,96372106,3,10637326,1,60,0.002979278564453125,0.04088783264160156,79,106,27,79,79,79,0,79,1.0,min,Min Worst Case,True,79,106
32,96372106,3,10637327,1,60,0.025931119918823242,0.1056830883026123,95,113,18,95,95,95,0,95,1.0,min,Min Worst Case,True,90,109
33,96372106,3,10637328,1,60,0.0030167102813720703,0.06283426284790039,73,91,18,73,73,73,0,73,1.0,min,Min Worst Case,True,73,91
34,96372106,3,10637329,1,60,0.010970592498779297,0.08281540870666504,55,64,9,55,55,55,0,55,1.0,min,Min Worst Case,True,52,63
35,96372106,3,10637330,1,60,0.06382942199707031,0.35601210594177246,90,107,17,90,89,89,0,89,1.0,min,Min Worst Case,True,85,103
36,96372106,3,10637331,1,60,0.0029914379119873047,0.05684804916381836,87,108,21,87,87,87,0,87,1.0,min,Min Worst Case,True,87,108
37,96372106,3,10637332,1,60,0.002993345260620117,0.05085587501525879,76,98,22,76,76,76,0,76,1.0,min,Min Worst Case,True,76,98
38,96372106,3,10637333,1,60,0.0029921531677246094,0.05679178237915039,85,113,28,85,85,85,0,85,1.0,min,Min Worst Case,True,85,113
39,96372106,3,10637334,1,60,0.11568975448608398,1.0431561470031738,118,145,27,118,116,116,0,116,1.0,min,Min Worst Case,True,114,139
40,96372106,3,10637335,1,60,0.0029914379119873047,0.05887317657470703,90,119,29,90,90,90,0,90,1.0,min,Min Worst Case,True,90,119
41,96372106,3,10637336,1,60,0.003989696502685547,0.060829877853393555,97,123,26,97,97,97,0,97,1.0,min,Min Worst Case,True,97,123
42,96372106,3,10637337,1,60,0.004987001419067383,0.09973692893981934,92,117,25,92,92,92,0,92,1.0,min,Min Worst Case,True,92,117
43,96372106,3,10637338,1,60,0.004986286163330078,0.1445913314819336,116,149,33,116,116,116,0,116,1.0,min,Min Worst Case,True,116,149
44,96372106,3,10637339,1,60,0.00797891616821289,0.28323864936828613,165,210,45,165,165,165,0,165,1.0,min,Min Worst Case,True,165,210
45,96372106,3,10637340,1,60,0.001995086669921875,0.02094292640686035,45,51,6,45,45,45,0,45,1.0,min,Min Worst Case,True,45,51
46,96372106,3,10637341,1,60,0.04886913299560547,0.5365598201751709,166,214,48,166,166,166,0,166,1.0,min,Min Worst Case,True,165,215
47,96372106,3,10637342,1,60,0.003989458084106445,0.0707695484161377,96,123,27,96,96,96,0,96,1.0,min,Min Worst Case,True,96,123
48,96372106,3,10637343,1,60,0.003989219665527344,0.08872747421264648,86,107,21,86,86,86,0,86,1.0,min,Min Worst Case,True,86,107
49,96372106,3,10637344,1,60,0.004996299743652344,0.16751384735107422,104,135,31,104,104,104,0,104,1.0,min,Min Worst Case,True,104,135
50,96372106,3,10637345,1,60,0.007972240447998047,0.1107015609741211,129,160,31,129,129,129,0,129,1.0,min,Min Worst Case,True,129,160
