Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,3,10637296,1,60,0.011966705322265625,0.0069828033447265625,123,160,37,123,123,160,37,123,0.0,min,True
2,96372106,3,10637297,1,60,0.005982875823974609,0.0069811344146728516,140,168,28,140,140,168,28,140,0.0,min,True
3,96372106,3,10637298,1,60,0.007978439331054688,0.007944583892822266,109,143,34,109,109,143,34,109,0.0,min,True
4,96372106,3,10637299,1,60,0.011965751647949219,0.004351377487182617,98,127,29,98,98,127,29,98,0.0,min,True
5,96372106,3,10637300,1,60,0.006981372833251953,0.0049877166748046875,143,178,35,143,143,178,35,143,0.0,min,True
6,96372106,3,10637301,1,60,0.0069811344146728516,0.008975744247436523,122,152,30,122,122,152,30,122,0.0,min,True
7,96372106,3,10637302,1,60,0.0029897689819335938,0.0069789886474609375,69,95,26,69,69,95,26,69,0.0,min,True
8,96372106,3,10637303,1,60,0.003991127014160156,0.004985809326171875,63,76,13,63,63,76,13,63,0.0,min,True
9,96372106,3,10637304,1,60,0.003994464874267578,0.001993894577026367,74,91,17,74,74,91,17,74,0.0,min,True
10,96372106,3,10637305,1,60,0.004986286163330078,0.004986763000488281,119,153,34,119,119,153,34,119,0.0,min,True
