Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,8,10637296,1,60,1.5857915878295898,0.3670170307159424,369,470,101,470,467,467,0,467,1.0,max,Min Worst Case,False
2,96372106,8,10637297,1,60,1.6037330627441406,0.20545077323913574,361,453,92,453,453,453,0,453,1.0,max,Min Worst Case,False
3,96372106,8,10637298,1,60,0.2812488079071045,0.22439837455749512,303,383,80,383,383,383,0,383,1.0,max,Min Worst Case,False
4,96372106,8,10637299,1,60,0.07579708099365234,0.2732696533203125,317,407,90,407,407,407,0,407,1.0,max,Min Worst Case,False
5,96372106,8,10637300,1,60,4.667487144470215,0.21941161155700684,355,436,81,436,432,432,0,432,1.0,max,Min Worst Case,False
6,96372106,8,10637301,1,60,0.018947839736938477,0.16857266426086426,237,295,58,295,295,295,0,295,1.0,max,Min Worst Case,False
7,96372106,8,10637302,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Worst Case,False
8,96372106,8,10637303,1,60,0.03789854049682617,0.159592866897583,286,358,72,358,357,357,0,357,1.0,max,Min Worst Case,False
9,96372106,8,10637304,1,60,0.007979631423950195,0.07082319259643555,193,245,52,245,245,245,0,245,1.0,max,Min Worst Case,False
10,96372106,8,10637305,1,60,8.90820026397705,0.19747161865234375,278,343,65,343,339,339,0,339,1.0,max,Min Worst Case,False
11,96372106,8,10637306,1,60,0.013968706130981445,0.10172772407531738,206,253,47,253,253,253,0,253,1.0,max,Min Worst Case,False
12,96372106,8,10637307,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Worst Case,False
13,96372106,8,10637308,1,60,37.69123649597168,0.40395593643188477,332,401,69,401,399,399,0,399,1.0,max,Min Worst Case,False
14,96372106,8,10637309,1,60,0.04886269569396973,0.2962055206298828,308,389,81,389,389,389,0,389,1.0,max,Min Worst Case,False
15,96372106,8,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Worst Case,False
16,96372106,8,10637311,1,60,0.10076665878295898,0.1426548957824707,241,300,59,300,300,300,0,300,1.0,max,Min Worst Case,False
17,96372106,8,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Worst Case,False
18,96372106,8,10637313,1,60,0.47072792053222656,0.2702462673187256,362,452,90,452,450,450,0,450,1.0,max,Min Worst Case,False
19,96372106,8,10637314,1,60,0.5844271183013916,0.28818702697753906,379,469,90,469,468,468,0,468,1.0,max,Min Worst Case,False
20,96372106,8,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Worst Case,False
21,96372106,8,10637316,1,60,0.10771036148071289,0.34906530380249023,365,460,95,460,460,460,0,460,1.0,max,Min Worst Case,False
22,96372106,8,10637317,1,60,0.07180190086364746,0.20545125007629395,321,406,85,406,405,405,0,405,1.0,max,Min Worst Case,False
23,96372106,8,10637318,1,60,0.018948078155517578,0.12366914749145508,229,280,51,280,279,279,0,279,1.0,max,Min Worst Case,False
24,96372106,8,10637319,1,60,0.053826093673706055,0.11273336410522461,243,305,62,305,305,305,0,305,1.0,max,Min Worst Case,False
25,96372106,8,10637320,1,60,0.018949031829833984,0.22838521003723145,347,428,81,428,428,428,0,428,1.0,max,Min Worst Case,False
26,96372106,8,10637321,1,60,0.7869157791137695,0.2603020668029785,308,385,77,385,381,381,0,381,1.0,max,Min Worst Case,False
27,96372106,8,10637322,1,60,0.08477234840393066,0.15059566497802734,243,303,60,303,301,301,0,301,1.0,max,Min Worst Case,False
28,96372106,8,10637323,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Worst Case,False
29,96372106,8,10637324,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Worst Case,False
30,96372106,8,10637325,1,60,1.0322685241699219,0.3191869258880615,331,395,64,395,395,395,0,395,1.0,max,Min Worst Case,False
