Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,0,60,0.7051694393157959,0.21642065048217773,4399,4399,0,4399,4399,4399,0,4399,0.5,max,False
2,96372106,5,10637297,0,60,15.260198831558228,0.6093297004699707,11609,11609,0,11609,11609,11609,0,11609,0.5,max,False
3,96372106,5,10637298,0,60,14.773475408554077,0.8068411350250244,8547,8547,0,8547,8547,8547,0,8547,0.5,max,False
4,96372106,5,10637299,0,60,10.571714401245117,0.6971340179443359,8826,8826,0,8826,8826,8826,0,8826,0.5,max,False
5,96372106,5,10637300,0,60,0.857703447341919,0.3261280059814453,6171,6171,0,6171,6171,6171,0,6171,0.5,max,False
6,96372106,5,10637301,0,60,8.191085815429688,0.8387560844421387,6041,6041,0,6041,6041,6041,0,6041,0.5,max,False
7,96372106,5,10637302,0,60,2.5860791206359863,0.4697427749633789,9214,9214,0,9214,9214,9214,0,9214,0.5,max,False
8,96372106,5,10637303,0,60,8.100329637527466,0.5734670162200928,7930,7930,0,7930,7930,7930,0,7930,0.5,max,False
9,96372106,5,10637304,0,60,1.573789119720459,0.36103343963623047,6310,6310,0,6310,6310,6310,0,6310,0.5,max,False
10,96372106,5,10637305,0,60,3.961385488510132,0.7420132160186768,12649,12649,0,12649,12649,12649,0,12649,0.5,max,False
11,96372106,5,10637306,0,60,12.514519214630127,0.756974458694458,12691,12691,0,12691,12691,12691,0,12691,0.5,max,False
12,96372106,5,10637307,0,60,5.818434000015259,0.7300479412078857,8464,8464,0,8464,8464,8464,0,8464,0.5,max,False
13,96372106,5,10637308,0,60,3.0757720470428467,0.5804450511932373,9905,9905,0,9905,9905,9905,0,9905,0.5,max,False
14,96372106,5,10637309,0,60,14.36855673789978,0.741018533706665,7160,7160,0,7160,7160,7160,0,7160,0.5,max,False
15,96372106,5,10637310,0,60,50.92980241775513,0.7948729991912842,11426,11426,0,11426,11426,11426,0,11426,0.5,max,False
16,96372106,5,10637311,0,60,14.854259729385376,0.5285854339599609,5599,5599,0,5599,5599,5599,0,5599,0.5,max,False
