Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,9,10637296,0,60,0.02693796157836914,0.02493119239807129,302,302,0,302,302,302,0,302,0.5,min,Min Worst Case,False
2,96372106,9,10637297,0,60,0.09974932670593262,0.020943641662597656,305,305,0,305,305,305,0,305,0.5,min,Min Worst Case,False
3,96372106,9,10637298,0,60,0.02992105484008789,0.017918109893798828,263,263,0,263,263,263,0,263,0.5,min,Min Worst Case,False
4,96372106,9,10637299,0,60,0.01495981216430664,0.022937774658203125,275,275,0,275,275,275,0,275,0.5,min,Min Worst Case,False
5,96372106,9,10637300,0,60,0.6023895740509033,0.020918607711791992,316,316,0,316,316,316,0,316,0.5,min,Min Worst Case,False
6,96372106,9,10637301,0,60,0.07380247116088867,0.020916223526000977,220,220,0,220,220,220,0,220,0.5,min,Min Worst Case,False
7,96372106,9,10637302,0,60,0.929513692855835,0.028922319412231445,272,272,0,272,272,272,0,272,0.5,min,Min Worst Case,False
8,96372106,9,10637303,0,60,0.01595592498779297,0.01695561408996582,257,257,0,257,257,257,0,257,0.5,min,Min Worst Case,False
9,96372106,9,10637304,0,60,0.031914710998535156,0.013962268829345703,178,178,0,178,178,178,0,178,0.5,min,Min Worst Case,False
10,96372106,9,10637305,0,60,0.7968692779541016,0.01795172691345215,256,256,0,256,256,256,0,256,0.5,min,Min Worst Case,False
11,96372106,9,10637306,0,60,0.018964529037475586,0.013962268829345703,185,185,0,185,185,185,0,185,0.5,min,Min Worst Case,False
12,96372106,9,10637307,0,60,0.7409858703613281,0.020943880081176758,303,303,0,303,303,303,0,303,0.5,min,Min Worst Case,False
13,96372106,9,10637308,0,60,0.045876502990722656,0.0249330997467041,295,295,0,295,295,295,0,295,0.5,min,Min Worst Case,False
14,96372106,9,10637309,0,60,0.6372950077056885,0.024907588958740234,254,254,0,254,254,254,0,254,0.5,min,Min Worst Case,False
15,96372106,9,10637310,0,60,0.29125523567199707,0.023935317993164062,285,285,0,285,285,285,0,285,0.5,min,Min Worst Case,False
16,96372106,9,10637311,0,60,0.017961740493774414,0.018949031829833984,213,213,0,213,213,213,0,213,0.5,min,Min Worst Case,False
17,96372106,9,10637312,0,60,0.16758394241333008,0.019915103912353516,276,276,0,276,276,276,0,276,0.5,min,Min Worst Case,False
18,96372106,9,10637313,0,60,2.6070289611816406,0.019980430603027344,329,329,0,329,329,329,0,329,0.5,min,Min Worst Case,False
19,96372106,9,10637314,0,60,0.01595759391784668,0.02293872833251953,312,312,0,312,312,312,0,312,0.5,min,Min Worst Case,False
20,96372106,9,10637315,0,60,0.06682133674621582,0.02094411849975586,239,239,0,239,239,239,0,239,0.5,min,Min Worst Case,False
21,96372106,9,10637316,0,60,0.2453444004058838,0.02393627166748047,313,313,0,313,313,313,0,313,0.5,min,Min Worst Case,False
22,96372106,9,10637317,0,60,0.023936033248901367,0.02293848991394043,273,273,0,273,273,273,0,273,0.5,min,Min Worst Case,False
23,96372106,9,10637318,0,60,0.010970354080200195,0.018949508666992188,190,190,0,190,190,190,0,190,0.5,min,Min Worst Case,False
